#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline
33198813	Dusal.0001s00001	Dusal.0001s00001.1	Dusal.0001s00001.1.p												
33201030	Dusal.0004s00060	Dusal.0004s00060.1	Dusal.0004s00060.1.p							AT1G18660.4		zinc finger (C3HC4-type RING finger) family protein	Cre03.g158400.t1.2	g3242.t1,Cre03.g158400.t1.1	Flagellar Associated Protein
33201031	Dusal.0004s00060	Dusal.0004s00060.2	Dusal.0004s00060.2.p							AT1G18660.1		zinc finger (C3HC4-type RING finger) family protein	Cre03.g158400.t1.2	g3242.t1,Cre03.g158400.t1.1	Flagellar Associated Protein
33201010	Dusal.0004s00061	Dusal.0004s00061.1	Dusal.0004s00061.1.p										Cre03.g158400.t1.2	g3242.t1,Cre03.g158400.t1.1	Flagellar Associated Protein
33201011	Dusal.0004s00061	Dusal.0004s00061.2	Dusal.0004s00061.2.p												
33201091	Dusal.0004s00062	Dusal.0004s00062.1	Dusal.0004s00062.1.p		PTHR24106								Cre03.g154300.t1.1	g3144.t1	
33201095	Dusal.0004s00063	Dusal.0004s00063.1	Dusal.0004s00063.1.p	PF00004	PTHR20953		3.6.4.6		GO:0005524	AT1G73170.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre06.g300450.t1.1	g6952.t1	
33201061	Dusal.0004s00064	Dusal.0004s00064.1	Dusal.0004s00064.1.p	PF13857	PTHR15263,PTHR15263:SF1	KOG4214		K09256		AT3G04140.1		Ankyrin repeat family protein	Cre03.g159851.t1.1	g3273.t1,Cre03.g159850.t1.3	
33201062	Dusal.0004s00064	Dusal.0004s00064.2	Dusal.0004s00064.2.p		PTHR15263,PTHR15263:SF1								Cre03.g159851.t1.1	g3273.t1,Cre03.g159850.t1.3	
33201092	Dusal.0004s00065	Dusal.0004s00065.1	Dusal.0004s00065.1.p												
33201077	Dusal.0004s00066	Dusal.0004s00066.1	Dusal.0004s00066.1.p												
33201053	Dusal.0004s00067	Dusal.0004s00067.1	Dusal.0004s00067.1.p										Cre03.g158600.t1.1	g3247.t1	
33201054	Dusal.0004s00067	Dusal.0004s00067.2	Dusal.0004s00067.2.p										Cre03.g158600.t1.1	g3247.t1	
33201069	Dusal.0004s00068	Dusal.0004s00068.1	Dusal.0004s00068.1.p	PF01753			1.14.11.2						Cre08.g368000.t1.1	g8622.t1	
33201100	Dusal.0004s00069	Dusal.0004s00069.1	Dusal.0004s00069.1.p		PTHR13437			K14307	GO:0006913,GO:0005643	AT4G37130.1		hydroxyproline-rich glycoprotein family protein	Cre16.g685217.t1.1	g16157.t1,Cre01.g064700.t1.1	
33201099	Dusal.0004s00070	Dusal.0004s00070.1	Dusal.0004s00070.1.p	PF05686	PTHR12203					AT3G61270.1		Arabidopsis thaliana protein of unknown function (DUF821)	Cre09.g387652.t1.1	g9592.t1,Cre02.g122150.t1.1,Cre02.g122150.t1.2	
33201103	Dusal.0004s00071	Dusal.0004s00071.1	Dusal.0004s00071.1.p	PF06544	PTHR15955								Cre11.g483150.t1.2	g11994.t1,Cre11.g483150.t1.1	
33201105	Dusal.0004s00072	Dusal.0004s00072.1	Dusal.0004s00072.1.p												
33201094	Dusal.0004s00073	Dusal.0004s00073.1	Dusal.0004s00073.1.p												
33201036	Dusal.0004s00074	Dusal.0004s00074.1	Dusal.0004s00074.1.p	PF01916	PTHR11703		2.5.1.46	K00809	GO:0008612	AT5G05920.1	DHS,EDA22	deoxyhypusine synthase	Cre01.g018950.t1.2	g445.t1,Cre01.g018950.t1.1	Deoxyhypusine synthase
33201044	Dusal.0004s00075	Dusal.0004s00075.1	Dusal.0004s00075.1.p		PTHR20938,PTHR20938:SF0								Cre08.g363650.t1.1	g8517.t1	
33196961	Dusal.0005s00001	Dusal.0005s00001.1	Dusal.0005s00001.1.p										Cre03.g205650.t1.2	g4199.t1,Cre03.g205650.t1.1	
33196954	Dusal.0005s00002	Dusal.0005s00002.1	Dusal.0005s00002.1.p												
33196919	Dusal.0005s00003	Dusal.0005s00003.1	Dusal.0005s00003.1.p	PF06140	PTHR16932				GO:0016021						
33196928	Dusal.0005s00004	Dusal.0005s00004.1	Dusal.0005s00004.1.p												
33196949	Dusal.0005s00005	Dusal.0005s00005.1	Dusal.0005s00005.1.p										Cre03.g205650.t1.2	g4199.t1,Cre03.g205650.t1.1	
33196943	Dusal.0005s00006	Dusal.0005s00006.1	Dusal.0005s00006.1.p	PF00627	PTHR12948,PTHR12948:SF3					AT2G12550.1		ubiquitin-associated (UBA)/TS-N domain-containing protein	Cre03.g205650.t1.2	g4199.t1,Cre03.g205650.t1.1	
33196934	Dusal.0005s00007	Dusal.0005s00007.1	Dusal.0005s00007.1.p	PF00240					GO:0005515	AT2G12550.1		ubiquitin-associated (UBA)/TS-N domain-containing protein	Cre03.g205650.t1.2	g4199.t1,Cre03.g205650.t1.1	
33196950	Dusal.0005s00008	Dusal.0005s00008.1	Dusal.0005s00008.1.p	PF02631					GO:0006282						
33196932	Dusal.0005s00009	Dusal.0005s00009.1	Dusal.0005s00009.1.p												
33196910	Dusal.0005s00010	Dusal.0005s00010.1	Dusal.0005s00010.1.p		PTHR12271,PTHR12271:SF40		2.7.7.52	K14079		AT2G39740.1		Nucleotidyltransferase family protein	Cre14.g612150.t1.1	g14752.t1,MOT18,PAP10	Non-canonical poly(A) polymerase family
33196956	Dusal.0005s00011	Dusal.0005s00011.1	Dusal.0005s00011.1.p	PF11965	PTHR23304,PTHR23304:SF109		6.6.1.1		GO:0016851	AT5G13630.2	ABAR,CCH,CCH1,CHLH,GUN5	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)	Cre11.g477625.t1.1	g11858.t1,CHLH2,MCH2	
33196916	Dusal.0005s00012	Dusal.0005s00012.1	Dusal.0005s00012.1.p	PF02514	PTHR23304,PTHR23304:SF109		6.6.1.1		GO:0009058	AT5G13630.1	ABAR,CCH,CCH1,CHLH,GUN5	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)	Cre11.g477625.t1.1	g11858.t1,CHLH2,MCH2	
33196939	Dusal.0005s00013	Dusal.0005s00013.1	Dusal.0005s00013.1.p	PF02514	PTHR23304,PTHR23304:SF109		6.6.1.1	K03403	GO:0009058	AT5G13630.1	ABAR,CCH,CCH1,CHLH,GUN5	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)	Cre11.g477625.t1.1	g11858.t1,CHLH2,MCH2	
33196908	Dusal.0005s00014	Dusal.0005s00014.1	Dusal.0005s00014.1.p										Cre01.g043200.t1.2	g966.t1,Cre01.g043200.t1.1	Predicted protein
33196947	Dusal.0005s00015	Dusal.0005s00015.1	Dusal.0005s00015.1.p	PF02517	PTHR13046			K08658	GO:0016020	AT2G36305.1	ATFACE-2,ATFACE2,FACE2,RCE1	farnesylated protein-converting enzyme 2	Cre01.g042150.t1.1	g945.t1	
33196930	Dusal.0005s00016	Dusal.0005s00016.1	Dusal.0005s00016.1.p												
33196945	Dusal.0005s00017	Dusal.0005s00017.1	Dusal.0005s00017.1.p												
33196952	Dusal.0005s00018	Dusal.0005s00018.1	Dusal.0005s00018.1.p												
33196915	Dusal.0005s00019	Dusal.0005s00019.1	Dusal.0005s00019.1.p	PF00626	PTHR11977	KOG0443		K05768	GO:0003779	AT5G57320.1		villin, putative	Cre12.g555550.t1.2	g13421.t1,Cre12.g555550.t1.1	
33196938	Dusal.0005s00020	Dusal.0005s00020.1	Dusal.0005s00020.1.p												
33196935	Dusal.0005s00021	Dusal.0005s00021.1	Dusal.0005s00021.1.p	PF00856					GO:0005515						
33196936	Dusal.0005s00021	Dusal.0005s00021.2	Dusal.0005s00021.2.p	PF00856					GO:0005515						
33196909	Dusal.0005s00022	Dusal.0005s00022.1	Dusal.0005s00022.1.p		PTHR24006					AT5G23340.1		RNI-like superfamily protein	Cre12.g559050.t1.2	g13343.t1,Cre12.g559050.t1.1	
33196913	Dusal.0005s00023	Dusal.0005s00023.1	Dusal.0005s00023.1.p										Cre03.g197600.t1.1	g4093.t1	
33196912	Dusal.0005s00024	Dusal.0005s00024.1	Dusal.0005s00024.1.p												
33196921	Dusal.0005s00025	Dusal.0005s00025.1	Dusal.0005s00025.1.p					K14315					Cre03.g197550.t1.2	g4092.t1,Cre03.g197550.t1.1	
33196937	Dusal.0005s00026	Dusal.0005s00026.1	Dusal.0005s00026.1.p	PF00060,PF00497	PTHR18966,PTHR18966:SF117				GO:0016020,GO:0004970	AT1G42540.1	ATGLR3.3,GLR3.3	glutamate receptor 3.3	Cre12.g542569.t2.1	g13719.t1	
33196917	Dusal.0005s00027	Dusal.0005s00027.1	Dusal.0005s00027.1.p	PF00060,PF00497	PTHR18966			K05313	GO:0016020,GO:0004970	AT1G05200.2	ATGLR3.4,GLR3.4,GLUR3	glutamate receptor 3.4	Cre16.g685650.t1.1	g16383.t1,GLR1	Ionotropic glutamate receptor
33196924	Dusal.0005s00028	Dusal.0005s00028.1	Dusal.0005s00028.1.p	PF00060,PF00497	PTHR18966			K05199,K05197	GO:0016020,GO:0004970	AT1G05200.2	ATGLR3.4,GLR3.4,GLUR3	glutamate receptor 3.4	Cre13.g585400.t1.1	g14369.t2	
33196925	Dusal.0005s00028	Dusal.0005s00028.2	Dusal.0005s00028.2.p	PF00060,PF00497	PTHR18966			K05199,K05197	GO:0016020,GO:0004970	AT1G05200.2	ATGLR3.4,GLR3.4,GLUR3	glutamate receptor 3.4	Cre13.g585400.t1.1	g14369.t2	
33196927	Dusal.0005s00028	Dusal.0005s00028.3	Dusal.0005s00028.3.p	PF00060,PF00497	PTHR18966			K05197	GO:0016020,GO:0004970	AT1G05200.1	ATGLR3.4,GLR3.4,GLUR3	glutamate receptor 3.4			
33196926	Dusal.0005s00028	Dusal.0005s00028.4	Dusal.0005s00028.4.p	PF00060,PF00497	PTHR18966			K05197	GO:0016020,GO:0004970	AT1G05200.1	ATGLR3.4,GLR3.4,GLUR3	glutamate receptor 3.4			
33196933	Dusal.0005s00029	Dusal.0005s00029.1	Dusal.0005s00029.1.p	PF00920	PTHR21000,PTHR21000:SF5		4.2.1.9	K01687	GO:0008152,GO:0003824	AT3G23940.1		dehydratase family	Cre03.g206600.t1.2	g4179.t1,Cre03.g206600.t1.1,AAD1	Acetohydroxyacid dehydratase
33196955	Dusal.0005s00030	Dusal.0005s00030.1	Dusal.0005s00030.1.p				2.4.1.10								
33196942	Dusal.0005s00031	Dusal.0005s00031.1	Dusal.0005s00031.1.p												
33196940	Dusal.0005s00032	Dusal.0005s00032.1	Dusal.0005s00032.1.p	PF03372	PTHR22748		4.2.99.18	K01142	GO:0006281,GO:0004518	AT2G41460.1	ARP	apurinic endonuclease-redox protein	Cre03.g175850.t1.1	g3632.t1,EEP1	
33196951	Dusal.0005s00033	Dusal.0005s00033.1	Dusal.0005s00033.1.p	PF04452	PTHR30027,PTHR30027:SF4		2.1.1.193	K09761	GO:0008168,GO:0006364	AT1G50000.1		methyltransferases	Cre03.g175800.t1.1	g3631.t1	
33196918	Dusal.0005s00034	Dusal.0005s00034.1	Dusal.0005s00034.1.p												
33196953	Dusal.0005s00035	Dusal.0005s00035.1	Dusal.0005s00035.1.p										Cre07.g318551.t1.1	g7364.t1	
33196946	Dusal.0005s00036	Dusal.0005s00036.1	Dusal.0005s00036.1.p				4.6.1.1						Cre07.g318551.t1.1	g7364.t1	
33196929	Dusal.0005s00037	Dusal.0005s00037.1	Dusal.0005s00037.1.p		PTHR27000		2.7.11.1			AT1G28440.1	HSL1	HAESA-like 1	Cre07.g318551.t1.1	g7364.t1	
33196941	Dusal.0005s00038	Dusal.0005s00038.1	Dusal.0005s00038.1.p		PTHR22931,PTHR22931:SF1		2.7.9.4	K08244		AT4G24450.1	ATGWD2,GWD3,PWD	phosphoglucan, water dikinase	Cre07.g319300.t1.1	g7382.t1	Alpha-glucan water dikinase
33196905	Dusal.0005s00039	Dusal.0005s00039.1	Dusal.0005s00039.1.p	PF01326	PTHR22931,PTHR22931:SF1		2.7.9.4	K08244	GO:0016310,GO:0016301,GO:0005524	AT1G10760.1	GWD,GWD1,SEX1,SOP,SOP1	Pyruvate phosphate dikinase, PEP/pyruvate binding domain	Cre07.g319340.t1.1	g7386.t1	
33196914	Dusal.0005s00040	Dusal.0005s00040.1	Dusal.0005s00040.1.p	PF00400	PTHR22847	KOG0294		K18272,K14830	GO:0005515	AT1G65030.1		Transducin/WD40 repeat-like superfamily protein	Cre03.g205800.t1.2	g4195.t1,Cre03.g205800.t1.1	
33196958	Dusal.0005s00041	Dusal.0005s00041.1	Dusal.0005s00041.1.p	PF00022	PTHR11937			K12315,K12313,K10354,K12314,K05692,K10355		AT3G53750.1	ACT3	actin 3	Cre13.g603700.t1.2	g14567.t1,Cre13.g603700.t1.1,ACT1,NSG4	Actin
33196920	Dusal.0005s00042	Dusal.0005s00042.1	Dusal.0005s00042.1.p	PF14551,PF00493	PTHR11630,PTHR11630:SF66	KOG0478	3.6.4.12	K02212	GO:0006260,GO:0005524,GO:0003677	AT2G16440.1	MCM4	Minichromosome maintenance (MCM2/3/5) family protein	Cre07.g316850.t1.2	g7325.t1,Cre07.g316850.t1.1	Minichromosome maintenance protein
33196906	Dusal.0005s00043	Dusal.0005s00043.1	Dusal.0005s00043.1.p												
33196948	Dusal.0005s00044	Dusal.0005s00044.1	Dusal.0005s00044.1.p	PF01966	PTHR11373,PTHR11373:SF4	KOG2681				AT5G40270.1		HD domain-containing metal-dependent phosphohydrolase family protein	Cre03.g191500.t1.1	g3963.t1	
33196931	Dusal.0005s00045	Dusal.0005s00045.1	Dusal.0005s00045.1.p	PF00248	PTHR11732		1.1.1.65			AT1G06690.1		NAD(P)-linked oxidoreductase superfamily protein	Cre06.g294450.t1.1	g6816.t1	
33196911	Dusal.0005s00046	Dusal.0005s00046.1	Dusal.0005s00046.1.p	PF00248	PTHR11732,PTHR11732:SF150		1.1.1.307								
33196959	Dusal.0005s00047	Dusal.0005s00047.1	Dusal.0005s00047.1.p	PF12922,PF12717	PTHR14222,PTHR14222:SF2	KOG0414		K06677	GO:0007076	AT3G57060.2		binding	Cre10.g432500.t1.2	g10672.t1,Cre10.g432500.t1.1	
33196960	Dusal.0005s00047	Dusal.0005s00047.2	Dusal.0005s00047.2.p	PF12922,PF12717	PTHR14222,PTHR14222:SF2	KOG0414		K06677	GO:0007076	AT3G57060.2		binding	Cre10.g432500.t1.2	g10672.t1,Cre10.g432500.t1.1	
33196907	Dusal.0005s00048	Dusal.0005s00048.1	Dusal.0005s00048.1.p	PF00646					GO:0005515	AT1G21760.1	ATFBP7,FBP7	F-box protein 7	Cre12.g541904.t1.2	g13734.t1,Cre12.g541904.t1.1	
33196944	Dusal.0005s00049	Dusal.0005s00049.1	Dusal.0005s00049.1.p												
33196962	Dusal.0005s00050	Dusal.0005s00050.1	Dusal.0005s00050.1.p	PF01753	PTHR12907					AT2G17900.1	SDG37	SET domain group 37	Cre03.g206593.t1.1	g4426.t1	
33196957	Dusal.0005s00051	Dusal.0005s00051.1	Dusal.0005s00051.1.p												
33196922	Dusal.0005s00052	Dusal.0005s00052.1	Dusal.0005s00052.1.p	PF13365	PTHR22939,PTHR22939:SF83	KOG1320	3.4.21.107			AT2G47940.1	DEGP2	DEGP protease 2	Cre14.g617600.t1.2	g14880.t1,Cre14.g617600.t1.1	DegP-type protease
33196923	Dusal.0005s00052	Dusal.0005s00052.2	Dusal.0005s00052.2.p	PF13365	PTHR22939,PTHR22939:SF83	KOG1320	3.4.21.107			AT2G47940.1	DEGP2	DEGP protease 2	Cre14.g617600.t1.2	g14880.t1,Cre14.g617600.t1.1	DegP-type protease
33186113	Dusal.0006s00001	Dusal.0006s00001.1	Dusal.0006s00001.1.p							AT1G70320.1	UPL2	ubiquitin-protein ligase 2	Cre01.g012450.t1.1	g309.t1	
33186153	Dusal.0006s00002	Dusal.0006s00002.1	Dusal.0006s00002.1.p										Cre01.g012450.t1.1	g309.t1	
33186143	Dusal.0006s00003	Dusal.0006s00003.1	Dusal.0006s00003.1.p	PF14377			6.3.2.19			AT1G55860.1	UPL1	ubiquitin-protein ligase 1	Cre01.g012450.t1.1	g309.t1	
33186114	Dusal.0006s00004	Dusal.0006s00004.1	Dusal.0006s00004.1.p												
33186105	Dusal.0006s00005	Dusal.0006s00005.1	Dusal.0006s00005.1.p										Cre01.g012450.t1.1	g309.t1	
33186102	Dusal.0006s00006	Dusal.0006s00006.1	Dusal.0006s00006.1.p										Cre01.g012450.t1.1	g309.t1	
33186133	Dusal.0006s00007	Dusal.0006s00007.1	Dusal.0006s00007.1.p	PF06012	PTHR11254,PTHR11254:SF291		6.3.2.19	K10592		AT1G55860.2	UPL1	ubiquitin-protein ligase 1	Cre01.g012450.t1.1	g309.t1	
33186157	Dusal.0006s00008	Dusal.0006s00008.1	Dusal.0006s00008.1.p												
33186115	Dusal.0006s00009	Dusal.0006s00009.1	Dusal.0006s00009.1.p												
33186156	Dusal.0006s00010	Dusal.0006s00010.1	Dusal.0006s00010.1.p										Cre06.g271150.t1.1	g6083.t1	Flagellar Associated Protein
33186109	Dusal.0006s00011	Dusal.0006s00011.1	Dusal.0006s00011.1.p		PTHR22538,PTHR22538:SF0								Cre06.g271150.t1.1	g6083.t1	Flagellar Associated Protein
33186166	Dusal.0006s00012	Dusal.0006s00012.1	Dusal.0006s00012.1.p												
33186139	Dusal.0006s00013	Dusal.0006s00013.1	Dusal.0006s00013.1.p										Cre06.g271150.t1.1	g6083.t1	Flagellar Associated Protein
33186112	Dusal.0006s00014	Dusal.0006s00014.1	Dusal.0006s00014.1.p										Cre06.g271150.t1.1	g6083.t1	Flagellar Associated Protein
33186159	Dusal.0006s00015	Dusal.0006s00015.1	Dusal.0006s00015.1.p	PF12697	PTHR10992	KOG4409	2.3.1.51			AT4G24160.1		alpha/beta-Hydrolases superfamily protein	Cre01.g000300.t1.1	g9.t1,GDP8	
33186119	Dusal.0006s00016	Dusal.0006s00016.1	Dusal.0006s00016.1.p										Cre11.g467649.t1.1	g11580.t1,Cre18.g746250.t1.1,Cre18.g746250.t1.2	RAP-domain containing protein with FAST leucine-rich domain
33186120	Dusal.0006s00016	Dusal.0006s00016.2	Dusal.0006s00016.2.p												
33186121	Dusal.0006s00016	Dusal.0006s00016.3	Dusal.0006s00016.3.p										Cre11.g467649.t1.1	g11580.t1,Cre18.g746250.t1.1,Cre18.g746250.t1.2	RAP-domain containing protein with FAST leucine-rich domain
33186122	Dusal.0006s00016	Dusal.0006s00016.4	Dusal.0006s00016.4.p												
33186123	Dusal.0006s00016	Dusal.0006s00016.5	Dusal.0006s00016.5.p												
33186117	Dusal.0006s00017	Dusal.0006s00017.1	Dusal.0006s00017.1.p	PF02330	PTHR10826,PTHR10826:SF1	KOG2536		K15414	GO:0005759	AT3G55605.1		Mitochondrial glycoprotein family protein	Cre04.g225600.t1.1	g4930.t1	
33186128	Dusal.0006s00018	Dusal.0006s00018.1	Dusal.0006s00018.1.p	PF00011	PTHR11527	KOG0710				AT1G53540.1		HSP20-like chaperones superfamily protein	Cre07.g318800.t1.2	g7369.t1,Cre07.g318800.t1.1	Heat shock protein 22A
33186132	Dusal.0006s00019	Dusal.0006s00019.1	Dusal.0006s00019.1.p	PF02889			3.6.4.12	K15271		AT3G27730.1	MER3,RCK	ATP binding;ATP-dependent helicases;DNA helicases	Cre10.g446650.t1.1	g10988.t1,HEL46,MER	DEAD/DEAH box family ATP dependent DNA helicase
33186124	Dusal.0006s00020	Dusal.0006s00020.1	Dusal.0006s00020.1.p	PF04851,PF00271	PTHR24031,PTHR24031:SF322		3.6.4.13	K03257	GO:0016787,GO:0005524,GO:0003677	AT3G13920.1	EIF4A1,RH4,TIF4A1	eukaryotic translation initiation factor 4A1	Cre06.g298650.t1.2	g6908.t1,Cre06.g298650.t1.1,HEL30	
33186130	Dusal.0006s00021	Dusal.0006s00021.1	Dusal.0006s00021.1.p	PF16969	PTHR12860	KOG2460				AT5G61970.1		signal recognition particle-related / SRP-related	Cre06.g267100.t1.2	g5994.t1,Cre06.g267100.t1.1,SRP68	Subunit of the Signal Recognition Particle
33186111	Dusal.0006s00022	Dusal.0006s00022.1	Dusal.0006s00022.1.p												
33186136	Dusal.0006s00023	Dusal.0006s00023.1	Dusal.0006s00023.1.p	PF13207	PTHR21231,PTHR21231:SF8	KOG1532		K06883		AT4G21800.2	QQT2	P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre06.g267150.t1.2	g5995.t1,Cre06.g267150.t1.1	
33186140	Dusal.0006s00024	Dusal.0006s00024.1	Dusal.0006s00024.1.p	PF10785	PTHR34062					AT4G16450.2			Cre06.g267200.t1.2	g5996.t1,Cre06.g267200.t1.1	NADH:ubiquinone oxidoreductase 13 kDa subunit
33186146	Dusal.0006s00025	Dusal.0006s00025.1	Dusal.0006s00025.1.p												
33186107	Dusal.0006s00026	Dusal.0006s00026.1	Dusal.0006s00026.1.p												
33186104	Dusal.0006s00027	Dusal.0006s00027.1	Dusal.0006s00027.1.p	PF10239	PTHR31353			K15434					Cre01.g011750.t1.1	g292.t1	
33186142	Dusal.0006s00028	Dusal.0006s00028.1	Dusal.0006s00028.1.p										Cre01.g011750.t1.1	g292.t1	
33186138	Dusal.0006s00029	Dusal.0006s00029.1	Dusal.0006s00029.1.p	PF00072	PTHR26402,PTHR26402:SF423			K14491	GO:0000160	AT3G16857.2	ARR1,RR1	response regulator 1	Cre05.g243000.t1.1	g5286.t1	
33186144	Dusal.0006s00030	Dusal.0006s00030.1	Dusal.0006s00030.1.p												
33186131	Dusal.0006s00031	Dusal.0006s00031.1	Dusal.0006s00031.1.p		PTHR35279,PTHR35279:SF1					AT1G26761.1		Arabinanase/levansucrase/invertase	Cre06.g273050.t1.2	g6126.t1,Cre06.g273050.t1.1	Transcriptional regulator-like protein
33186145	Dusal.0006s00032	Dusal.0006s00032.1	Dusal.0006s00032.1.p												
33186106	Dusal.0006s00033	Dusal.0006s00033.1	Dusal.0006s00033.1.p	PF05050									Cre06.g269250.t1.2	g6041.t1,Cre06.g269250.t1.1,FKM5	
33186164	Dusal.0006s00034	Dusal.0006s00034.1	Dusal.0006s00034.1.p	PF00636	PTHR34276			K11145	GO:0006396,GO:0004525,GO:0003723	AT1G55140.1		Ribonuclease III family protein	Cre07.g354800.t1.1	g8253.t1	
33186110	Dusal.0006s00035	Dusal.0006s00035.1	Dusal.0006s00035.1.p												
33186147	Dusal.0006s00036	Dusal.0006s00036.1	Dusal.0006s00036.1.p												
33186135	Dusal.0006s00037	Dusal.0006s00037.1	Dusal.0006s00037.1.p	PF13371,PF13414	PTHR23082			K15201		AT3G04240.1	SEC	Tetratricopeptide repeat (TPR)-like superfamily protein	Cre10.g464950.t1.1	g11392.t1	
33186127	Dusal.0006s00038	Dusal.0006s00038.1	Dusal.0006s00038.1.p		PTHR23082			K15201		AT1G17680.1		tetratricopeptide repeat (TPR)-containing protein	Cre10.g464950.t1.1	g11392.t1	
33186152	Dusal.0006s00039	Dusal.0006s00039.1	Dusal.0006s00039.1.p												
33186125	Dusal.0006s00040	Dusal.0006s00040.1	Dusal.0006s00040.1.p												
33186134	Dusal.0006s00041	Dusal.0006s00041.1	Dusal.0006s00041.1.p	PF00248,PF00211	PTHR11732,PTHR11732:SF170				GO:0035556,GO:0016849,GO:0009190	AT2G37760.1		NAD(P)-linked oxidoreductase superfamily protein	Cre12.g520100.t1.1	g12816.t1	
33186126	Dusal.0006s00042	Dusal.0006s00042.1	Dusal.0006s00042.1.p												
33186150	Dusal.0006s00043	Dusal.0006s00043.1	Dusal.0006s00043.1.p												
33186148	Dusal.0006s00044	Dusal.0006s00044.1	Dusal.0006s00044.1.p	PF04627	PTHR12448,PTHR12448:SF0	KOG3495	3.6.3.14	K02135	GO:0046961,GO:0046933,GO:0015986,GO:0000275	AT1G51650.1		ATP synthase epsilon chain, mitochondrial	Cre10.g420700.t1.2	g10412.t1,Cre10.g420700.t1.1	Mitochondrial F1F0 ATP synthase, epsilon subunit
33186118	Dusal.0006s00045	Dusal.0006s00045.1	Dusal.0006s00045.1.p												
33186154	Dusal.0006s00046	Dusal.0006s00046.1	Dusal.0006s00046.1.p												
33186141	Dusal.0006s00047	Dusal.0006s00047.1	Dusal.0006s00047.1.p	PF00211	PTHR11920		4.6.1.2		GO:0035556,GO:0016849,GO:0009190				Cre01.g030500.t1.2	g691.t1,Cre01.g030500.t1.1	
33186165	Dusal.0006s00048	Dusal.0006s00048.1	Dusal.0006s00048.1.p	PF12171	PTHR23067	KOG4727		K12848		AT3G05760.1		C2H2 and C2HC zinc fingers superfamily protein	Cre07.g341650.t1.2	g7955.t1,Cre07.g341650.t1.1	
33186161	Dusal.0006s00049	Dusal.0006s00049.1	Dusal.0006s00049.1.p	PF07714	PTHR22974,PTHR22974:SF21	KOG0594	2.7.12.2	K08866	GO:0006468,GO:0004672,GO:0051304,GO:0007093,GO:0004712	AT1G77720.1	PPK1	putative protein kinase 1	Cre07.g341700.t1.1	g7954.t1	
33186160	Dusal.0006s00050	Dusal.0006s00050.1	Dusal.0006s00050.1.p	PF03641	PTHR31223,PTHR31223:SF11			K06966		AT5G06300.1		Putative lysine decarboxylase family protein	Cre07.g340900.t1.2	g7977.t1,Cre07.g340900.t1.1	
33186149	Dusal.0006s00051	Dusal.0006s00051.1	Dusal.0006s00051.1.p												
33186163	Dusal.0006s00052	Dusal.0006s00052.1	Dusal.0006s00052.1.p												
33186103	Dusal.0006s00053	Dusal.0006s00053.1	Dusal.0006s00053.1.p		PTHR20931								Cre07.g342200.t1.2	g7942.t1,Cre07.g342200.t1.1,FAP259,CrDYF-1	Flagellar Associated Protein
33186137	Dusal.0006s00054	Dusal.0006s00054.1	Dusal.0006s00054.1.p	PF12895,PF13414	PTHR20931	KOG4340							Cre07.g342200.t1.2	g7942.t1,Cre07.g342200.t1.1,FAP259,CrDYF-1	Flagellar Associated Protein
33186116	Dusal.0006s00055	Dusal.0006s00055.1	Dusal.0006s00055.1.p	PF00240					GO:0005515				Cre08.g384050.t1.2	g9039.t1,Cre08.g384050.t1.1	
33186129	Dusal.0006s00056	Dusal.0006s00056.1	Dusal.0006s00056.1.p										Cre03.g157100.t1.1	g3207.t1	
33186158	Dusal.0006s00057	Dusal.0006s00057.1	Dusal.0006s00057.1.p										Cre03.g157100.t1.1	g3207.t1	
33186155	Dusal.0006s00058	Dusal.0006s00058.1	Dusal.0006s00058.1.p												
33186108	Dusal.0006s00059	Dusal.0006s00059.1	Dusal.0006s00059.1.p												
33186151	Dusal.0006s00060	Dusal.0006s00060.1	Dusal.0006s00060.1.p												
33186162	Dusal.0006s00061	Dusal.0006s00061.1	Dusal.0006s00061.1.p	PF01979	PTHR11271,PTHR11271:SF6	KOG3968	3.5.4.3	K01487	GO:0016787,GO:0008892,GO:0008270,GO:0006147				Cre03.g145267.t1.1	g2927.t1,Cre01.g058750.t1.1,Cre01.g058750.t1.2	
33201158	Dusal.0007s00001	Dusal.0007s00001.1	Dusal.0007s00001.1.p	PF04101,PF06925	PTHR21015,PTHR21015:SF28		2.4.1.46	K03715	GO:0016758,GO:0009247	AT4G31780.2	MGD1,MGDA	monogalactosyl diacylglycerol synthase 1	Cre13.g585301.t1.1	g14367.t1	
33201171	Dusal.0007s00002	Dusal.0007s00002.1	Dusal.0007s00002.1.p												
