locusName	arabi-defline
e_gw1.19.80.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
e_gw1.19.287.1	SCP1-like small phosphatase 5
e_gw1.19.258.1	Ubiquitin-conjugating enzyme family protein
e_gw1.19.244.1	thylakoid lumen 15.0 kDa protein
e_gw1.19.262.1	26S proteasome regulatory subunit, putative
e_gw1.19.7.1	RING/FYVE/PHD zinc finger superfamily protein
e_gw1.19.127.1	
e_gw1.19.37.1	Transducin/WD40 repeat-like superfamily protein
e_gw1.19.150.1	Transducin/WD40 repeat-like superfamily protein
e_gw1.19.317.1	frataxin homolog
e_gw1.19.302.1	thioredoxin Y2
e_gw1.19.279.1	2-cysteine peroxiredoxin B
gw1.19.74.1	Y-family DNA polymerase H
e_gw1.19.278.1	Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
e_gw1.19.32.1	Chaperone protein htpG family protein
e_gw1.19.181.1	DNA-binding protein phosphatase 1
e_gw1.19.138.1	
e_gw1.19.96.1	ferredoxin hydrogenases
e_gw1.19.141.1	phosphate transporter 4;1
e_gw1.19.49.1	NAD(P)H dehydrogenase B1
e_gw1.19.308.1	Putative thiol-disulphide oxidoreductase DCC
e_gw1.19.338.1	Chaperone DnaJ-domain superfamily protein
e_gw1.19.186.1	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
e_gw1.19.93.1	Transmembrane amino acid transporter family protein
e_gw1.19.315.1	Zinc finger C-x8-C-x5-C-x3-H type family protein
e_gw1.19.28.1	multidrug resistance-associated protein 2
e_gw1.19.227.1	3-phosphoserine phosphatase
e_gw1.19.255.1	Uncharacterized protein family (UPF0016)
e_gw1.19.294.1	tRNA arginine adenosine deaminase
e_gw1.20.151.1	pheophytinase
e_gw1.20.30.1	FMN-linked oxidoreductases superfamily protein
e_gw1.20.259.1	histone H2A 13
e_gw1.20.82.1	Flavin containing amine oxidoreductase family protein
e_gw1.20.1.1	methylcrotonyl-CoA carboxylase alpha chain, mitochondrial / 3-methylcrotonyl-CoA carboxylase 1 (MCCA)
e_gw1.20.74.1	
e_gw1.20.122.1	
e_gw1.20.98.1	Ypt/Rab-GAP domain of gyp1p superfamily protein
e_gw1.20.149.1	short-chain dehydrogenase-reductase B
e_gw1.20.129.1	NAD(P)-binding Rossmann-fold superfamily protein
e_gw1.20.91.1	diphthamide synthesis DPH2 family protein
e_gw1.20.57.1	VH1-interacting kinase
e_gw1.20.257.1	histone H2A 13
e_gw1.20.187.1	phytochelatin synthase 1 (PCS1)
e_gw1.20.167.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein
e_gw1.20.226.1	pyrophosphorylase 3
e_gw1.20.291.1	Histone superfamily protein
e_gw1.20.133.1	NAD(P)-linked oxidoreductase superfamily protein
e_gw1.20.135.1	esterase/lipase/thioesterase family protein
e_gw1.20.16.1	RNA helicase family protein
e_gw1.20.278.1	histone H2A 13
e_gw1.20.75.1	Major facilitator superfamily protein
e_gw1.20.249.1	TLD-domain containing nucleolar protein
e_gw1.20.195.1	Ribosomal protein L30/L7 family protein
e_gw1.20.89.1	SNF1-related protein kinase 1.3
e_gw1.20.204.1	PNAS-3 related
e_gw1.20.33.1	MUTL-homologue 1
e_gw1.20.279.1	sirohydrochlorin ferrochelatase B
e_gw1.20.14.1	transportin 1
e_gw1.20.17.1	switch 2
e_gw1.20.235.1	ubiquitin-conjugating enzyme 23
e_gw1.20.27.1	methylcrotonyl-CoA carboxylase alpha chain, mitochondrial / 3-methylcrotonyl-CoA carboxylase 1 (MCCA)
e_gw1.21.187.1	ASF1 like histone chaperone
e_gw1.21.211.1	PHF5-like protein
e_gw1.21.106.1	RNA cyclase family protein
e_gw1.21.95.1	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2
e_gw1.21.188.1	AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein
e_gw1.21.86.1	alpha-mannosidase 2
e_gw1.21.9.1	glycoside hydrolase family 2 protein
e_gw1.21.173.1	
e_gw1.21.89.1	calcium-dependent protein kinase 17
e_gw1.21.184.1	CLP protease proteolytic subunit 2
e_gw1.21.3.1	
e_gw1.21.199.1	Acyl-CoA N-acyltransferases (NAT) superfamily protein
e_gw1.21.201.1	RNA recognition motif (RRM)-containing protein
e_gw1.21.47.1	AAA-type ATPase family protein
e_gw1.21.72.1	ARABIDOPSIS SERIN PROTEASE
e_gw1.21.129.1	oxidoreductase, 2OG-Fe(II) oxygenase family protein
e_gw1.21.120.1	quinolinate phoshoribosyltransferase
e_gw1.21.58.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein
e_gw1.22.127.1	
e_gw1.22.101.1	oligouridylate binding protein 1B
e_gw1.22.158.1	PLAC8 family protein
e_gw1.22.32.1	L-O-methylthreonine resistant 1
e_gw1.22.61.1	MATE efflux family protein
e_gw1.22.45.1	white-brown complex homolog 19
e_gw1.22.174.1	Mitochondrial substrate carrier family protein
e_gw1.22.11.1	nucleotide binding;nucleic acid binding;RNA binding
e_gw1.22.185.1	SIN3 associated polypeptide P18
e_gw1.22.122.1	
e_gw1.22.166.1	Y-family DNA polymerase H
e_gw1.22.54.1	SWAP (Suppressor-of-White-APricot)/surp domain-containing protein / ubiquitin family protein
e_gw1.22.76.1	
e_gw1.22.102.1	stromal ascorbate peroxidase
e_gw1.22.85.1	FAD-dependent oxidoreductase family protein
e_gw1.22.163.1	methyltransferases
e_gw1.22.109.1	
e_gw1.22.157.1	
e_gw1.22.144.1	
e_gw1.22.95.1	cyclin-dependent kinase D1;3
e_gw1.22.103.1	NAD(P)-binding Rossmann-fold superfamily protein
e_gw1.23.53.1	Patatin-like phospholipase family protein
gw1.17.52.1	Tetratricopeptide repeat (TPR)-like superfamily protein
e_gw1.23.95.1	calcium-binding EF hand family protein
e_gw1.23.163.1	ubiquitin-conjugating enzyme 37
e_gw1.23.40.1	Transducin family protein / WD-40 repeat family protein
e_gw1.23.183.1	Acyl-CoA N-acyltransferases (NAT) superfamily protein
e_gw1.23.109.1	calmodulin binding;purine nucleotide binding
e_gw1.23.190.1	C2H2 and C2HC zinc fingers superfamily protein
e_gw1.23.126.1	peroxin 11A
e_gw1.23.65.1	Nucleotide-sugar transporter family protein
e_gw1.23.80.1	Phosphoribosyltransferase family protein
e_gw1.23.97.1	RING/U-box superfamily protein
e_gw1.23.105.1	GTP1/OBG family protein
e_gw1.23.123.1	mRNAadenosine methylase
e_gw1.23.67.1	SOUL heme-binding family protein
e_gw1.23.70.1	
e_gw1.23.52.1	histone deacetylase 14
e_gw1.23.3.1	RNA-dependent RNA polymerase 1
e_gw1.23.81.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein
e_gw1.23.104.1	Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
e_gw1.23.59.1	chromomethylase 3
e_gw1.23.160.1	NAD(P)-binding Rossmann-fold superfamily protein
e_gw1.23.128.1	DHBP synthase RibB-like alpha/beta domain;GTP cyclohydrolase II
e_gw1.23.58.1	PETER PAN-like protein
e_gw1.24.45.1	photosystem II stability/assembly factor, chloroplast (HCF136)
e_gw1.24.81.1	Methyltransferase MT-A70 family protein
e_gw1.24.3.1	nuclear RNA polymerase A2
e_gw1.24.70.1	Ribosomal protein S5 family protein
e_gw1.24.35.1	purin-rich alpha 1
e_gw1.24.16.1	RING/FYVE/PHD-type zinc finger family protein
e_gw1.24.4.1	methyltransferase 1
e_gw1.24.78.1	plastocyanin 1
e_gw1.24.93.1	magnesium-protoporphyrin IX methyltransferase
e_gw1.24.64.1	Protein kinase superfamily protein
e_gw1.24.54.1	Protein kinase superfamily protein
e_gw1.24.98.1	HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain
e_gw1.25.124.1	OTU-like cysteine protease family protein
e_gw1.25.29.1	
e_gw1.25.5.1	ubiquitin-specific protease 14
e_gw1.25.30.1	serine carboxypeptidase-like 50
e_gw1.25.110.1	Actin-like ATPase superfamily protein
e_gw1.25.78.1	calcium-binding EF hand family protein
e_gw1.25.17.1	beta-amylase 1
e_gw1.25.45.1	
e_gw1.25.59.1	
e_gw1.25.91.1	SET domain protein 16
e_gw1.25.72.1	phosphatidylinositol synthase 1
e_gw1.25.57.1	Protein kinase superfamily protein
e_gw1.25.47.1	Protein phosphatase 2C family protein
e_gw1.25.119.1	histidinol phosphate aminotransferase 1
e_gw1.26.66.1	Chlorophyll A-B binding family protein
e_gw1.26.85.1	DNA binding;zinc ion binding;DNA binding
e_gw1.26.62.1	Ras-related small GTP-binding family protein
e_gw1.26.42.1	Mitochondrial substrate carrier family protein
e_gw1.26.69.1	NADH-ubiquinone oxidoreductase-related
e_gw1.26.48.1	FAD/NAD(P)-binding oxidoreductase family protein
e_gw1.26.17.1	DNAJ heat shock N-terminal domain-containing protein
gw1.18.49.1	Peptidase M20/M25/M40 family protein
e_gw1.27.43.1	translocase inner membrane subunit 8
e_gw1.27.11.1	PDI-like 5-3
e_gw1.27.20.1	with no lysine (K) kinase 8
e_gw1.28.9.1	starch synthase 4
e_gw1.28.19.1	
e_gw1.29.13.1	Nucleotide-diphospho-sugar transferases superfamily protein
e_gw1.29.18.1	protein serine/threonine kinases;ATP binding;catalytics
e_gw1.30.2.1	DNA-directed RNA polymerase family protein
e_gw1.30.18.1	photosystem II reaction center protein H
e_gw1.30.15.1	photosystem II reaction center protein E
e_gw1.30.14.1	photosystem II reaction center protein B
e_gw1.30.9.1	DNA-directed RNA polymerase family protein
e_gw1.31.3.1	
e_gw1.32.6.1	Tetratricopeptide repeat (TPR)-like superfamily protein
e_gw1.32.3.1	CemA-like proton extrusion protein-related
e_gw1.32.9.1	photosystem II reaction center protein B
e_gw1.33.1.1	FTSH protease 7
e_gw1.35.1.1	plastid-encoded CLP P
e_gw1.36.4.1	ribosomal protein S8
e_gw1.36.9.1	ribosomal protein S11
e_gw1.36.16.1	
e_gw1.37.1.1	
e_gw1.37.4.1	
e_gw1.38.2.1	
e_gw1.38.3.1	
e_gw1.40.5.1	ATPase, F0 complex, subunit A protein
e_gw1.40.8.1	NADH dehydrogenase 3
e_gw1.40.1.1	apocytochrome b
e_gw1.41.3.1	
e_gw1.44.3.1	non-intrinsic ABC protein 11
e_gw1.45.1.1	transporter associated with antigen processing protein 2
e_gw1.45.5.1	P-glycoprotein 21
estExt_Genewise1.C_10072	Ribosomal protein S26e family protein
estExt_Genewise1.C_10078	Glycosyl hydrolases family 31  protein
estExt_Genewise1.C_10120	Coatomer, alpha subunit
estExt_Genewise1.C_10204	Acyl-CoA N-acyltransferases (NAT) superfamily protein
estExt_Genewise1.C_10266	Cation efflux family protein
estExt_Genewise1.C_10336	
estExt_Genewise1.C_10420	receptor for activated C kinase 1B
estExt_Genewise1.C_10439	methionine sulfoxide reductase B 1
estExt_Genewise1.C_10443	Oxysterol-binding family protein
estExt_Genewise1.C_10454	
estExt_Genewise1.C_10467	chloroplast ribosomal protein S15
estExt_Genewise1.C_10515	ribosomal protein large subunit 27
estExt_Genewise1.C_10543	eukaryotic translation initiation factor 3G1
estExt_Genewise1.C_10547	ARM repeat protein interacting with  ABF2
estExt_Genewise1.C_10668	formate dehydrogenase
estExt_Genewise1.C_10736	Vesicle transport v-SNARE family protein
estExt_Genewise1.C_20018	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
estExt_Genewise1.C_20048	DNA-binding HORMA family protein
estExt_Genewise1.C_20073	basal transcription factor complex subunit-related
estExt_Genewise1.C_20075	Fcf2 pre-rRNA processing protein
estExt_Genewise1.C_20093	chloroplast beta-amylase
estExt_Genewise1.C_20128	
estExt_Genewise1.C_20172	ribosomal protein S13A
estExt_Genewise1.C_20211	Mitochondrial substrate carrier family protein
estExt_Genewise1.C_20285	photosystem II reaction center PSB28 protein
estExt_Genewise1.C_20289	Nucleic acid-binding, OB-fold-like protein
estExt_Genewise1.C_20336	rubisco activase
estExt_Genewise1.C_20356	casein kinase I-like 12
estExt_Genewise1.C_20408	Transducin family protein / WD-40 repeat family protein
estExt_Genewise1.C_20410	RING-box 1
estExt_Genewise1.C_20430	N-acetyl-l-glutamate synthase 1
estExt_Genewise1.C_20438	acireductone dioxygenase 1
estExt_Genewise1.C_20457	DUTP-PYROPHOSPHATASE-LIKE 1
estExt_Genewise1.C_20529	Serinc-domain containing serine and sphingolipid biosynthesis protein
estExt_Genewise1.C_20530	SNARE-like superfamily protein
estExt_Genewise1.C_20537	histone acetyltransferase of the MYST family 1
estExt_Genewise1.C_20559	
estExt_Genewise1.C_20589	RNA-binding KH domain-containing protein
estExt_Genewise1.C_20615	Transketolase family protein
estExt_Genewise1.C_20624	RAN GTPase 3
estExt_Genewise1.C_20626	ELF4-like 4
estExt_Genewise1.C_20640	chlorophyll A/B binding protein 1
estExt_Genewise1.C_20653	Granulin repeat cysteine protease family protein
estExt_Genewise1.C_20692	Ribosomal RNA processing Brix domain protein
estExt_Genewise1.C_20724	riboflavin biosynthesis protein, putative
estExt_Genewise1.C_20735	Aha1 domain-containing protein
estExt_Genewise1.C_20737	DNAJ heat shock family protein
estExt_Genewise1.C_20745	methionine synthase 2
estExt_Genewise1.C_20774	general control non-repressible 5
estExt_Genewise1.C_20779	Trm112p-like protein
estExt_Genewise1.C_20790	ribosomal protein S27
estExt_Genewise1.C_30002	Prolyl oligopeptidase family protein
estExt_Genewise1.C_30059	
estExt_Genewise1.C_30111	RHOMBOID-like protein 15
gw1.22.4.1	SNF2 domain-containing protein / helicase domain-containing protein
estExt_Genewise1.C_30186	FtsH extracellular protease family
estExt_Genewise1.C_30240	Chaperone DnaJ-domain superfamily protein
estExt_Genewise1.C_30257	adenosine/AMP deaminase family protein
estExt_Genewise1.C_30265	ubiquitin-conjugating enzyme 28
estExt_Genewise1.C_30357	Transducin/WD40 repeat-like superfamily protein
estExt_Genewise1.C_30362	FtsH extracellular protease family
estExt_Genewise1.C_30431	51 kDa subunit of complex I
estExt_Genewise1.C_30455	Ribosomal protein S10p/S20e family protein
estExt_Genewise1.C_30561	ubiquitin-conjugating enzyme 5
estExt_Genewise1.C_30571	
estExt_Genewise1.C_30594	vacuolar protein sorting 26A
estExt_Genewise1.C_30614	shaggy-like kinase 13
estExt_Genewise1.C_40122	
estExt_Genewise1.C_40143	monodehydroascorbate reductase 1
estExt_Genewise1.C_40150	Lactate/malate dehydrogenase family protein
estExt_Genewise1.C_40184	ADP-ribosylation factor 3
estExt_Genewise1.C_40196	associated protein 19
estExt_Genewise1.C_40206	ubiquitin carrier protein 1
estExt_Genewise1.C_40312	Ribosomal L18p/L5e family protein
estExt_Genewise1.C_40317	Aldolase superfamily protein
estExt_Genewise1.C_40321	SECY homolog 1
estExt_Genewise1.C_40358	methionine aminopeptidase 2B
estExt_Genewise1.C_40361	GTP binding Elongation factor Tu family protein
estExt_Genewise1.C_40381	Ribosomal L18p/L5e family protein
estExt_Genewise1.C_40404	APS reductase 3
estExt_Genewise1.C_40414	Ribosomal protein L1p/L10e family
estExt_Genewise1.C_40428	CYCLIN B2;4
estExt_Genewise1.C_40469	glutamate synthase 1
estExt_Genewise1.C_40477	FMN-linked oxidoreductases superfamily protein
estExt_Genewise1.C_40607	ribosomal RNA processing 4
estExt_Genewise1.C_40612	Ribosomal protein L31e family protein
estExt_Genewise1.C_40628	regulatory particle triple-A ATPase 5A
estExt_Genewise1.C_40659	Ribosomal L27e protein family
estExt_Genewise1.C_40674	Major facilitator superfamily protein
estExt_Genewise1.C_40717	dicarboxylate transporter 1
estExt_Genewise1.C_40723	porphyromonas-type peptidyl-arginine deiminase family protein
estExt_Genewise1.C_40746	Lactate/malate dehydrogenase family protein
estExt_Genewise1.C_40758	MMS ZWEI homologue 3
estExt_Genewise1.C_40767	eukaryotic translation initiation factor 2 beta subunit
estExt_Genewise1.C_40777	Plastid-lipid associated protein PAP / fibrillin family protein
estExt_Genewise1.C_50079	eukaryotic initiation factor 4A-III
estExt_Genewise1.C_50097	P-loop containing nucleoside triphosphate hydrolases superfamily protein
estExt_Genewise1.C_50100	farnesyl diphosphate synthase 1
estExt_Genewise1.C_50134	Thioredoxin family protein
estExt_Genewise1.C_50147	squalene epoxidase 2
estExt_Genewise1.C_50176	Small nuclear ribonucleoprotein family protein
estExt_Genewise1.C_50177	casein kinase II  beta subunit 4
estExt_Genewise1.C_50205	Acetamidase/Formamidase family protein
estExt_Genewise1.C_50227	ATP-dependent caseinolytic (Clp) protease/crotonase family protein
estExt_Genewise1.C_50286	Ribosomal protein S10p/S20e family protein
estExt_Genewise1.C_50291	P-loop containing nucleoside triphosphate hydrolases superfamily protein
estExt_Genewise1.C_50297	cobalt ion transmembrane transporters
estExt_Genewise1.C_50319	nucleotide binding protein 35
estExt_Genewise1.C_50369	D-cysteine desulfhydrase
estExt_Genewise1.C_50495	DERLIN-1
estExt_Genewise1.C_50532	RNA-binding (RRM/RBD/RNP motifs) family protein
estExt_Genewise1.C_50574	Transducin/WD40 repeat-like superfamily protein
estExt_Genewise1.C_60026	Rhodanese/Cell cycle control phosphatase superfamily protein
estExt_Genewise1.C_60054	vesicle-associated membrane protein 727
estExt_Genewise1.C_60106	carbon-sulfur lyases
estExt_Genewise1.C_60118	glutamine synthetase 2
estExt_Genewise1.C_60240	Protein of unknown function, transmembrane-40
estExt_Genewise1.C_60255	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
estExt_Genewise1.C_60276	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein
estExt_Genewise1.C_60292	Dihydrolipoamide acetyltransferase, long form protein
estExt_Genewise1.C_60295	Ribosomal protein L18e/L15 superfamily protein
estExt_Genewise1.C_60307	UDP-glucose dehydrogenase 1
estExt_Genewise1.C_60317	alanine:glyoxylate aminotransferase
estExt_Genewise1.C_60320	FAD-linked oxidases family protein
estExt_Genewise1.C_60323	alanine aminotransferase 2
estExt_Genewise1.C_60328	hydroxypyruvate reductase
estExt_Genewise1.C_60383	glutathione reductase
estExt_Genewise1.C_60425	Methylthiotransferase
estExt_Genewise1.C_60434	HISTIDINE TRIAD NUCLEOTIDE-BINDING 2
estExt_Genewise1.C_60493	RING/U-box superfamily protein
estExt_Genewise1.C_60498	Protein of unknown function (DUF1640)
estExt_Genewise1.C_60511	Cystathionine beta-synthase (CBS) family protein
estExt_Genewise1.C_70010	H(+)-ATPase 6
estExt_Genewise1.C_70033	starch synthase 3
estExt_Genewise1.C_70076	WD-40 repeat family protein / notchless protein, putative
estExt_Genewise1.C_70084	
estExt_Genewise1.C_70169	glutamine synthetase 2
gw1.16.69.1	thiamin biosynthesis protein, putative
estExt_Genewise1.C_70176	1-cysteine peroxiredoxin 1
estExt_Genewise1.C_70214	20S proteasome beta subunit PBB2
estExt_Genewise1.C_70270	CDK-subunit 2
estExt_Genewise1.C_70298	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein
estExt_Genewise1.C_70307	dehydroascorbate reductase 2
estExt_Genewise1.C_70349	chorismate mutase 3
estExt_Genewise1.C_70360	histone acetyltransferase of the CBP family 1
estExt_Genewise1.C_70390	calmodulin 5
estExt_Genewise1.C_70406	quinolinate synthase
estExt_Genewise1.C_80002	Ribosomal protein S6e
estExt_Genewise1.C_80154	Ubiquinol-cytochrome C reductase hinge protein
estExt_Genewise1.C_80161	Eukaryotic rpb5 RNA polymerase subunit family protein
estExt_Genewise1.C_80182	DNAJ heat shock family protein
estExt_Genewise1.C_80225	GDP dissociation inhibitor family protein / Rab GTPase activator family protein
estExt_Genewise1.C_80255	chaperone protein dnaJ-related
estExt_Genewise1.C_80281	Metallopeptidase M24 family protein
estExt_Genewise1.C_80301	CCCH-type zinc fingerfamily protein with RNA-binding domain
estExt_Genewise1.C_80316	
estExt_Genewise1.C_80370	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
estExt_Genewise1.C_80391	Nucleotidylyl transferase superfamily protein
estExt_Genewise1.C_80396	U2 snRNP auxilliary factor, large subunit, splicing factor
estExt_Genewise1.C_90012	P-loop containing nucleoside triphosphate hydrolases superfamily protein
estExt_Genewise1.C_90035	L-O-methylthreonine resistant 1
estExt_Genewise1.C_90039	phosphotyrosyl phosphatase activator (PTPA) family protein
estExt_Genewise1.C_90063	NmrA-like negative transcriptional regulator family protein
estExt_Genewise1.C_90125	Coatomer, beta subunit
estExt_Genewise1.C_90129	cell division control 2
estExt_Genewise1.C_90180	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
estExt_Genewise1.C_90227	
estExt_Genewise1.C_90230	photosystem I subunit O
estExt_Genewise1.C_90251	NAD(P)-binding Rossmann-fold superfamily protein
estExt_Genewise1.C_90256	anaphase-promoting complex/cyclosome 11
estExt_Genewise1.C_90296	Ribosomal protein L39 family protein
estExt_Genewise1.C_90313	Histone superfamily protein
estExt_Genewise1.C_90323	
gw1.11.80.1	RNA helicase, putative
estExt_Genewise1.C_90338	Major facilitator superfamily protein
estExt_Genewise1.C_90404	DHHC-type zinc finger family protein
estExt_Genewise1.C_90410	HVA22-like protein F
estExt_Genewise1.C_100016	
estExt_Genewise1.C_100052	Ribosomal protein S5/Elongation factor G/III/V family protein
estExt_Genewise1.C_100083	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
estExt_Genewise1.C_100087	calcium-dependent protein kinase 27
estExt_Genewise1.C_100125	SNARE-like superfamily protein
estExt_Genewise1.C_100130	tRNA synthetase class I (I, L, M and V) family protein
estExt_Genewise1.C_100175	Transducin/WD40 repeat-like superfamily protein
estExt_Genewise1.C_100180	AFG1-like ATPase family protein
estExt_Genewise1.C_100232	reversibly glycosylated polypeptide 2
estExt_Genewise1.C_100235	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
estExt_Genewise1.C_100241	UDP-glucose dehydrogenase 1
estExt_Genewise1.C_100256	regulatory particle triple-A ATPase 4A
estExt_Genewise1.C_100265	RNAhelicase-like 8
estExt_Genewise1.C_100275	
estExt_Genewise1.C_100280	Protein kinase superfamily protein
estExt_Genewise1.C_100289	small nuclear ribonucleoprotein F
estExt_Genewise1.C_100299	
estExt_Genewise1.C_100318	HSP20-like chaperones superfamily protein
estExt_Genewise1.C_100391	26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit
estExt_Genewise1.C_100417	photosystem I subunit D-2
estExt_Genewise1.C_110025	ubiquitin 12
estExt_Genewise1.C_110026	nicotinamidase 2
estExt_Genewise1.C_110192	DEA(D/H)-box RNA helicase family protein
estExt_Genewise1.C_110207	arginine decarboxylase 1
estExt_Genewise1.C_110225	Photosystem II reaction center PsbP family protein
estExt_Genewise1.C_110235	
estExt_Genewise1.C_110247	breast basic conserved 1
estExt_Genewise1.C_110269	Ribosomal protein S5 domain 2-like superfamily protein
estExt_Genewise1.C_110295	Eukaryotic translation initiation factor 2 subunit 1
estExt_Genewise1.C_110324	Prolyl oligopeptidase family protein
estExt_Genewise1.C_110329	Ribosomal protein L22p/L17e family protein
estExt_Genewise1.C_110352	20S proteasome beta subunit C2
estExt_Genewise1.C_110384	Lung seven transmembrane receptor family protein
gw1.2.206.1	calcium-dependent protein kinase 33
estExt_Genewise1.C_120086	NADH-ubiquinone oxidoreductase-related
estExt_Genewise1.C_120137	Ribosomal protein L6 family
estExt_Genewise1.C_120167	endoplasmic reticulum retention defective 2B
estExt_Genewise1.C_120206	Rad23 UV excision repair protein family
estExt_Genewise1.C_120224	Ribosomal protein L23/L15e family protein
estExt_Genewise1.C_120240	cofactor of nitrate reductase and xanthine dehydrogenase 2
estExt_Genewise1.C_120268	Ribosomal protein S14p/S29e family protein
estExt_Genewise1.C_120297	calreticulin 1a
estExt_Genewise1.C_120309	
estExt_Genewise1.C_120353	acetyl-CoA synthetase
estExt_Genewise1.C_120387	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
estExt_Genewise1.C_120393	ferredoxin thioredoxin reductase catalytic beta chain family protein
estExt_Genewise1.C_120408	chloroplast RNA binding
estExt_Genewise1.C_120414	ATP12 protein-related
estExt_Genewise1.C_130014	SOUL heme-binding family protein
estExt_Genewise1.C_130105	Pleckstrin homology (PH) domain superfamily protein
estExt_Genewise1.C_130118	homolog of nucleolar protein NOP56
estExt_Genewise1.C_130126	hexokinase 1
estExt_Genewise1.C_130134	DNA-directed RNA polymerase II
estExt_Genewise1.C_130141	Metal-dependent phosphohydrolase
estExt_Genewise1.C_130153	transmembrane nine 7
estExt_Genewise1.C_130206	Amidase family protein
estExt_Genewise1.C_130255	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
estExt_Genewise1.C_130266	FTSH protease 9
estExt_Genewise1.C_130270	Transmembrane amino acid transporter family protein
estExt_Genewise1.C_130329	Polyketide cyclase / dehydrase and lipid transport protein
estExt_Genewise1.C_140011	12-oxophytodienoate reductase 1
estExt_Genewise1.C_140016	Cofactor-independent phosphoglycerate mutase
estExt_Genewise1.C_140023	
estExt_Genewise1.C_140096	ZIP metal ion transporter family
estExt_Genewise1.C_140146	Mevalonate/galactokinase family protein
estExt_Genewise1.C_140160	carbamoyl phosphate synthetase B
gw1.12.84.1	damaged DNA binding 2
estExt_Genewise1.C_140243	Transport protein particle (TRAPP) component
estExt_Genewise1.C_140253	cytochrome P450, family 97, subfamily A, polypeptide 3
estExt_Genewise1.C_140270	CTP synthase family protein
estExt_Genewise1.C_150014	ribosome recycling factor, chloroplast precursor
estExt_Genewise1.C_150063	2Fe-2S ferredoxin-like superfamily protein
estExt_Genewise1.C_150096	GRIM-19 protein
estExt_Genewise1.C_150140	photosystem I light harvesting complex gene 5
estExt_Genewise1.C_150142	photosystem I light harvesting complex gene 1
estExt_Genewise1.C_150163	CLP protease P4
estExt_Genewise1.C_150169	catalase 2
estExt_Genewise1.C_150190	NADH-ubiquinone dehydrogenase, mitochondrial, putative
estExt_Genewise1.C_150235	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
estExt_Genewise1.C_150237	phosphate transporter 4;5
estExt_Genewise1.C_160019	E2F/DP family winged-helix DNA-binding domain
estExt_Genewise1.C_160096	vacuolar ATP synthase subunit E1
estExt_Genewise1.C_160122	ferritin 4
estExt_Genewise1.C_160215	glutathione S-transferase (class zeta) 2
estExt_Genewise1.C_160216	
estExt_Genewise1.C_160240	SNARE-like superfamily protein
estExt_Genewise1.C_160254	eukaryotic translation initiation factor 4A1
estExt_Genewise1.C_160263	AMP-dependent synthetase and ligase family protein
estExt_Genewise1.C_160331	actin depolymerizing factor 11
estExt_Genewise1.C_170012	Oxoglutarate/iron-dependent oxygenase
estExt_Genewise1.C_170040	NAD(P)-binding Rossmann-fold superfamily protein
estExt_Genewise1.C_170051	sulfurtransferase protein 16
estExt_Genewise1.C_170054	Amino acid permease family protein
estExt_Genewise1.C_170087	Mitochondrial substrate carrier family protein
estExt_Genewise1.C_170089	homologue of NAP57
estExt_Genewise1.C_170143	ribosomal protein L4
estExt_Genewise1.C_170156	Dynein light chain type 1 family protein
estExt_Genewise1.C_170174	histone H2A 8
estExt_Genewise1.C_180025	Ribosomal protein L13 family protein
estExt_Genewise1.C_180111	transcript elongation factor IIS
estExt_Genewise1.C_180116	Thioesterase superfamily protein
estExt_Genewise1.C_180125	ribosomal protein S1
estExt_Genewise1.C_180136	FK506- and rapamycin-binding protein 15 kD-2
estExt_Genewise1.C_180169	aspartate kinase-homoserine dehydrogenase ii
estExt_Genewise1.C_180192	Nucleoside diphosphate kinase family protein
estExt_Genewise1.C_190001	starch branching enzyme 2.2
estExt_Genewise1.C_190006	vesicle-associated membrane protein 727
gw1.5.19.1	protein kinase family protein / WD-40 repeat family protein
estExt_Genewise1.C_190060	ARF-GAP domain 9
estExt_Genewise1.C_190069	Putative lysine decarboxylase family protein
estExt_Genewise1.C_190089	NAD(P)-linked oxidoreductase superfamily protein
estExt_Genewise1.C_190137	myo-inositol-1-phosphate synthase 2
