locusName	arabi-defline
Dusal.0024s00041	transcription regulatory protein SNF2, putative
Dusal.0024s00042	Formyl transferase
Dusal.0024s00043	protein serine/threonine kinases;ATP binding;catalytics
Dusal.0024s00044	protein serine/threonine kinases;ATP binding;catalytics
Dusal.0024s00045	zinc ion binding
Dusal.0024s00046	
Dusal.0024s00047	
Dusal.0024s00048	
Dusal.0024s00049	
Dusal.0024s00049	
Dusal.0024s00050	
Dusal.0024s00051	
Dusal.0024s00052	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0024s00053	
Dusal.0024s00053	
Dusal.0024s00053	
Dusal.0024s00054	
Dusal.0024s00055	
Dusal.0024s00055	
Dusal.0024s00056	
Dusal.0024s00057	
Dusal.0024s00058	
Dusal.0024s00059	
Dusal.0024s00060	Methylenetetrahydrofolate reductase family protein
Dusal.0024s00061	
Dusal.0024s00061	
Dusal.0024s00062	
Dusal.0025s00001	
Dusal.0025s00002	
Dusal.0025s00002	
Dusal.0025s00003	C2 calcium/lipid-binding and GRAM domain containing protein
Dusal.0025s00004	Ubiquitin-conjugating enzyme family protein
Dusal.0025s00005	GPI transamidase component family protein / Gaa1-like family protein
Dusal.0025s00006	ATPases;nucleotide binding;ATP binding;nucleoside-triphosphatases;transcription factor binding
Dusal.0025s00007	Coproporphyrinogen III oxidase
Dusal.0025s00007	Coproporphyrinogen III oxidase
Dusal.0025s00008	P450 reductase 1
Dusal.0025s00008	P450 reductase 1
Dusal.0025s00009	seryl-tRNA synthetase / serine--tRNA ligase
Dusal.0025s00010	
Dusal.0025s00011	
Dusal.0025s00012	
Dusal.0025s00013	
Dusal.0025s00014	
Dusal.0025s00015	
Dusal.0025s00016	
Dusal.0025s00017	
Dusal.0025s00018	
Dusal.0025s00019	
Dusal.0025s00020	Asparagine synthase family protein
Dusal.0025s00021	purin 7
Dusal.0025s00022	trithorax-like protein 2
Dusal.0025s00023	
Dusal.0025s00024	homologue of trithorax
Dusal.0025s00025	Enhancer of polycomb-like transcription factor protein
Dusal.0025s00026	MUTM homolog-1
Dusal.0025s00027	Protein kinase superfamily protein
Dusal.0025s00028	
Dusal.0025s00029	
Dusal.0025s00030	
Dusal.0025s00031	
Dusal.0025s00032	Galactose oxidase/kelch repeat superfamily protein
Dusal.0025s00033	
Dusal.0025s00034	
Dusal.0025s00035	
Dusal.0025s00036	
Dusal.0025s00037	
Dusal.0025s00038	
Dusal.0025s00038	
Dusal.0025s00038	
Dusal.0025s00039	Dihydropterin pyrophosphokinase / Dihydropteroate synthase
Dusal.0025s00040	
Dusal.0025s00041	
Dusal.0025s00042	
Dusal.0025s00043	
Dusal.0025s00044	nucleotide binding;protein binding
Dusal.0025s00045	
Dusal.0025s00046	DNAJ heat shock N-terminal domain-containing protein
Dusal.0025s00047	ammonium transporter 1;5
Dusal.0025s00048	
Dusal.0025s00049	
Dusal.0025s00050	E3 Ubiquitin ligase family protein
Dusal.0025s00051	
Dusal.0025s00052	sequence-specific DNA binding transcription factors;zinc ion binding;sequence-specific DNA binding transcription factors
Dusal.0025s00052	sequence-specific DNA binding transcription factors;zinc ion binding;sequence-specific DNA binding transcription factors
Dusal.0026s00001	plastid transcriptionally active 2
Dusal.0026s00002	
Dusal.0026s00002	
Dusal.0026s00003	homolog of separase
Dusal.0026s00004	Leucine-rich repeat (LRR) family protein
Dusal.0026s00005	
Dusal.0026s00006	pleckstrin homologue 1
Dusal.0026s00007	EXS (ERD1/XPR1/SYG1) family protein
Dusal.0026s00008	cation exchanger 2
Dusal.0026s00008	cation exchanger 2
Dusal.0026s00009	
Dusal.0026s00010	
Dusal.0026s00011	ELMO/CED-12 family protein
Dusal.0026s00012	Homeodomain-like transcriptional regulator
Dusal.0026s00013	Cystathionine beta-synthase (CBS) family protein
Dusal.0026s00014	myo-inositol oxygenase 1
Dusal.0026s00015	myo-inositol oxygenase 1
Dusal.0026s00016	
Dusal.0026s00017	
Dusal.0026s00018	
Dusal.0026s00019	Aldolase superfamily protein
Dusal.0026s00020	
Dusal.0026s00021	
Dusal.0026s00022	
Dusal.0026s00022	
Dusal.0026s00022	
Dusal.0026s00023	ankyrin repeat family protein
Dusal.0026s00024	
Dusal.0026s00025	
Dusal.0026s00026	
Dusal.0026s00027	
Dusal.0026s00028	
Dusal.0026s00029	
Dusal.0026s00030	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0026s00030	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0026s00031	
Dusal.0026s00032	root FNR 1
Dusal.0026s00033	root FNR 1
Dusal.0026s00033	root FNR 1
Dusal.0026s00034	
Dusal.0026s00035	
Dusal.0026s00036	
Dusal.0026s00037	Membrane insertion protein, OxaA/YidC with tetratricopeptide repeat domain
Dusal.0026s00038	Protein of unknown function (DUF179)
Dusal.0026s00039	
Dusal.0026s00040	Protein kinase superfamily protein
Dusal.0026s00040	Protein kinase superfamily protein
Dusal.0026s00041	
Dusal.0026s00041	
Dusal.0026s00042	NAD(P)-binding Rossmann-fold superfamily protein
Dusal.0026s00043	
Dusal.0027s00001	
Dusal.0027s00002	
Dusal.0027s00003	photosystem I light harvesting complex gene 3
Dusal.0027s00004	photosystem I light harvesting complex gene 3
Dusal.0027s00005	
Dusal.0027s00005	
Dusal.0027s00006	uracil phosphoribosyltransferase
Dusal.0027s00007	
Dusal.0027s00008	
Dusal.0027s00009	
Dusal.0027s00010	
Dusal.0027s00011	LisH/CRA/RING-U-box domains-containing protein
Dusal.0027s00012	casein lytic proteinase B3
Dusal.0027s00013	casein lytic proteinase B3
Dusal.0027s00014	casein lytic proteinase B4
Dusal.0027s00014	casein lytic proteinase B4
Dusal.0027s00015	endoplasmic reticulum-type calcium-transporting ATPase 3
Dusal.0027s00015	endoplasmic reticulum-type calcium-transporting ATPase 3
Dusal.0027s00016	shrunken seed protein (SSE1)
Dusal.0027s00016	shrunken seed protein (SSE1)
Dusal.0027s00017	
Dusal.0027s00018	Sec1/munc18-like (SM) proteins superfamily
Dusal.0027s00019	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0027s00020	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0027s00021	Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
Dusal.0027s00021	
Dusal.0027s00021	PB1 domain-containing protein tyrosine kinase
Dusal.0027s00021	PB1 domain-containing protein tyrosine kinase
Dusal.0027s00022	peroxin 6
Dusal.0027s00023	
Dusal.0027s00024	
Dusal.0027s00025	hydroxyproline-rich glycoprotein family protein
Dusal.0027s00026	ERECTA-like 2
Dusal.0027s00027	
Dusal.0027s00028	
Dusal.0027s00029	
Dusal.0027s00030	
Dusal.0027s00031	
Dusal.0027s00032	phosphoglycerate kinase 1
Dusal.0027s00033	
Dusal.0027s00034	
Dusal.0027s00034	
Dusal.0027s00035	UDP-3-O-acyl N-acetylglycosamine deacetylase family protein
Dusal.0027s00035	Dehydrin family protein
Dusal.0027s00036	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Dusal.0027s00036	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Dusal.0027s00036	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Dusal.0027s00036	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Dusal.0027s00037	Albino or Glassy Yellow 1
Dusal.0027s00038	
Dusal.0027s00039	Transducin/WD40 repeat-like superfamily protein
Dusal.0027s00040	
Dusal.0027s00041	
Dusal.0027s00042	
Dusal.0028s00001	cytochrome P450, family 98, subfamily A, polypeptide 3
Dusal.0028s00002	
Dusal.0028s00003	
Dusal.0028s00004	
Dusal.0028s00005	
Dusal.0028s00006	
Dusal.0028s00007	
Dusal.0028s00008	Disease resistance protein (TIR-NBS-LRR class) family
Dusal.0028s00009	cytochrome P450, family 712, subfamily A, polypeptide 2
Dusal.0028s00010	
Dusal.0028s00011	
Dusal.0028s00012	
Dusal.0028s00013	
Dusal.0028s00014	lysyl-tRNA synthetase 1
Dusal.0028s00015	lysyl-tRNA synthetase 1
Dusal.0028s00016	Transducin/WD40 repeat-like superfamily protein
Dusal.0028s00016	Transducin/WD40 repeat-like superfamily protein
Dusal.0028s00017	
Dusal.0028s00018	
Dusal.0028s00019	
Dusal.0028s00020	
Dusal.0028s00021	
Dusal.0028s00021	
Dusal.0028s00021	
Dusal.0028s00022	
Dusal.0028s00023	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0028s00024	3-hydroxyacyl-CoA dehydratase 1
Dusal.0028s00025	indole-3-butyric acid response 1
Dusal.0028s00026	Leucine-rich repeat (LRR) family protein
Dusal.0028s00027	AGAMOUS-like 26
Dusal.0028s00028	
Dusal.0028s00029	
Dusal.0028s00030	
Dusal.0028s00030	
Dusal.0028s00031	
Dusal.0028s00032	Putative methyltransferase family protein
Dusal.0028s00032	Putative methyltransferase family protein
Dusal.0028s00033	cleavage stimulating factor 64
Dusal.0028s00034	
Dusal.0028s00035	CTC-interacting domain 7
Dusal.0028s00036	
Dusal.0028s00037	
Dusal.0028s00038	RING/U-box superfamily protein
Dusal.0028s00039	disease resistance protein (TIR-NBS-LRR class), putative
Dusal.0028s00040	
Dusal.0028s00041	
Dusal.0028s00042	Zinc-binding dehydrogenase family protein
Dusal.0028s00043	
Dusal.0028s00044	
Dusal.0029s00001	
Dusal.0029s00002	Protein kinase superfamily protein
Dusal.0029s00003	
Dusal.0029s00004	conserved peptide upstream open reading frame 20
Dusal.0029s00005	Protein kinase superfamily protein
Dusal.0029s00006	
Dusal.0029s00007	
Dusal.0029s00008	U-box domain-containing protein
Dusal.0029s00009	Ubiquitin-conjugating enzyme family protein
Dusal.0029s00010	
Dusal.0029s00011	
Dusal.0029s00012	Cytidine/deoxycytidylate deaminase family protein
Dusal.0029s00013	
Dusal.0029s00014	phytoene desaturase 3
Dusal.0029s00015	Ribosomal protein S12/S23 family protein
Dusal.0029s00016	
Dusal.0029s00017	ribosomal protein L5 B
Dusal.0029s00018	
Dusal.0029s00019	
Dusal.0029s00020	FAD-linked oxidases family protein
Dusal.0029s00021	
Dusal.0029s00022	
Dusal.0029s00023	
Dusal.0029s00024	Cysteine proteinases superfamily protein
Dusal.0029s00025	
Dusal.0029s00026	Insulinase (Peptidase family M16) protein
Dusal.0029s00027	
Dusal.0029s00028	
Dusal.0029s00029	
Dusal.0029s00030	SGNH hydrolase-type esterase superfamily protein
Dusal.0029s00031	
Dusal.0029s00032	NFU domain protein 4
Dusal.0029s00033	
Dusal.0029s00034	
Dusal.0029s00035	
Dusal.0029s00036	
Dusal.0029s00037	
Dusal.0029s00038	
Dusal.0029s00039	
Dusal.0029s00039	
Dusal.0029s00040	
Dusal.0029s00041	Ribosomal protein L31e family protein
Dusal.0029s00042	
Dusal.0029s00043	
Dusal.0029s00044	
Dusal.0029s00045	Minichromosome maintenance (MCM2/3/5) family protein
Dusal.0029s00046	Minichromosome maintenance (MCM2/3/5) family protein
Dusal.0029s00047	
Dusal.0030s00001	nucleic acid binding
Dusal.0030s00001	nucleic acid binding
Dusal.0030s00002	
Dusal.0030s00003	
Dusal.0030s00004	zinc transporter 12 precursor
Dusal.0030s00005	pre-mRNA-processing protein 40C
Dusal.0030s00005	pre-mRNA-processing protein 40C
Dusal.0030s00006	plant uncoupling mitochondrial protein 1
Dusal.0030s00007	
Dusal.0030s00008	
Dusal.0030s00009	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0030s00010	homolog of X-ray repair cross complementing 2 (XRCC2)
Dusal.0030s00011	
Dusal.0030s00012	
Dusal.0030s00013	
Dusal.0030s00014	Insulinase (Peptidase family M16) protein
Dusal.0030s00015	Insulinase (Peptidase family M16) protein
Dusal.0030s00016	
Dusal.0030s00017	
Dusal.0030s00018	Thioredoxin superfamily protein
Dusal.0030s00019	
Dusal.0030s00020	
Dusal.0030s00021	
Dusal.0030s00022	
Dusal.0030s00023	Translation protein SH3-like family protein
Dusal.0030s00024	Acyl-CoA N-acyltransferases (NAT) superfamily protein
Dusal.0030s00025	
Dusal.0030s00026	
Dusal.0030s00027	
Dusal.0030s00028	
Dusal.0030s00029	
Dusal.0030s00030	
Dusal.0030s00031	
Dusal.0030s00032	
Dusal.0030s00033	plastid transcriptionally active 14
Dusal.0030s00034	
Dusal.0030s00035	
Dusal.0030s00036	
Dusal.0030s00037	Calcium-binding EF hand family protein
Dusal.0030s00037	Calcium-binding EF hand family protein
Dusal.0030s00038	
Dusal.0030s00039	
Dusal.0030s00040	ribosomal protein L11 methyltransferase-related
Dusal.0031s00001	semialdehyde dehydrogenase family protein
Dusal.0031s00002	
Dusal.0031s00003	mago nashi family protein
Dusal.0031s00004	
Dusal.0031s00005	
Dusal.0031s00006	
Dusal.0031s00007	NAD(P)-binding Rossmann-fold superfamily protein
Dusal.0031s00007	NAD(P)-binding Rossmann-fold superfamily protein
Dusal.0031s00008	
Dusal.0031s00008	
Dusal.0031s00009	
Dusal.0031s00010	
Dusal.0031s00011	
Dusal.0031s00012	NAD(P)-linked oxidoreductase superfamily protein
Dusal.0031s00013	
Dusal.0031s00014	
Dusal.0031s00015	
Dusal.0031s00016	TMPIT-like protein
Dusal.0031s00017	
Dusal.0031s00018	
Dusal.0031s00018	
Dusal.0031s00019	
Dusal.0031s00020	
Dusal.0031s00021	
Dusal.0031s00022	Tetratricopeptide repeat (TPR)-like superfamily protein
Dusal.0031s00023	quinolinate synthase
Dusal.0031s00023	quinolinate synthase
Dusal.0031s00023	quinolinate synthase
Dusal.0031s00024	
Dusal.0031s00025	
Dusal.0031s00026	
Dusal.0031s00027	
Dusal.0031s00028	Nucleoside transporter family protein
Dusal.0031s00029	non-intrinsic ABC protein 9
Dusal.0031s00030	
Dusal.0031s00031	Deoxyxylulose-5-phosphate synthase
Dusal.0031s00032	PHYTOENE SYNTHASE
Dusal.0031s00033	glutamate-1-semialdehyde 2,1-aminomutase 2
Dusal.0031s00034	Family of unknown function (DUF572)
Dusal.0031s00035	like COV 2
Dusal.0031s00036	
Dusal.0031s00037	guanosine nucleotide diphosphate dissociation inhibitor 1
Dusal.0031s00038	
Dusal.0031s00039	Ribosomal protein S18
Dusal.0031s00040	
Dusal.0031s00040	
Dusal.0031s00041	carotenoid cleavage dioxygenase 8
Dusal.0031s00042	beta-ketoacyl reductase 2
Dusal.0031s00043	U2 snRNP auxilliary factor, large subunit, splicing factor
Dusal.0031s00044	
Dusal.0032s00001	UDP-glucuronic acid decarboxylase 1
Dusal.0032s00002	
Dusal.0032s00003	Uncharacterized protein family (UPF0016)
Dusal.0032s00004	
Dusal.0032s00005	
Dusal.0032s00006	Galactose oxidase/kelch repeat superfamily protein
Dusal.0032s00007	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0032s00008	Di-glucose binding protein with Kinesin motor domain
Dusal.0032s00009	
Dusal.0032s00010	recovery protein 3
Dusal.0032s00011	recovery protein 3
Dusal.0032s00011	recovery protein 3
Dusal.0032s00012	HAESA-like 2
Dusal.0032s00013	
Dusal.0032s00014	methyltransferases
Dusal.0032s00015	
Dusal.0032s00016	
Dusal.0032s00017	
Dusal.0032s00018	
Dusal.0032s00019	Nucleic acid-binding, OB-fold-like protein
Dusal.0032s00020	Ribosomal protein S26e family protein
Dusal.0032s00021	Regulator of chromosome condensation (RCC1) family protein
Dusal.0032s00022	
Dusal.0032s00023	
Dusal.0032s00024	vacuolar ATPase subunit F family protein
Dusal.0032s00025	purin-rich alpha 1
Dusal.0032s00026	
Dusal.0032s00027	
Dusal.0032s00028	Transducin/WD40 repeat-like superfamily protein
Dusal.0032s00029	1-phosphatidylinositol-4-phosphate 5-kinase 3
Dusal.0032s00029	phosphatidylinositol- 4-phosphate 5-kinase 5
Dusal.0032s00030	Phosphatidylinositol-4-phosphate 5-kinase family protein
Dusal.0032s00031	Phosphatidylinositol-4-phosphate 5-kinase family protein
Dusal.0032s00032	
Dusal.0032s00033	
Dusal.0032s00033	
Dusal.0032s00033	
Dusal.0032s00034	DNA binding;DNA-directed RNA polymerases
Dusal.0033s00001	
Dusal.0033s00002	
Dusal.0033s00003	
Dusal.0033s00004	
Dusal.0033s00005	
Dusal.0033s00006	THO2
Dusal.0033s00006	THO2
Dusal.0033s00006	THO2
Dusal.0033s00007	Zinc finger C-x8-C-x5-C-x3-H type family protein
Dusal.0033s00008	Nucleoporin autopeptidase
Dusal.0033s00008	Nucleoporin autopeptidase
Dusal.0033s00009	D-3-phosphoglycerate dehydrogenase
Dusal.0033s00010	
Dusal.0033s00011	XAP5 family protein
Dusal.0033s00012	RING/U-box superfamily protein
Dusal.0033s00012	RING/U-box superfamily protein
Dusal.0033s00013	
Dusal.0033s00014	
Dusal.0033s00014	
Dusal.0033s00015	Galactose mutarotase-like superfamily protein
Dusal.0033s00016	Galactose mutarotase-like superfamily protein
Dusal.0033s00017	
Dusal.0033s00018	
Dusal.0033s00019	Bestrophin-like protein
Dusal.0033s00020	Bestrophin-like protein
Dusal.0033s00021	gamma-glutamyl hydrolase 1
Dusal.0033s00021	gamma-glutamyl hydrolase 1
Dusal.0033s00022	arogenate dehydratase 4
Dusal.0033s00023	carotenoid cleavage dioxygenase 8
Dusal.0033s00024	
Dusal.0033s00025	
Dusal.0033s00026	flavodoxin-like quinone reductase 1
Dusal.0033s00027	EYES ABSENT homolog
Dusal.0033s00028	squalene monoxygenase 6
Dusal.0033s00029	
Dusal.0033s00030	
Dusal.0033s00031	trigalactosyldiacylglycerol 1
Dusal.0033s00032	Bestrophin-like protein
Dusal.0033s00033	homolog of RAD54
Dusal.0033s00034	
Dusal.0033s00035	
Dusal.0033s00036	
Dusal.0034s00001	
Dusal.0034s00002	
Dusal.0034s00002	
Dusal.0034s00002	
Dusal.0034s00003	endoplasmic reticulum retention defective 2B
Dusal.0034s00004	
Dusal.0034s00005	
Dusal.0034s00006	
Dusal.0034s00007	
Dusal.0034s00008	DNA-directed DNA polymerases
Dusal.0034s00009	
Dusal.0034s00010	
Dusal.0034s00011	Cyclin family protein
Dusal.0034s00012	peptidyl-prolyl cis-trans isomerase / cyclophilin-40 (CYP40) / rotamase
Dusal.0034s00013	3\'-5\'-exoribonuclease family protein
Dusal.0034s00014	
Dusal.0034s00015	
Dusal.0034s00016	
Dusal.0034s00017	
Dusal.0034s00018	
Dusal.0034s00019	
Dusal.0034s00020	Polyketide cyclase/dehydrase and lipid transport superfamily protein
Dusal.0034s00021	
Dusal.0034s00022	
Dusal.0034s00023	DA1
Dusal.0034s00023	DA1
Dusal.0034s00024	
Dusal.0034s00025	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Dusal.0034s00026	cyanase
Dusal.0034s00027	indole-3-butyric acid response 5
Dusal.0034s00028	ThiF family protein
Dusal.0034s00029	ThiF family protein
Dusal.0034s00030	
Dusal.0034s00031	
Dusal.0034s00032	Protein of unknown function (DUF962)
Dusal.0034s00033	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Dusal.0034s00034	
Dusal.0034s00035	
Dusal.0034s00036	
Dusal.0034s00037	
Dusal.0034s00038	thylakoid lumen 18.3 kDa protein
Dusal.0034s00039	
Dusal.0034s00040	
Dusal.0034s00041	
Dusal.0035s00001	
Dusal.0035s00002	BolA-like family protein
Dusal.0035s00003	DHHC-type zinc finger family protein
Dusal.0035s00003	DHHC-type zinc finger family protein
Dusal.0035s00004	
Dusal.0035s00005	
Dusal.0035s00005	
Dusal.0035s00006	D111/G-patch domain-containing protein
Dusal.0035s00007	Protein prenylyltransferase superfamily protein
Dusal.0035s00008	Mitochondrial substrate carrier family protein
Dusal.0035s00009	Mitochondrial substrate carrier family protein
Dusal.0035s00010	high chlorophyll fluorescent 109
Dusal.0035s00011	NAD(P)-binding Rossmann-fold superfamily protein
Dusal.0035s00012	ATPase, F1 complex, delta/epsilon subunit
Dusal.0035s00013	arginine methyltransferase 11
Dusal.0035s00014	Transducin/WD40 repeat-like superfamily protein
Dusal.0035s00015	
Dusal.0035s00016	5\'-3\' exonuclease family protein
Dusal.0035s00017	
Dusal.0035s00018	HEAT SHOCK PROTEIN 81.4
Dusal.0035s00019	
Dusal.0035s00020	
Dusal.0035s00021	Spc97 / Spc98 family of spindle pole body (SBP) component
Dusal.0035s00022	transthyretin-like protein
Dusal.0035s00022	transthyretin-like protein
Dusal.0035s00023	
Dusal.0035s00024	SNF2 domain-containing protein / helicase domain-containing protein
Dusal.0035s00025	SNF2 domain-containing protein / helicase domain-containing protein
Dusal.0035s00026	Coatomer, beta subunit
Dusal.0035s00027	
Dusal.0035s00028	glyoxylate reductase 1
Dusal.0035s00029	
Dusal.0035s00030	
Dusal.0035s00031	binding
Dusal.0035s00032	Albino or Glassy Yellow 1
Dusal.0035s00033	Tim10/DDP family zinc finger protein
Dusal.0035s00034	RNA polymerase III RPC4
Dusal.0035s00035	
Dusal.0035s00036	
Dusal.0035s00037	Ubiquitin-conjugating enzyme family protein
Dusal.0035s00037	Ubiquitin-conjugating enzyme family protein
Dusal.0035s00038	Integrase-type DNA-binding superfamily protein
Dusal.0036s00001	
Dusal.0036s00002	
Dusal.0036s00003	
Dusal.0036s00004	
Dusal.0036s00005	ARM repeat superfamily protein
Dusal.0036s00006	ARM repeat superfamily protein
Dusal.0036s00007	NOL1/NOP2/sun family protein
Dusal.0036s00008	
Dusal.0036s00009	DNA-directed RNA polymerase, RBP11-like
Dusal.0036s00010	NADH-ubiquinone dehydrogenase, mitochondrial, putative
Dusal.0036s00011	
Dusal.0036s00012	aldehyde dehydrogenase 10A9
Dusal.0036s00013	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein
Dusal.0036s00014	
Dusal.0036s00015	Translation elongation factor EF1A/initiation factor IF2gamma family protein
Dusal.0036s00015	Translation elongation factor EF1A/initiation factor IF2gamma family protein
Dusal.0036s00016	replication factor C subunit 3
Dusal.0036s00016	replication factor C subunit 3
Dusal.0036s00017	
Dusal.0036s00017	
Dusal.0036s00018	
Dusal.0036s00019	ARM repeat superfamily protein
Dusal.0036s00019	ARM repeat superfamily protein
Dusal.0036s00020	MATE efflux family protein
Dusal.0036s00021	
Dusal.0036s00022	
Dusal.0036s00023	PSF2
Dusal.0036s00024	ABC transporter of the mitochondrion 3
Dusal.0036s00025	
Dusal.0036s00026	
Dusal.0036s00026	
Dusal.0036s00026	
Dusal.0036s00026	
Dusal.0036s00027	
Dusal.0036s00028	
Dusal.0036s00028	
Dusal.0036s00029	
Dusal.0036s00030	Golgi transport complex protein-related
Dusal.0036s00030	Golgi transport complex protein-related
Dusal.0036s00031	ARM repeat superfamily protein
Dusal.0036s00032	DnaJ/Hsp40 cysteine-rich domain superfamily protein
Dusal.0036s00033	pfkB-like carbohydrate kinase family protein
Dusal.0036s00034	eukaryotic translation initiation factor 3C
Dusal.0036s00035	Transducin/WD40 repeat-like superfamily protein
Dusal.0036s00036	
Dusal.0036s00036	
Dusal.0036s00037	Transducin/WD40 repeat-like superfamily protein
Dusal.0036s00038	Transducin/WD40 repeat-like superfamily protein
Dusal.0036s00039	ATPase, F0/V0 complex, subunit C protein
Dusal.0036s00040	zinc knuckle (CCHC-type) family protein
Dusal.0036s00041	HOPW1-1-interacting 2
Dusal.0036s00042	3-oxo-5-alpha-steroid 4-dehydrogenase family protein
Dusal.0036s00043	
Dusal.0036s00044	
Dusal.0037s00001	
Dusal.0037s00002	
Dusal.0037s00003	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
Dusal.0037s00004	
Dusal.0037s00005	
Dusal.0037s00006	
Dusal.0037s00007	
Dusal.0037s00008	NAD(P)-binding Rossmann-fold superfamily protein
Dusal.0037s00009	NAD(P)-binding Rossmann-fold superfamily protein
Dusal.0037s00010	
Dusal.0037s00010	
Dusal.0037s00011	Outer arm dynein light chain 1 protein
Dusal.0037s00012	
Dusal.0037s00013	
Dusal.0037s00014	
Dusal.0037s00015	conserved oligomeric Golgi complex component-related / COG complex component-related
Dusal.0037s00016	conserved oligomeric Golgi complex component-related / COG complex component-related
Dusal.0037s00017	
Dusal.0037s00018	RNA polymerase Rpb8
Dusal.0037s00019	
Dusal.0037s00020	
Dusal.0037s00021	
Dusal.0037s00021	
Dusal.0037s00021	
Dusal.0037s00022	
Dusal.0037s00023	RNI-like superfamily protein
Dusal.0037s00024	peptidase M1 family protein
Dusal.0037s00025	
Dusal.0037s00026	
Dusal.0037s00027	
Dusal.0037s00028	
Dusal.0037s00029	branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5)
Dusal.0037s00030	
Dusal.0037s00031	acetyl-CoA carboxylase carboxyl transferase subunit beta
Dusal.0037s00031	acetyl-CoA carboxylase carboxyl transferase subunit beta
Dusal.0037s00032	
Dusal.0037s00033	
Dusal.0037s00034	Nucleotide-sugar transporter family protein
Dusal.0037s00035	
Dusal.0037s00036	
Dusal.0037s00037	
Dusal.0037s00038	
Dusal.0037s00039	
Dusal.0038s00001	Protein phosphatase 2A, regulatory subunit PR55
Dusal.0038s00002	mRNA splicing factor, thioredoxin-like U5 snRNP
Dusal.0038s00003	
Dusal.0038s00004	
Dusal.0038s00005	
Dusal.0038s00006	
Dusal.0038s00007	DNAJ heat shock family protein
Dusal.0038s00008	
Dusal.0038s00008	
Dusal.0038s00009	Galactose oxidase/kelch repeat superfamily protein
Dusal.0038s00010	CW7
Dusal.0038s00011	
Dusal.0038s00012	DNAJ heat shock N-terminal domain-containing protein
Dusal.0038s00013	Preprotein translocase Sec, Sec61-beta subunit protein
Dusal.0038s00014	3-ketoacyl-CoA synthase 1
Dusal.0038s00015	Protein of unknown function (DUF3754)
Dusal.0038s00016	
Dusal.0038s00017	actin-related protein 4
Dusal.0038s00018	non-intrinsic ABC protein 4
Dusal.0038s00019	Protein kinase superfamily protein
Dusal.0038s00020	Protein kinase superfamily protein
Dusal.0038s00021	
Dusal.0038s00022	Chlorophyll A-B binding family protein
Dusal.0038s00023	tetratricopetide-repeat thioredoxin-like 4
Dusal.0038s00024	ATPase, V0/A0 complex, subunit C/D
Dusal.0038s00025	Plastid-lipid associated protein PAP / fibrillin family protein
Dusal.0038s00026	
Dusal.0038s00027	
Dusal.0038s00028	SHK1 binding protein 1
Dusal.0038s00029	
Dusal.0038s00030	Calcium-dependent protein kinase (CDPK) family protein
Dusal.0038s00031	
Dusal.0038s00032	
Dusal.0038s00033	Galactose oxidase/kelch repeat superfamily protein
Dusal.0038s00034	
Dusal.0038s00035	
Dusal.0038s00036	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
Dusal.0038s00037	NAD(P)-linked oxidoreductase superfamily protein
Dusal.0038s00038	phragmoplast-associated kinesin-related protein 1
Dusal.0038s00039	
Dusal.0038s00040	
Dusal.0039s00001	SPX domain gene 2
Dusal.0039s00002	
Dusal.0039s00003	
Dusal.0039s00004	
Dusal.0039s00005	ankyrin repeat family protein
Dusal.0039s00005	ankyrin repeat family protein
Dusal.0039s00006	SPla/RYanodine receptor (SPRY) domain-containing protein
Dusal.0039s00007	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Dusal.0039s00007	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Dusal.0039s00008	
Dusal.0039s00009	
Dusal.0039s00010	
Dusal.0039s00011	
Dusal.0039s00012	
Dusal.0039s00012	
Dusal.0039s00013	
Dusal.0039s00014	
Dusal.0039s00015	
Dusal.0039s00016	SUMO-activating enzyme 1A
Dusal.0039s00017	SET domain protein 35
Dusal.0039s00018	
Dusal.0039s00019	
Dusal.0039s00020	RAB GTPase homolog B1C
Dusal.0039s00021	general transcription factor II H2
Dusal.0039s00022	Insulinase (Peptidase family M16) family protein
Dusal.0039s00022	Insulinase (Peptidase family M16) family protein
