transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
13789	13789	KOG3078	Adenylate kinase	Nucleotide transport and metabolism 	METABOLISM
46411	46411	KOG1239	Inner membrane protein translocase involved in respiratory chain assembly	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
46411	46411	KOG1239	Inner membrane protein translocase involved in respiratory chain assembly	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
41189	41189	KOG0656	G1/S-specific cyclin D	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
23547	23547	KOG4163	Prolyl-tRNA synthetase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
36649	36649	KOG0845	Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
36649	36649	KOG0845	Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
43865	43865	KOG4197	FOG: PPR repeat	General function prediction only 	POORLY CHARACTERIZED
54289	54289	KOG0215	RNA polymerase III, second largest subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
33304	33304	KOG3459	Small nuclear ribonucleoprotein (snRNP) Sm core protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
40521	40521	KOG1666	V-SNARE	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
54285	54285	KOG0209	P-type ATPase	Inorganic ion transport and metabolism 	METABOLISM
47067	47067	KOG0237	Glycinamide ribonucleotide synthetase (GARS)/Aminoimidazole ribonucleotide synthetase (AIRS)	Nucleotide transport and metabolism 	METABOLISM
36641	36641	KOG1422	Intracellular Cl- channel CLIC, contains GST domain	Inorganic ion transport and metabolism 	METABOLISM
29423	29423	KOG2542	Uncharacterized conserved protein (YdiU family)	Function unknown 	POORLY CHARACTERIZED
46408	46408	KOG4393	Predicted pseudouridylate synthase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
46408	46408	KOG4393	Predicted pseudouridylate synthase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
47062	47062	KOG2160	Armadillo/beta-catenin-like repeat-containing protein	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
46405	46405	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
49748	49748	KOG1242	Protein containing adaptin N-terminal region	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
47060	47060	KOG2183	Prolylcarboxypeptidase (angiotensinase C)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
47060	47060	KOG2183	Prolylcarboxypeptidase (angiotensinase C)	General function prediction only 	POORLY CHARACTERIZED
13777	13777	KOG2100	Dipeptidyl aminopeptidase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
46402	46402	KOG0796	Spliceosome subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
49741	49741	KOG2506	SpoU rRNA Methylase family protein	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
40517	40517	KOG1304	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
43859	43859	KOG3943	THUMP domain-containing proteins	General function prediction only 	POORLY CHARACTERIZED
41172	41172	KOG0674	Calreticulin	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
39978	39978	KOG1304	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
37291	37291	KOG3409	Exosomal 3'-5' exoribonuclease complex, subunit ski4 (Csl4)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
36634	36634	KOG1105	Transcription elongation factor TFIIS/Cofactor of enhancer-binding protein Sp1	Transcription 	INFORMATION STORAGE AND PROCESSING
47058	47058	KOG2050	Puf family RNA-binding protein	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
47057	47057	KOG1906	DNA polymerase sigma	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
47056	47056	KOG0161	Myosin class II heavy chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
47054	47054	KOG1142	Transcription initiation factor TFIID, subunit TAF12 (also component of histone acetyltransferase SAGA)	Transcription 	INFORMATION STORAGE AND PROCESSING
11084	11084	KOG2983	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
49739	49739	KOG1848	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
24186	24186	KOG2020	Nuclear transport receptor CRM1/MSN5 (importin beta superfamily)	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
24186	24186	KOG2020	Nuclear transport receptor CRM1/MSN5 (importin beta superfamily)	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
41167	41167	KOG0920	ATP-dependent RNA helicase A	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
19647	19647	KOG3031	Protein required for biogenesis of the ribosomal 60S subunit	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
54265	54265	KOG0032	Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
47047	47047	KOG4199	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
36620	36620	KOG0012	DNA damage inducible protein	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
47043	47043	KOG1552	Predicted alpha/beta hydrolase	General function prediction only 	POORLY CHARACTERIZED
10418	10418	KOG0257	Kynurenine aminotransferase, glutamine transaminase K	Amino acid transport and metabolism 	METABOLISM
47041	47041	KOG1658	DNA polymerase epsilon, subunit C	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
13757	13757	KOG0856	Predicted pilin-like transcription factor	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
49726	49726	KOG0061	Transporter, ABC superfamily (Breast cancer resistance protein)	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
49723	49723	KOG2739	Leucine-rich acidic nuclear protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
49723	49723	KOG2739	Leucine-rich acidic nuclear protein	General function prediction only 	POORLY CHARACTERIZED
13752	13752	KOG0761	Mitochondrial carrier protein CGI-69	Energy production and conversion 	METABOLISM
49720	49720	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
43839	43839	KOG3140	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
44493	44493	KOG1870	Ubiquitin C-terminal hydrolase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
44492	44492	KOG2436	Acetylglutamate kinase/acetylglutamate synthase	Amino acid transport and metabolism 	METABOLISM
41150	41150	KOG2497	Predicted methyltransferase	General function prediction only 	POORLY CHARACTERIZED
43835	43835	KOG1862	GYF domain containing proteins	General function prediction only 	POORLY CHARACTERIZED
54257	54257	KOG1161	Protein involved in vacuolar polyphosphate accumulation, contains SPX domain	Inorganic ion transport and metabolism 	METABOLISM
9070	9070	KOG0879	U-snRNP-associated cyclophilin type peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
43831	43831	KOG2084	Predicted histone tail methylase containing SET domain	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
43830	43830	KOG1107	Membrane coat complex Retromer, subunit VPS35	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
47038	47038	KOG0249	LAR-interacting protein and related proteins	General function prediction only 	POORLY CHARACTERIZED
47036	47036	KOG0583	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
49719	49719	KOG4538	Predicted coiled-coil protein	General function prediction only 	POORLY CHARACTERIZED
49717	49717	KOG1198	Zinc-binding oxidoreductase	Energy production and conversion 	METABOLISM
49717	49717	KOG1198	Zinc-binding oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
49710	49710	KOG4428	Inositol-polyphosphate 4-phosphatase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
37268	37268	KOG4568	Cytoskeleton-associated protein and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
37268	37268	KOG4568	Cytoskeleton-associated protein and related proteins	General function prediction only 	POORLY CHARACTERIZED
43828	43828	KOG2301	Voltage-gated Ca2+ channels, alpha1 subunits	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
43828	43828	KOG2301	Voltage-gated Ca2+ channels, alpha1 subunits	Inorganic ion transport and metabolism 	METABOLISM
43826	43826	KOG1023	Natriuretic peptide receptor, guanylate cyclase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
8407	8407	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
44480	44480	KOG2325	Predicted transporter/transmembrane protein	General function prediction only 	POORLY CHARACTERIZED
39949	39949	KOG3030	Lipid phosphate phosphatase and related enzymes of the PAP2 family	Lipid transport and metabolism 	METABOLISM
43822	43822	KOG2974	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
54246	54246	KOG0100	Molecular chaperones GRP78/BiP/KAR2, HSP70 superfamily	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
43821	43821	KOG0287	Postreplication repair protein RAD18	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
37260	37260	KOG2662	Magnesium transporters: CorA family	Inorganic ion transport and metabolism 	METABOLISM
47027	47027	KOG2753	Uncharacterized conserved protein, contains PCI domain	General function prediction only 	POORLY CHARACTERIZED
39942	39942	KOG1594	Uncharacterized enzymes related to aldose 1-epimerase	Carbohydrate transport and metabolism 	METABOLISM
49707	49707	KOG3624	M13 family peptidase	Amino acid transport and metabolism 	METABOLISM
49706	49706	KOG0391	SNF2 family DNA-dependent ATPase	General function prediction only 	POORLY CHARACTERIZED
47020	47020	KOG4020	Protein DRE2, required for cell viability	Function unknown 	POORLY CHARACTERIZED
49702	49702	KOG2369	Lecithin:cholesterol acyltransferase (LCAT)/Acyl-ceramide synthase	Lipid transport and metabolism 	METABOLISM
31375	31375	KOG3232	Vacuolar assembly/sorting protein DID2	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
49701	49701	KOG0503	Asparaginase	Amino acid transport and metabolism 	METABOLISM
44479	44479	KOG1520	Predicted alkaloid synthase/Surface mucin Hemomucin	General function prediction only 	POORLY CHARACTERIZED
44478	44478	KOG0742	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
43817	43817	KOG3326	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
41130	41130	KOG3140	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
43814	43814	KOG1830	Wiskott Aldrich syndrome proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
43813	43813	KOG0150	Spliceosomal protein FBP21	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
47017	47017	KOG1967	DNA repair/transcription protein Mms19	Transcription 	INFORMATION STORAGE AND PROCESSING
47017	47017	KOG1967	DNA repair/transcription protein Mms19	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
14387	14387	KOG0840	ATP-dependent Clp protease, proteolytic subunit	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
47011	47011	KOG0385	Chromatin remodeling complex WSTF-ISWI, small subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
11041	11041	KOG1919	RNA pseudouridylate synthases	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
47010	47010	KOG0307	Vesicle coat complex COPII, subunit SEC31	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
44469	44469	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
44467	44467	KOG1596	Fibrillarin and related nucleolar RNA-binding proteins	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
44465	44465	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
44463	44463	KOG3001	Dosage compensation regulatory complex/histone acetyltransferase complex, subunit MSL-3/MRG15/EAF3, and related CHROMO domain-containing proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
44463	44463	KOG3001	Dosage compensation regulatory complex/histone acetyltransferase complex, subunit MSL-3/MRG15/EAF3, and related CHROMO domain-containing proteins	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
54229	54229	KOG1922	Rho GTPase effector BNI1 and related formins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
54229	54229	KOG1922	Rho GTPase effector BNI1 and related formins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
43803	43803	KOG0161	Myosin class II heavy chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
43802	43802	KOG1801	tRNA-splicing endonuclease positive effector (SEN1)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
54222	54222	KOG3007	Mu-crystallin	Amino acid transport and metabolism 	METABOLISM
39921	39921	KOG0192	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
21592	21592	KOG0622	Ornithine decarboxylase	Amino acid transport and metabolism 	METABOLISM
47001	47001	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
14374	14374	KOG3398	Transcription factor MBF1	Transcription 	INFORMATION STORAGE AND PROCESSING
14373	14373	KOG3472	Predicted small membrane protein	Function unknown 	POORLY CHARACTERIZED
44459	44459	KOG1670	Translation initiation factor 4F, cap-binding subunit (eIF-4E) and related cap-binding proteins	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
44453	44453	KOG1084	Transcription factor TCF20	Transcription 	INFORMATION STORAGE AND PROCESSING
47796	47796	KOG4209	Splicing factor RNPS1, SR protein superfamily	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
44450	44450	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
54219	54219	KOG0558	Dihydrolipoamide transacylase (alpha-keto acid dehydrogenase E2 subunit)	Energy production and conversion 	METABOLISM
37232	37232	KOG0450	2-oxoglutarate dehydrogenase, E1 subunit	Carbohydrate transport and metabolism 	METABOLISM
39918	39918	KOG0192	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
47791	47791	KOG0915	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
47790	47790	KOG2967	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
39914	39914	KOG1579	Homocysteine S-methyltransferase	Amino acid transport and metabolism 	METABOLISM
14366	14366	KOG0768	Mitochondrial carrier protein PET8	Energy production and conversion 	METABOLISM
3145	3145	KOG2201	Pantothenate kinase PanK and related proteins	Coenzyme transport and metabolism 	METABOLISM
34685	34685	KOG0061	Transporter, ABC superfamily (Breast cancer resistance protein)	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
13700	13700	KOG3801	Uncharacterized conserved protein BCN92	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
41109	41109	KOG0773	Transcription factor MEIS1 and related HOX domain proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
34681	34681	KOG4288	Predicted oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
44449	44449	KOG3933	Mitochondrial ribosomal protein S28	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
41106	41106	KOG0045	Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
41106	41106	KOG0045	Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
44446	44446	KOG4197	FOG: PPR repeat	General function prediction only 	POORLY CHARACTERIZED
47789	47789	KOG4297	C-type lectin	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
47789	47789	KOG4297	C-type lectin	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
44445	44445	KOG1033	eIF-2alpha kinase PEK/EIF2AK3	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
47788	47788	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
37227	37227	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
37226	37226	KOG0017	FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations	General function prediction only 	POORLY CHARACTERIZED
44442	44442	KOG4210	Nuclear localization sequence binding protein	Transcription 	INFORMATION STORAGE AND PROCESSING
47784	47784	KOG0475	Cl- channel CLC-3 and related proteins (CLC superfamily)	Inorganic ion transport and metabolism 	METABOLISM
47783	47783	KOG3678	SARM protein (with sterile alpha and armadillo motifs)	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
47781	47781	KOG1305	Amino acid transporter protein	Amino acid transport and metabolism 	METABOLISM
39908	39908	KOG0161	Myosin class II heavy chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
9020	9020	KOG0645	WD40 repeat protein	General function prediction only 	POORLY CHARACTERIZED
39905	39905	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
11016	11016	KOG3057	Cytochrome c oxidase, subunit VIb/COX12	Energy production and conversion 	METABOLISM
14356	14356	KOG4073	Pterin carbinolamine dehydratase PCBD/dimerization cofactor of HNF1	Transcription 	INFORMATION STORAGE AND PROCESSING
14355	14355	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3131	3131	KOG1491	Predicted GTP-binding protein (ODN superfamily)	General function prediction only 	POORLY CHARACTERIZED
45099	45099	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
45097	45097	KOG0143	Iron/ascorbate family oxidoreductases	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
45097	45097	KOG0143	Iron/ascorbate family oxidoreductases	General function prediction only 	POORLY CHARACTERIZED
34672	34672	KOG0069	Glyoxylate/hydroxypyruvate reductase (D-isomer-specific 2-hydroxy acid dehydrogenase superfamily)	Energy production and conversion 	METABOLISM
45096	45096	KOG0620	Glucose-repressible alcohol dehydrogenase transcriptional effector CCR4 and related proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
44439	44439	KOG3198	Signal recognition particle, subunit Srp19	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
54998	54998	KOG2323	Pyruvate kinase	Carbohydrate transport and metabolism 	METABOLISM
47779	47779	KOG4743	Cyclin-dependent kinase inhibitor	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
45091	45091	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
9017	9017	KOG0324	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
47778	47778	KOG0381	HMG box-containing protein	General function prediction only 	POORLY CHARACTERIZED
44434	44434	KOG3827	Inward rectifier K+ channel	Inorganic ion transport and metabolism 	METABOLISM
44433	44433	KOG1971	Lysyl hydroxylase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
44432	44432	KOG0381	HMG box-containing protein	General function prediction only 	POORLY CHARACTERIZED
44430	44430	KOG3064	RNA-binding nuclear protein (MAK16) containing a distinct C4 Zn-finger	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
37212	37212	KOG1861	Leucine permease transcriptional regulator	Transcription 	INFORMATION STORAGE AND PROCESSING
11009	11009	KOG0392	SNF2 family DNA-dependent ATPase domain-containing protein	Transcription 	INFORMATION STORAGE AND PROCESSING
14345	14345	KOG0940	Ubiquitin protein ligase RSP5/NEDD4	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
5808	5808	KOG1297	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
45084	45084	KOG1080	Histone H3 (Lys4) methyltransferase complex, subunit SET1 and related methyltransferases	Transcription 	INFORMATION STORAGE AND PROCESSING
45084	45084	KOG1080	Histone H3 (Lys4) methyltransferase complex, subunit SET1 and related methyltransferases	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
44427	44427	KOG0620	Glucose-repressible alcohol dehydrogenase transcriptional effector CCR4 and related proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
45083	45083	KOG1144	Translation initiation factor 5B (eIF-5B)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
44426	44426	KOG0415	Predicted peptidyl prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
47769	47769	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
45081	45081	KOG1235	Predicted unusual protein kinase	General function prediction only 	POORLY CHARACTERIZED
54983	54983	KOG0535	Sulfite oxidase, molybdopterin-binding component	Energy production and conversion 	METABOLISM
9005	9005	KOG0737	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
54982	54982	KOG0039	Ferric reductase, NADH/NADPH oxidase and related proteins	Inorganic ion transport and metabolism 	METABOLISM
54982	54982	KOG0039	Ferric reductase, NADH/NADPH oxidase and related proteins	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
47765	47765	KOG1840	Kinesin light chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
11795	11795	KOG0177	20S proteasome, regulatory subunit beta type PSMB2/PRE1	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
54981	54981	KOG0682	Ammonia permease	Inorganic ion transport and metabolism 	METABOLISM
47763	47763	KOG4650	Predicted steroid reductase	General function prediction only 	POORLY CHARACTERIZED
44420	44420	KOG3017	Defense-related protein containing SCP domain	Function unknown 	POORLY CHARACTERIZED
37202	37202	KOG4744	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
47761	47761	KOG1216	von Willebrand factor and related coagulation proteins	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
47761	47761	KOG1216	von Willebrand factor and related coagulation proteins	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
37201	37201	KOG4609	Predicted phosphoglycerate mutase	General function prediction only 	POORLY CHARACTERIZED
6457	6457	KOG3079	Uridylate kinase/adenylate kinase	Nucleotide transport and metabolism 	METABOLISM
17671	17671	KOG2865	NADH:ubiquinone oxidoreductase, NDUFA9/39kDa subunit	Energy production and conversion 	METABOLISM
6454	6454	KOG1284	Bifunctional GTP cyclohydrolase II/3,4-dihydroxy-2butanone-4-phosphate synthase	Coenzyme transport and metabolism 	METABOLISM
44417	44417	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
44417	44417	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
45073	45073	KOG2499	Beta-N-acetylhexosaminidase	Carbohydrate transport and metabolism 	METABOLISM
45072	45072	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
45072	45072	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Carbohydrate transport and metabolism 	METABOLISM
47759	47759	KOG2491	Nuclear matrix protein	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
45071	45071	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
45071	45071	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
54974	54974	KOG4409	Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
54973	54973	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
51630	51630	KOG4168	Predicted RNA polymerase III subunit C17	Transcription 	INFORMATION STORAGE AND PROCESSING
54971	54971	KOG0613	Projectin/twitchin and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
47754	47754	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
47753	47753	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
47752	47752	KOG0613	Projectin/twitchin and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
11781	11781	KOG0190	Protein disulfide isomerase (prolyl 4-hydroxylase beta subunit)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
14322	14322	KOG1216	von Willebrand factor and related coagulation proteins	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
14322	14322	KOG1216	von Willebrand factor and related coagulation proteins	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
52286	52286	KOG1395	Tryptophan synthase beta chain	Amino acid transport and metabolism 	METABOLISM
45068	45068	KOG4743	Cyclin-dependent kinase inhibitor	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
52285	52285	KOG1135	mRNA cleavage and polyadenylation factor II complex, subunit CFT2 (CPSF subunit)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
45065	45065	KOG0802	E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
54969	54969	KOG0806	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
44406	44406	KOG1721	FOG: Zn-finger	General function prediction only 	POORLY CHARACTERIZED
47749	47749	KOG0714	Molecular chaperone (DnaJ superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
11777	11777	KOG0374	Serine/threonine specific protein phosphatase PP1, catalytic subunit	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
11777	11777	KOG0374	Serine/threonine specific protein phosphatase PP1, catalytic subunit	General function prediction only 	POORLY CHARACTERIZED
45060	45060	KOG1477	SPRY domain-containing proteins	General function prediction only 	POORLY CHARACTERIZED
54960	54960	KOG3083	Prohibitin	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
47740	47740	KOG4612	Mitochondrial ribosomal protein L34	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
21538	21538	KOG3237	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
41857	41857	KOG0927	Predicted transporter (ABC superfamily)	General function prediction only 	POORLY CHARACTERIZED
35296	35296	KOG1347	Uncharacterized membrane protein, predicted efflux pump	General function prediction only 	POORLY CHARACTERIZED
54958	54958	KOG3083	Prohibitin	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
48394	48394	KOG0627	Heat shock transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
47738	47738	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
