#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
30785994	Cre02.g084300	Cre02.g084300.t1.2	Cre02.g084300.t1.2	PF08241	PTHR10108,PTHR10108:SF711	KOG1540		K03183	GO:0008168,GO:0008152	AT1G23360.1	MENG	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
30784841	Cre02.g084350	Cre02.g084350.t1.2	Cre02.g084350.t1.2	PF01169	PTHR12608,PTHR12608:SF6	KOG2881			GO:0016020	AT1G64150.1		Uncharacterized protein family (UPF0016)
30785711	Cre02.g084400	Cre02.g084400.t1.2	Cre02.g084400.t1.2	PF13640	PTHR10869,PTHR10869:SF71		1.14.11.2		GO:0055114,GO:0016491	AT3G06300.1	AT-P4H-2	P4H isoform 2
30785932	Cre02.g084450	Cre02.g084450.t1.2	Cre02.g084450.t1.2	PF13640	PTHR10869,PTHR10869:SF71		1.14.11.2	K00472	GO:0055114,GO:0016491	AT5G18900.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
30785156	Cre02.g084500	Cre02.g084500.t1.1	Cre02.g084500.t1.1	PF01753	PTHR13244							
30785148	Cre02.g084550	Cre02.g084550.t1.2	Cre02.g084550.t1.2	PF00583	PTHR23091,PTHR23091:SF255				GO:0008080	AT4G28030.1		Acyl-CoA N-acyltransferases (NAT) superfamily protein
30786042	Cre02.g084600	Cre02.g084600.t1.2	Cre02.g084600.t1.2									
30786222	Cre02.g084650	Cre02.g084650.t1.2	Cre02.g084650.t1.2	PF03810	PTHR10997,PTHR10997:SF7	KOG1993			GO:0008536,GO:0006886	AT3G08960.1		ARM repeat superfamily protein
30785472	Cre02.g084700	Cre02.g084700.t1.2	Cre02.g084700.t1.2									
30784876	Cre02.g084750	Cre02.g084750.t1.1	Cre02.g084750.t1.1	PF00076	PTHR24012,PTHR24012:SF497	KOG4208,KOG4212,KOG0106,KOG0105			GO:0003676	AT3G13224.2		RNA-binding (RRM/RBD/RNP motifs) family protein
30784877	Cre02.g084750	Cre02.g084750.t2.1	Cre02.g084750.t2.1	PF00076	PTHR24012,PTHR24012:SF497	KOG4208,KOG4212,KOG0106,KOG0105			GO:0003676	AT3G13224.2		RNA-binding (RRM/RBD/RNP motifs) family protein
30785864	Cre02.g084800	Cre02.g084800.t1.2	Cre02.g084800.t1.2	PF04406	PTHR10848,PTHR10848:SF0	KOG2795	5.99.1.3	K10878	GO:0006259,GO:0005694,GO:0005524,GO:0003824,GO:0003677,GO:0000737	AT5G02820.1	BIN5,RHL2	Spo11/DNA topoisomerase VI, subunit A protein
30785795	Cre02.g084850	Cre02.g084850.t1.1	Cre02.g084850.t1.1				2.7.11.1					
30785044	Cre02.g084873	Cre02.g084873.t1.2	Cre02.g084873.t1.2									
30786010	Cre02.g084900	Cre02.g084900.t1.2	Cre02.g084900.t1.2	PF13877,PF13414	PTHR22904					AT1G56440.1		Tetratricopeptide repeat (TPR)-like superfamily protein
30785412	Cre02.g084950	Cre02.g084950.t1.2	Cre02.g084950.t1.2	PF00625	PTHR23117,PTHR23117:SF12	KOG0707	2.7.4.8	K00942		AT3G06200.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
30785050	Cre02.g085000	Cre02.g085000.t1.1	Cre02.g085000.t1.1		PTHR22847,PTHR22847:SF423					AT2G33340.1	MAC3B	MOS4-associated  complex 3B
30785833	Cre02.g085050	Cre02.g085050.t1.2	Cre02.g085050.t1.2	PF13920,PF00400	PTHR22847,PTHR22847:SF422			K10143	GO:0005515	AT2G32950.1	ATCOP1,COP1,DET340,EMB168,FUS1	Transducin/WD40 repeat-like superfamily protein
30784835	Cre02.g085100	Cre02.g085100.t1.2	Cre02.g085100.t1.2	PF00211	PTHR11920		4.6.1.2		GO:0035556,GO:0016849,GO:0009190			
30786461	Cre02.g085150	Cre02.g085150.t1.1	Cre02.g085150.t1.1	PF03110	PTHR31251,PTHR31251:SF1				GO:0005634,GO:0003677	AT2G47070.1	SPL1	squamosa promoter binding protein-like 1
30786462	Cre02.g085150	Cre02.g085150.t2.1	Cre02.g085150.t2.1	PF03110					GO:0005634,GO:0003677	AT5G18830.3	ATSPL7,SPL7	squamosa promoter binding protein-like 7
30786459	Cre02.g085200	Cre02.g085200.t1.1	Cre02.g085200.t1.1	PF01585	PTHR23106				GO:0003676	AT5G08535.1		D111/G-patch domain-containing protein
30785561	Cre02.g085257	Cre02.g085257.t1.2	Cre02.g085257.t1.2	PF01036	PTHR28286,PTHR28286:SF2				GO:0016020			
30786260	Cre02.g085279	Cre02.g085279.t1.1	Cre02.g085279.t1.1									
30785290	Cre02.g085300	Cre02.g085300.t1.2	Cre02.g085300.t1.2									
30785178	Cre02.g085326	Cre02.g085326.t1.1	Cre02.g085326.t1.1									
30785285	Cre02.g085350	Cre02.g085350.t1.1	Cre02.g085350.t1.1									
30785286	Cre02.g085350	Cre02.g085350.t2.1	Cre02.g085350.t2.1									
30786113	Cre02.g085400	Cre02.g085400.t1.1	Cre02.g085400.t1.1									
30785718	Cre02.g085450	Cre02.g085450.t1.2	Cre02.g085450.t1.2	PF01218	PTHR10755,PTHR10755:SF0		1.3.3.3	K00228	GO:0055114,GO:0006779,GO:0004109	AT1G03475.1	ATCPO-I,HEMF1,LIN2	Coproporphyrinogen III oxidase
30784995	Cre02.g085500	Cre02.g085500.t1.1	Cre02.g085500.t1.1	PF07282								
30785526	Cre02.g085550	Cre02.g085550.t1.2	Cre02.g085550.t1.2									
30786503	Cre02.g085600	Cre02.g085600.t1.2	Cre02.g085600.t1.2	PF03959	PTHR22778	KOG2551				AT5G65400.1		alpha/beta-Hydrolases superfamily protein
30786111	Cre02.g085650	Cre02.g085650.t1.1	Cre02.g085650.t1.1	PF01026	PTHR10060,PTHR10060:SF15	KOG3020		K03424	GO:0016888	AT3G52390.1		TatD related DNase
30785514	Cre02.g085701	Cre02.g085701.t1.1	Cre02.g085701.t1.1	PF13639					GO:0008270,GO:0005515	AT2G39100.1		RING/U-box superfamily protein
30785881	Cre02.g085750	Cre02.g085750.t1.1	Cre02.g085750.t1.1	PF13416	PTHR12203,PTHR12203:SF13		4.6.1.1					
30785312	Cre02.g085800	Cre02.g085800.t1.1	Cre02.g085800.t1.1									
30784923	Cre02.g085850	Cre02.g085850.t1.1	Cre02.g085850.t1.1	PF00884	PTHR10342,PTHR10342:SF218	KOG3731	3.1.6.1		GO:0008484,GO:0008152			
30785748	Cre02.g085900	Cre02.g085900.t1.2	Cre02.g085900.t1.2	PF00459	PTHR20854,PTHR20854:SF17	KOG2951	3.1.3.25	K01092	GO:0046854	AT1G31190.1	IMPL1	myo-inositol monophosphatase like 1
30785369	Cre02.g085950	Cre02.g085950.t1.2	Cre02.g085950.t1.2	PF11523	PTHR33415,PTHR33415:SF3		2.7.7.6			AT5G62440.1		Protein of unknown function (DUF3223)
30786139	Cre02.g086000	Cre02.g086000.t1.1	Cre02.g086000.t1.1	PF01663	PTHR10342,PTHR10342:SF218	KOG3867	3.1.6.1		GO:0003824			
30786164	Cre02.g086050	Cre02.g086050.t1.1	Cre02.g086050.t1.1	PF01416	PTHR11142,PTHR11142:SF5	KOG2553	5.4.99.45,5.4.99.12,4.2.1.70	K01855	GO:0009982,GO:0009451,GO:0003723,GO:0001522	AT1G34150.1		Pseudouridine synthase family protein
30785905	Cre02.g086076	Cre02.g086076.t1.2	Cre02.g086076.t1.2		PTHR33524,PTHR33524:SF1					AT5G23200.1		
30785906	Cre02.g086076	Cre02.g086076.t2.1	Cre02.g086076.t2.1		PTHR33524,PTHR33524:SF1					AT5G23200.1		
30784943	Cre02.g086100	Cre02.g086100.t1.2	Cre02.g086100.t1.2		PTHR36327,PTHR36327:SF1					AT1G49975.1		
30785698	Cre02.g086150	Cre02.g086150.t1.2	Cre02.g086150.t1.2									
30785669	Cre02.g086200	Cre02.g086200.t1.2	Cre02.g086200.t1.2									
30785601	Cre02.g086250	Cre02.g086250.t1.1	Cre02.g086250.t1.1									
30786306	Cre02.g086300	Cre02.g086300.t1.1	Cre02.g086300.t1.1									
30786307	Cre02.g086300	Cre02.g086300.t2.1	Cre02.g086300.t2.1									
30786466	Cre02.g086326	Cre02.g086326.t1.1	Cre02.g086326.t1.1									
30785279	Cre02.g086350	Cre02.g086350.t1.1	Cre02.g086350.t1.1									
30786200	Cre02.g086400	Cre02.g086400.t1.2	Cre02.g086400.t1.2									
30785038	Cre02.g086428	Cre02.g086428.t1.1	Cre02.g086428.t1.1									
30786034	Cre02.g086456	Cre02.g086456.t1.2	Cre02.g086456.t1.2									
30786036	Cre02.g086456	Cre02.g086456.t2.1	Cre02.g086456.t2.1									
30786035	Cre02.g086456	Cre02.g086456.t3.1	Cre02.g086456.t3.1									
30784820	Cre02.g086500	Cre02.g086500.t1.2	Cre02.g086500.t1.2	PF00300	PTHR23029,PTHR23029:SF24	KOG4754				AT1G09935.1		Phosphoglycerate mutase family protein
30785530	Cre02.g086550	Cre02.g086550.t1.1	Cre02.g086550.t1.1	PF04055	PTHR30544,PTHR30544:SF3		2.1.1.192	K06941	GO:0051536,GO:0003824,GO:0008173,GO:0006364,GO:0005737	AT1G60230.1		Radical SAM superfamily protein
30786398	Cre02.g086600	Cre02.g086600.t1.2	Cre02.g086600.t1.2	PF12680								
30785243	Cre02.g086650	Cre02.g086650.t1.2	Cre02.g086650.t1.2	PF13476,PF06470	PTHR18937,PTHR18937:SF9			K06674	GO:0051276,GO:0005694,GO:0005524,GO:0005515,GO:0007076,GO:0000796	AT5G62410.1	ATCAP-E1,ATSMC4,SMC2,TTN3	structural maintenance of chromosomes 2
30785991	Cre02.g086700	Cre02.g086700.t1.2	Cre02.g086700.t1.2	PF10191	PTHR21443	KOG4182			GO:0017119,GO:0006886	AT5G51430.1	EYE	conserved oligomeric Golgi complex component-related / COG complex component-related
30786081	Cre02.g086750	Cre02.g086750.t1.1	Cre02.g086750.t1.1	PF03876	PTHR12709,PTHR12709:SF5		3.1.3.48	K03004	GO:0006351,GO:0003899	AT1G75670.2		DNA-directed RNA polymerases
30786082	Cre02.g086750	Cre02.g086750.t2.1	Cre02.g086750.t2.1	PF03876	PTHR12709,PTHR12709:SF5		3.1.3.48	K03004	GO:0006351,GO:0003899	AT1G75670.2		DNA-directed RNA polymerases
30784985	Cre02.g086800	Cre02.g086800.t1.2	Cre02.g086800.t1.2									
30786000	Cre02.g086850	Cre02.g086850.t1.1	Cre02.g086850.t1.1									
30784868	Cre02.g086887	Cre02.g086887.t1.1	Cre02.g086887.t1.1	PF04096,PF12110	PTHR23198			K14297	GO:0006810,GO:0005643	AT1G80680.1	MOS3,NUP96,PRE,SAR3	SUPPRESSOR OF AUXIN RESISTANCE 3
30784869	Cre02.g086887	Cre02.g086887.t2.1	Cre02.g086887.t2.1	PF04096	PTHR23198				GO:0006810,GO:0005643	AT1G10390.2		Nucleoporin autopeptidase
30784870	Cre02.g086887	Cre02.g086887.t3.1	Cre02.g086887.t3.1	PF12110	PTHR23198			K14297		AT1G80680.1	MOS3,NUP96,PRE,SAR3	SUPPRESSOR OF AUXIN RESISTANCE 3
30785821	Cre02.g087000	Cre02.g087000.t1.1	Cre02.g087000.t1.1	PF01753								
30785543	Cre02.g087050	Cre02.g087050.t1.1	Cre02.g087050.t1.1									
30786470	Cre02.g087100	Cre02.g087100.t1.2	Cre02.g087100.t1.2									
30785329	Cre02.g087150	Cre02.g087150.t1.2	Cre02.g087150.t1.2									
30785024	Cre02.g087200	Cre02.g087200.t1.1	Cre02.g087200.t1.1							AT2G41960.1		
30786060	Cre02.g087250	Cre02.g087250.t1.1	Cre02.g087250.t1.1									
30785990	Cre02.g087300	Cre02.g087300.t1.1	Cre02.g087300.t1.1	PF03446	PTHR10996,PTHR10996:SF114	KOG0069	1.1.1.79,1.1.1.81		GO:0055114,GO:0004616	AT1G12550.1		D-isomer specific 2-hydroxyacid dehydrogenase family protein
30785487	Cre02.g087324	Cre02.g087324.t1.1	Cre02.g087324.t1.1									
30786454	Cre02.g087350	Cre02.g087350.t1.1	Cre02.g087350.t1.1									
30786436	Cre02.g087400	Cre02.g087400.t1.2	Cre02.g087400.t1.2									
30785237	Cre02.g087450	Cre02.g087450.t1.2	Cre02.g087450.t1.2	PF02582	PTHR16255,PTHR16255:SF4	KOG2861				AT1G69380.1		Protein of unknown function (DUF155)
30785075	Cre02.g087500	Cre02.g087500.t1.1	Cre02.g087500.t1.1									
30786045	Cre02.g087551	Cre02.g087551.t1.1	Cre02.g087551.t1.1	PF10475,PF07928	PTHR12965,PTHR12965:SF0	KOG2115		K17600	GO:0042147	AT4G19490.1	ATVPS54,VPS54	VPS54
30785983	Cre02.g087600	Cre02.g087600.t1.1	Cre02.g087600.t1.1	PF00271,PF00176	PTHR10799,PTHR10799:SF689	KOG1001,KOG1002	3.6.4.12	K14439	GO:0005524	AT2G02090.1	CHA19,CHR19,ETL1	SNF2 domain-containing protein / helicase domain-containing protein
30784879	Cre02.g087633	Cre02.g087633.t1.1	Cre02.g087633.t1.1									
30785822	Cre02.g087666	Cre02.g087666.t1.1	Cre02.g087666.t1.1	PF00014	PTHR10083				GO:0004867			
30785120	Cre02.g087700	Cre02.g087700.t1.2	Cre02.g087700.t1.2	PF00141	PTHR31356,PTHR31356:SF1		1.11.1.11	K00434	GO:0055114,GO:0020037,GO:0006979,GO:0004601	AT4G08390.1	SAPX	stromal ascorbate peroxidase
30785802	Cre02.g087750	Cre02.g087750.t1.2	Cre02.g087750.t1.2	PF07714,PF00069	PTHR23257	KOG0192	2.7.11.1		GO:0006468,GO:0004672,GO:0005524	AT2G35050.1		Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
30785308	Cre02.g087800	Cre02.g087800.t1.1	Cre02.g087800.t1.1	PF07714	PTHR23257	KOG0192	2.7.11.25		GO:0006468,GO:0004672	AT3G63260.1	ATMRK1	Protein kinase superfamily protein
30784997	Cre02.g087850	Cre02.g087850.t1.1	Cre02.g087850.t1.1	PF07714	PTHR23257	KOG0192	2.7.11.25		GO:0006468,GO:0004672	AT5G38210.1		Protein kinase family protein
30785603	Cre02.g087900	Cre02.g087900.t1.1	Cre02.g087900.t1.1	PF00069	PTHR23257	KOG0192	2.7.11.25		GO:0006468,GO:0005524,GO:0004672	AT1G79570.1		Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
30785739	Cre02.g087950	Cre02.g087950.t1.2	Cre02.g087950.t1.2	PF01588,PF09334	PTHR11946,PTHR11946:SF86		6.1.1.10	K01874	GO:0000049,GO:0006418,GO:0005524,GO:0004812,GO:0000166	AT4G13780.1		methionine--tRNA ligase, putative / methionyl-tRNA synthetase, putative / MetRS, putative
30785293	Cre02.g088000	Cre02.g088000.t1.2	Cre02.g088000.t1.2	PF01145	PTHR23222,PTHR23222:SF1	KOG3090		K17081	GO:0016020	AT4G28510.1	ATPHB1,PHB1	prohibitin 1
30786281	Cre02.g088050	Cre02.g088050.t1.2	Cre02.g088050.t1.2	PF01876	PTHR13031		3.1.26.5	K03539	GO:0008033,GO:0004540	AT5G59980.2		Polymerase/histidinol phosphatase-like
30785180	Cre02.g088100	Cre02.g088100.t1.2	Cre02.g088100.t1.2									
30785938	Cre02.g088151	Cre02.g088151.t1.1	Cre02.g088151.t1.1									
30786096	Cre02.g088200	Cre02.g088200.t1.2	Cre02.g088200.t1.2	PF13848,PF00085	PTHR18929,PTHR18929:SF74	KOG0190	5.3.4.1	K09580	GO:0045454	AT5G60640.1	ATPDI2,ATPDIL1-4,PDI2,PDIL1-4	PDI-like 1-4
30786117	Cre02.g088250	Cre02.g088250.t1.2	Cre02.g088250.t1.2	PF12796,PF00698	PTHR10982	KOG2926	2.3.1.39	K00645		AT2G30200.1		catalytics;transferases;[acyl-carrier-protein] S-malonyltransferases;binding
30785564	Cre02.g088300	Cre02.g088300.t1.1	Cre02.g088300.t1.1	PF00294	PTHR10584,PTHR10584:SF179		2.7.1.20					
30784932	Cre02.g088350	Cre02.g088350.t1.1	Cre02.g088350.t1.1	PF09335	PTHR12677					AT2G02370.2		SNARE associated Golgi protein family
30785518	Cre02.g088400	Cre02.g088400.t1.2	Cre02.g088400.t1.2	PF00089,PF13180	PTHR22939,PTHR22939:SF81	KOG1320	3.4.21.107		GO:0006508,GO:0004252,GO:0005515	AT3G27925.1	Deg1,DEGP1	DegP protease 1
30785519	Cre02.g088400	Cre02.g088400.t2.1	Cre02.g088400.t2.1	PF00089,PF13180	PTHR22939,PTHR22939:SF81	KOG1320	3.4.21.107		GO:0006508,GO:0004252,GO:0005515	AT3G27925.1	Deg1,DEGP1	DegP protease 1
30785848	Cre02.g088450	Cre02.g088450.t1.1	Cre02.g088450.t1.1	PF08628,PF00787,PF02194	PTHR22999,PTHR22999:SF18				GO:0035091	AT1G15240.2		Phox-associated domain;Phox-like;Sorting nexin, C-terminal
30784871	Cre02.g088500	Cre02.g088500.t1.1	Cre02.g088500.t1.1	PF12680	PTHR33698,PTHR33698:SF3		5.3.3.1			AT1G71480.1		Nuclear transport factor 2 (NTF2) family protein
30786146	Cre02.g088551	Cre02.g088551.t1.1	Cre02.g088551.t1.1									
30784994	Cre02.g088600	Cre02.g088600.t1.2	Cre02.g088600.t1.2	PF02629,PF00549,PF00285	PTHR23118		2.3.3.8	K01648	GO:0048037,GO:0008152,GO:0003824,GO:0046912	AT3G06650.1	ACLB-1	ATP-citrate lyase B-1
30784800	Cre02.g088650	Cre02.g088650.t1.2	Cre02.g088650.t1.2				2.4.1.198					
30785749	Cre02.g088651	Cre02.g088651.t1.2	Cre02.g088651.t1.2									
30785219	Cre02.g088700	Cre02.g088700.t1.2	Cre02.g088700.t1.2									
30786209	Cre02.g088750	Cre02.g088750.t1.2	Cre02.g088750.t1.2	PF02260,PF00454,PF02259	PTHR11139,PTHR11139:SF1		2.7.11.1	K08874	GO:0005515,GO:0016773	AT4G36080.2		phosphotransferases, alcohol group as acceptor;binding;inositol or phosphatidylinositol kinases
30786179	Cre02.g088800	Cre02.g088800.t1.2	Cre02.g088800.t1.2	PF00076	PTHR24012				GO:0003676	AT3G04500.1		RNA-binding (RRM/RBD/RNP motifs) family protein
30785985	Cre02.g088850	Cre02.g088850.t1.2	Cre02.g088850.t1.2	PF00885	PTHR21058	KOG3243	2.5.1.78	K00794	GO:0009349,GO:0009231	AT2G44050.1	COS1	6,7-dimethyl-8-ribityllumazine synthase / DMRL synthase / lumazine synthase / riboflavin synthase
30785043	Cre02.g088900	Cre02.g088900.t1.2	Cre02.g088900.t1.2	PF00687	PTHR23105,PTHR23105:SF5			K02863		AT3G63490.1		Ribosomal protein L1p/L10e family
30785828	Cre02.g088950	Cre02.g088950.t1.2	Cre02.g088950.t1.2									
30785517	Cre02.g089000	Cre02.g089000.t1.1	Cre02.g089000.t1.1									
30784927	Cre02.g089050	Cre02.g089050.t1.1	Cre02.g089050.t1.1									
30785516	Cre02.g089100	Cre02.g089100.t1.2	Cre02.g089100.t1.2	PF01217,PF00928	PTHR10121					AT5G05010.2		clathrin adaptor complexes medium subunit family protein
30786340	Cre02.g089150	Cre02.g089150.t1.1	Cre02.g089150.t1.1	PF00569,PF00249	PTHR12374,PTHR12374:SF20	KOG0457		K11314	GO:0008270,GO:0016573,GO:0006357	AT3G07740.1	ADA2A,ATADA2A,HAC10,HXA02,HXA2	homolog of yeast ADA2 2A
30785287	Cre02.g089200	Cre02.g089200.t1.2	Cre02.g089200.t1.2	PF00856,PF02182	PTHR22884,PTHR22884:SF370	KOG1082	2.1.1.43		GO:0005515,GO:0042393	AT2G22740.2	SDG23,SUVH6	SU(VAR)3-9 homolog 6
30786258	Cre02.g089237	Cre02.g089237.t1.1	Cre02.g089237.t1.1	PF02207	PTHR21497,PTHR21497:SF24	KOG1140	3.4.17.20		GO:0008270	AT5G02310.1	PRT6	proteolysis 6
30785097	Cre02.g089274	Cre02.g089274.t1.1	Cre02.g089274.t1.1	PF12796,PF00415	PTHR22870,PTHR22870:SF175	KOG1427				AT3G03790.2		ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein
30785862	Cre02.g089311	Cre02.g089311.t1.1	Cre02.g089311.t1.1	PF00328	PTHR11567,PTHR11567:SF110		3.1.3.2		GO:0003993			
30785125	Cre02.g089350	Cre02.g089350.t1.1	Cre02.g089350.t1.1									
30785836	Cre02.g089400	Cre02.g089400.t1.1	Cre02.g089400.t1.1				2.7.11.18					
30786370	Cre02.g089450	Cre02.g089450.t1.2	Cre02.g089450.t1.2									
30785271	Cre02.g089500	Cre02.g089500.t1.2	Cre02.g089500.t1.2									
30784998	Cre02.g089550	Cre02.g089550.t1.2	Cre02.g089550.t1.2									
30784999	Cre02.g089550	Cre02.g089550.t2.1	Cre02.g089550.t2.1									
30785717	Cre02.g089600	Cre02.g089600.t1.1	Cre02.g089600.t1.1									
30785132	Cre02.g089608	Cre02.g089608.t1.2	Cre02.g089608.t1.2	PF06733,PF13307	PTHR11472,PTHR11472:SF34		3.6.4.12	K11136	GO:0005524,GO:0004003,GO:0003677,GO:0016818,GO:0008026,GO:0006139,GO:0003676	AT1G79950.1		RAD3-like DNA-binding helicase protein
30785885	Cre02.g089650	Cre02.g089650.t1.1	Cre02.g089650.t1.1									
30785228	Cre02.g089700	Cre02.g089700.t1.2	Cre02.g089700.t1.2									
30786192	Cre02.g089750	Cre02.g089750.t1.2	Cre02.g089750.t1.2									
30785611	Cre02.g089800	Cre02.g089800.t1.1	Cre02.g089800.t1.1									
30786190	Cre02.g089850	Cre02.g089850.t1.2	Cre02.g089850.t1.2	PF08512						AT3G28730.1	ATHMG,HMG,NFD,SSRP1	high mobility group
30786191	Cre02.g089850	Cre02.g089850.t2.1	Cre02.g089850.t2.1	PF08512				K09272		AT3G28730.1	ATHMG,HMG,NFD,SSRP1	high mobility group
30785215	Cre02.g089900	Cre02.g089900.t1.2	Cre02.g089900.t1.2	PF04144	PTHR10687	KOG3088			GO:0016021,GO:0015031	AT1G61250.1	SC3	secretory carrier 3
30785958	Cre02.g089950	Cre02.g089950.t1.2	Cre02.g089950.t1.2	PF14931	PTHR31978,PTHR31978:SF1			K16473				
30785210	Cre02.g090000	Cre02.g090000.t1.1	Cre02.g090000.t1.1	PF00211	PTHR12203,PTHR12203:SF13		4.6.1.1		GO:0035556,GO:0016849,GO:0009190			
30785361	Cre02.g090050	Cre02.g090050.t1.1	Cre02.g090050.t1.1									
30786343	Cre02.g090100	Cre02.g090100.t1.2	Cre02.g090100.t1.2	PF01529	PTHR22883		2.3.1.225	K18932	GO:0008270	AT3G04970.1		DHHC-type zinc finger family protein
30785624	Cre02.g090150	Cre02.g090150.t1.2	Cre02.g090150.t1.2	PF02569	PTHR21299,PTHR21299:SF1		6.3.2.1	K01918	GO:0015940,GO:0004592	AT5G48840.1	ATPTS,PANC,PTS	homolog of bacterial PANC
30785713	Cre02.g090200	Cre02.g090200.t1.1	Cre02.g090200.t1.1	PF14753	PTHR31214							
30784990	Cre02.g090276	Cre02.g090276.t1.1	Cre02.g090276.t1.1	PF04857	PTHR15092		3.1.13.4	K01148	GO:0005634	AT1G55870.1	AHG2,ATPARN	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
30785785	Cre02.g090350	Cre02.g090350.t1.1	Cre02.g090350.t1.1	PF15007	PTHR31477,PTHR31477:SF1			K16761				
30784819	Cre02.g090400	Cre02.g090400.t1.2	Cre02.g090400.t1.2									
30786078	Cre02.g090451	Cre02.g090451.t1.1	Cre02.g090451.t1.1									
30786041	Cre02.g090500	Cre02.g090500.t1.1	Cre02.g090500.t1.1	PF00271,PF00270	PTHR24031,PTHR24031:SF159	KOG0328	3.6.4.13	K13131	GO:0005524,GO:0003676	AT4G00660.1	ATRH8,RH8	RNAhelicase-like 8
30786458	Cre02.g090526	Cre02.g090526.t1.1	Cre02.g090526.t1.1									
30784885	Cre02.g090550	Cre02.g090550.t1.1	Cre02.g090550.t1.1	PF00884	PTHR10342,PTHR10342:SF228	KOG3867	3.1.6.1		GO:0008484,GO:0008152			
30786296	Cre02.g090600	Cre02.g090600.t1.2	Cre02.g090600.t1.2		PTHR22652,PTHR22652:SF0					AT4G30840.1		Transducin/WD40 repeat-like superfamily protein
30785521	Cre02.g090650	Cre02.g090650.t1.1	Cre02.g090650.t1.1	PF03908	PTHR12825			K08497		AT3G24315.1	AtSec20	Sec20 family protein
30785173	Cre02.g090689	Cre02.g090689.t1.2	Cre02.g090689.t1.2									
30785892	Cre02.g090700	Cre02.g090700.t1.1	Cre02.g090700.t1.1	PF07714	PTHR23257	KOG0192	2.7.11.1		GO:0006468,GO:0004672	AT1G18160.1		Protein kinase superfamily protein
30785927	Cre02.g090750	Cre02.g090750.t1.2	Cre02.g090750.t1.2	PF08574								
30785159	Cre02.g090850	Cre02.g090850.t1.1	Cre02.g090850.t1.1	PF07728,PF10431,PF02861,PF00004	PTHR11638,PTHR11638:SF121			K03695	GO:0016887,GO:0005524,GO:0019538	AT5G15450.1	APG6,CLPB-P,CLPB3	casein lytic proteinase B3
30785593	Cre02.g090900	Cre02.g090900.t1.1	Cre02.g090900.t1.1	PF00153	PTHR24089	KOG0760,KOG0765				AT1G07030.1		Mitochondrial substrate carrier family protein
30785594	Cre02.g090900	Cre02.g090900.t2.1	Cre02.g090900.t2.1	PF00153	PTHR24089	KOG0765,KOG0760				AT5G15640.1		Mitochondrial substrate carrier family protein
30786450	Cre02.g090950	Cre02.g090950.t1.1	Cre02.g090950.t1.1									
30785569	Cre02.g091000	Cre02.g091000.t1.2	Cre02.g091000.t1.2	PF05346	PTHR13317,PTHR13317:SF4					AT1G67960.1		
30786314	Cre02.g091050	Cre02.g091050.t1.2	Cre02.g091050.t1.2	PF00490	PTHR11458	KOG2794	4.2.1.24	K01698	GO:0046872,GO:0033014,GO:0004655	AT1G69740.2	HEMB1	Aldolase superfamily protein
30785346	Cre02.g091100	Cre02.g091100.t1.2	Cre02.g091100.t1.2	PF00827	PTHR11847	KOG1678		K02877	GO:0006412,GO:0005840,GO:0003735	AT4G16720.1		Ribosomal protein L23/L15e family protein
30786099	Cre02.g091150	Cre02.g091150.t1.1	Cre02.g091150.t1.1	PF00626,PF04810,PF04815,PF08033,PF04811	PTHR13803,PTHR13803:SF11			K14007	GO:0030127,GO:0008270,GO:0006888,GO:0006886	AT3G07100.1	ERMO2,SEC24A	Sec23/Sec24 protein transport family protein
30785288	Cre02.g091193	Cre02.g091193.t1.2	Cre02.g091193.t1.2							AT3G17668.1	ENA	DnaJ/Hsp40 cysteine-rich domain superfamily protein
30785175	Cre02.g091200	Cre02.g091200.t1.1	Cre02.g091200.t1.1	PF04209	PTHR11056		1.13.11.5	K00451	GO:0055114,GO:0006570,GO:0006559,GO:0004411	AT5G54080.1	HGO	homogentisate 1,2-dioxygenase
30785965	Cre02.g091226	Cre02.g091226.t1.1	Cre02.g091226.t1.1									
30784963	Cre02.g091250	Cre02.g091250.t1.2	Cre02.g091250.t1.2									
30786412	Cre02.g091300	Cre02.g091300.t1.1	Cre02.g091300.t1.1									
30785004	Cre02.g091350	Cre02.g091350.t1.1	Cre02.g091350.t1.1									
30785005	Cre02.g091350	Cre02.g091350.t2.1	Cre02.g091350.t2.1									
30785781	Cre02.g091400	Cre02.g091400.t1.1	Cre02.g091400.t1.1	PF07724,PF00004	PTHR11638,PTHR11638:SF18				GO:0005524	AT2G25140.1	CLPB-M,CLPB4,HSP98.7	casein lytic proteinase B4
30784813	Cre02.g091450	Cre02.g091450.t1.1	Cre02.g091450.t1.1									
30785558	Cre02.g091500	Cre02.g091500.t1.1	Cre02.g091500.t1.1		PTHR13595							
