transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
1414	1244	KOG1014	17 beta-hydroxysteroid dehydrogenase type 3, HSD17B3	Lipid transport and metabolism 	METABOLISM
1445	1275	KOG1269	SAM-dependent methyltransferases	Lipid transport and metabolism 	METABOLISM
1471	1301	KOG2877	sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases	Lipid transport and metabolism 	METABOLISM
1474	1304	KOG1200	Mitochondrial/plastidial beta-ketoacyl-ACP reductase	Lipid transport and metabolism 	METABOLISM
1488	1318	KOG1680	Enoyl-CoA hydratase	Lipid transport and metabolism 	METABOLISM
1590	1420	KOG1169	Diacylglycerol kinase	Lipid transport and metabolism 	METABOLISM
1591	1421	KOG1169	Diacylglycerol kinase	Lipid transport and metabolism 	METABOLISM
1685	1515	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
1757	1587	KOG0278	Serine/threonine kinase receptor-associated protein	Lipid transport and metabolism 	METABOLISM
1785	1615	KOG2804	Phosphorylcholine transferase/cholinephosphate cytidylyltransferase	Lipid transport and metabolism 	METABOLISM
1786	1616	KOG1455	Lysophospholipase	Lipid transport and metabolism 	METABOLISM
1834	1664	KOG1362	Choline transporter-like protein	Lipid transport and metabolism 	METABOLISM
1889	1719	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
1921	1751	KOG1602	Cis-prenyltransferase	Lipid transport and metabolism 	METABOLISM
2138	1968	KOG1389	3-oxoacyl CoA thiolase	Lipid transport and metabolism 	METABOLISM
2241	2071	KOG2088	Predicted lipase/calmodulin-binding heat-shock protein	Lipid transport and metabolism 	METABOLISM
2283	2113	KOG1269	SAM-dependent methyltransferases	Lipid transport and metabolism 	METABOLISM
2298	2128	KOG3720	Lysosomal & prostatic acid phosphatases	Lipid transport and metabolism 	METABOLISM
2354	2184	KOG1014	17 beta-hydroxysteroid dehydrogenase type 3, HSD17B3	Lipid transport and metabolism 	METABOLISM
2355	2185	KOG1014	17 beta-hydroxysteroid dehydrogenase type 3, HSD17B3	Lipid transport and metabolism 	METABOLISM
2534	2364	KOG1256	Long-chain acyl-CoA synthetases (AMP-forming)	Lipid transport and metabolism 	METABOLISM
2535	2365	KOG1256	Long-chain acyl-CoA synthetases (AMP-forming)	Lipid transport and metabolism 	METABOLISM
2558	2388	KOG2345	Serine/threonine protein kinase/TGF-beta stimulated factor	Lipid transport and metabolism 	METABOLISM
2570	2400	KOG3071	Fatty acyl-CoA elongase/Polyunsaturated fatty acid specific elongation enzyme	Lipid transport and metabolism 	METABOLISM
2624	2454	KOG2088	Predicted lipase/calmodulin-binding heat-shock protein	Lipid transport and metabolism 	METABOLISM
2665	2495	KOG3888	Gamma-butyrobetaine,2-oxoglutarate dioxygenase	Lipid transport and metabolism 	METABOLISM
2677	2507	KOG2468	Dolichol kinase	Lipid transport and metabolism 	METABOLISM
2701	2531	KOG0139	Short-chain acyl-CoA dehydrogenase	Lipid transport and metabolism 	METABOLISM
2900	2730	KOG1600	Fatty acid desaturase	Lipid transport and metabolism 	METABOLISM
2965	2795	KOG1471	Phosphatidylinositol transfer protein SEC14 and related proteins	Lipid transport and metabolism 	METABOLISM
3025	2855	KOG4232	Delta 6-fatty acid desaturase/delta-8 sphingolipid desaturase	Lipid transport and metabolism 	METABOLISM
3190	3020	KOG0368	Acetyl-CoA carboxylase	Lipid transport and metabolism 	METABOLISM
3256	3086	KOG1435	Sterol reductase/lamin B receptor	Lipid transport and metabolism 	METABOLISM
3274	3104	KOG1471	Phosphatidylinositol transfer protein SEC14 and related proteins	Lipid transport and metabolism 	METABOLISM
3291	3121	KOG1470	Phosphatidylinositol transfer protein PDR16 and related proteins	Lipid transport and metabolism 	METABOLISM
3295	3125	KOG3720	Lysosomal & prostatic acid phosphatases	Lipid transport and metabolism 	METABOLISM
3353	3183	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
3396	3226	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
3456	3286	KOG1269	SAM-dependent methyltransferases	Lipid transport and metabolism 	METABOLISM
3477	3307	KOG1111	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase	Lipid transport and metabolism 	METABOLISM
3503	3333	KOG2088	Predicted lipase/calmodulin-binding heat-shock protein	Lipid transport and metabolism 	METABOLISM
3555	3385	KOG1684	Enoyl-CoA hydratase	Lipid transport and metabolism 	METABOLISM
3569	3399	KOG1111	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase	Lipid transport and metabolism 	METABOLISM
3645	3475	KOG4170	2-enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase/Peroxisomal 3-ketoacyl-CoA-thiolase, sterol-binding domain and related enzymes	Lipid transport and metabolism 	METABOLISM
3646	3476	KOG1206	Peroxisomal multifunctional beta-oxidation protein and related enzymes	Lipid transport and metabolism 	METABOLISM
3703	3533	KOG0060	Long-chain acyl-CoA transporter, ABC superfamily (involved in peroxisome organization and biogenesis)	Lipid transport and metabolism 	METABOLISM
3704	3534	KOG0060	Long-chain acyl-CoA transporter, ABC superfamily (involved in peroxisome organization and biogenesis)	Lipid transport and metabolism 	METABOLISM
3705	3535	KOG0060	Long-chain acyl-CoA transporter, ABC superfamily (involved in peroxisome organization and biogenesis)	Lipid transport and metabolism 	METABOLISM
3729	3559	KOG1933	Cholesterol transport protein (Niemann-Pick C disease protein)	Lipid transport and metabolism 	METABOLISM
3784	3614	KOG0873	C-4 sterol methyl oxidase	Lipid transport and metabolism 	METABOLISM
3792	3622	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
3797	3627	KOG1362	Choline transporter-like protein	Lipid transport and metabolism 	METABOLISM
3810	3640	KOG1362	Choline transporter-like protein	Lipid transport and metabolism 	METABOLISM
3824	3654	KOG1470	Phosphatidylinositol transfer protein PDR16 and related proteins	Lipid transport and metabolism 	METABOLISM
3948	3778	KOG0817	Acyl-CoA-binding protein	Lipid transport and metabolism 	METABOLISM
3949	3779	KOG0380	Sterol O-acyltransferase/Diacylglycerol O-acyltransferase	Lipid transport and metabolism 	METABOLISM
3963	3793	KOG4471	Phosphatidylinositol 3-phosphate 3-phosphatase myotubularin MTM1	Lipid transport and metabolism 	METABOLISM
3971	3801	KOG0540	3-Methylcrotonyl-CoA carboxylase, non-biotin containing subunit/Acetyl-CoA carboxylase carboxyl transferase, subunit beta	Lipid transport and metabolism 	METABOLISM
4067	3897	KOG0136	Acyl-CoA oxidase	Lipid transport and metabolism 	METABOLISM
4107	3937	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
4123	3953	KOG1889	Putative phosphoinositide phosphatase	Lipid transport and metabolism 	METABOLISM
4125	3955	KOG4136	Predicted mitochondrial cholesterol transporter	Lipid transport and metabolism 	METABOLISM
4150	3980	KOG2369	Lecithin:cholesterol acyltransferase (LCAT)/Acyl-ceramide synthase	Lipid transport and metabolism 	METABOLISM
4158	3988	KOG0238	3-Methylcrotonyl-CoA carboxylase, biotin-containing subunit/Propionyl-CoA carboxylase, alpha chain/Acetyl-CoA carboxylase, biotin carboxylase subunit	Lipid transport and metabolism 	METABOLISM
4172	4002	KOG1256	Long-chain acyl-CoA synthetases (AMP-forming)	Lipid transport and metabolism 	METABOLISM
4173	4003	KOG1256	Long-chain acyl-CoA synthetases (AMP-forming)	Lipid transport and metabolism 	METABOLISM
4273	4103	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
4368	4198	KOG4178	Soluble epoxide hydrolase	Lipid transport and metabolism 	METABOLISM
4409	4239	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM
4415	4245	KOG1256	Long-chain acyl-CoA synthetases (AMP-forming)	Lipid transport and metabolism 	METABOLISM
4467	4297	KOG1325	Lysophospholipase	Lipid transport and metabolism 	METABOLISM
4479	4309	KOG2112	Lysophospholipase	Lipid transport and metabolism 	METABOLISM
4489	4319	KOG1169	Diacylglycerol kinase	Lipid transport and metabolism 	METABOLISM
4492	4322	KOG3072	Long chain fatty acid elongase	Lipid transport and metabolism 	METABOLISM
4503	4333	KOG0872	Sterol C5 desaturase	Lipid transport and metabolism 	METABOLISM
4518	4348	KOG4170	2-enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase/Peroxisomal 3-ketoacyl-CoA-thiolase, sterol-binding domain and related enzymes	Lipid transport and metabolism 	METABOLISM
4585	4415	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
4619	4449	KOG1617	CDP-alcohol phosphatidyltransferase/Phosphatidylglycerol-phosphate synthase	Lipid transport and metabolism 	METABOLISM
4698	4528	KOG3059	N-acetylglucosaminyltransferase complex, subunit PIG-C/GPI2, required for phosphatidylinositol biosynthesis	Lipid transport and metabolism 	METABOLISM
4712	4542	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
4717	4547	KOG1362	Choline transporter-like protein	Lipid transport and metabolism 	METABOLISM
4724	4554	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM
4747	4577	KOG1470	Phosphatidylinositol transfer protein PDR16 and related proteins	Lipid transport and metabolism 	METABOLISM
4763	4593	KOG1679	Enoyl-CoA hydratase	Lipid transport and metabolism 	METABOLISM
4766	4596	KOG0016	Enoyl-CoA hydratase/isomerase	Lipid transport and metabolism 	METABOLISM
4898	4728	KOG2624	Triglyceride lipase-cholesterol esterase	Lipid transport and metabolism 	METABOLISM
4899	4729	KOG2624	Triglyceride lipase-cholesterol esterase	Lipid transport and metabolism 	METABOLISM
4913	4743	KOG1620	Inositol polyphosphate multikinase, component of the ARGR transcription regulatory complex	Lipid transport and metabolism 	METABOLISM
4972	4802	KOG2208	Vigilin	Lipid transport and metabolism 	METABOLISM
4985	4815	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
5016	4846	KOG1459	Squalene synthetase	Lipid transport and metabolism 	METABOLISM
5105	4935	KOG1111	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase	Lipid transport and metabolism 	METABOLISM
5137	4967	KOG1680	Enoyl-CoA hydratase	Lipid transport and metabolism 	METABOLISM
5261	5091	KOG3072	Long chain fatty acid elongase	Lipid transport and metabolism 	METABOLISM
5266	5096	KOG2112	Lysophospholipase	Lipid transport and metabolism 	METABOLISM
5276	5106	KOG2369	Lecithin:cholesterol acyltransferase (LCAT)/Acyl-ceramide synthase	Lipid transport and metabolism 	METABOLISM
5382	5212	KOG4232	Delta 6-fatty acid desaturase/delta-8 sphingolipid desaturase	Lipid transport and metabolism 	METABOLISM
5401	5231	KOG1639	Steroid reductase required for elongation of the very long chain fatty acids	Lipid transport and metabolism 	METABOLISM
5408	5238	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
5423	5253	KOG1471	Phosphatidylinositol transfer protein SEC14 and related proteins	Lipid transport and metabolism 	METABOLISM
5438	5268	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM
5543	5373	KOG1176	Acyl-CoA synthetase	Lipid transport and metabolism 	METABOLISM
5544	5374	KOG2508	Predicted phospholipase	Lipid transport and metabolism 	METABOLISM
5568	5398	KOG0060	Long-chain acyl-CoA transporter, ABC superfamily (involved in peroxisome organization and biogenesis)	Lipid transport and metabolism 	METABOLISM
5575	5405	KOG3035	Isoamyl acetate-hydrolyzing esterase	Lipid transport and metabolism 	METABOLISM
5682	5512	KOG1430	C-3 sterol dehydrogenase/3-beta-hydroxysteroid dehydrogenase and related dehydrogenases	Lipid transport and metabolism 	METABOLISM
5683	5513	KOG1430	C-3 sterol dehydrogenase/3-beta-hydroxysteroid dehydrogenase and related dehydrogenases	Lipid transport and metabolism 	METABOLISM
5703	5533	KOG1256	Long-chain acyl-CoA synthetases (AMP-forming)	Lipid transport and metabolism 	METABOLISM
5756	5586	KOG1176	Acyl-CoA synthetase	Lipid transport and metabolism 	METABOLISM
5769	5599	KOG1325	Lysophospholipase	Lipid transport and metabolism 	METABOLISM
5860	5690	KOG0872	Sterol C5 desaturase	Lipid transport and metabolism 	METABOLISM
6016	5846	KOG1455	Lysophospholipase	Lipid transport and metabolism 	METABOLISM
6017	5847	KOG1455	Lysophospholipase	Lipid transport and metabolism 	METABOLISM
6027	5857	KOG1683	Hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase	Lipid transport and metabolism 	METABOLISM
6033	5863	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
6161	5991	KOG3072	Long chain fatty acid elongase	Lipid transport and metabolism 	METABOLISM
6168	5998	KOG4720	Ethanolamine kinase	Lipid transport and metabolism 	METABOLISM
6234	6064	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
6274	6104	KOG1362	Choline transporter-like protein	Lipid transport and metabolism 	METABOLISM
6425	6255	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
6443	6273	KOG1617	CDP-alcohol phosphatidyltransferase/Phosphatidylglycerol-phosphate synthase	Lipid transport and metabolism 	METABOLISM
6526	6356	KOG4232	Delta 6-fatty acid desaturase/delta-8 sphingolipid desaturase	Lipid transport and metabolism 	METABOLISM
6531	6361	KOG0540	3-Methylcrotonyl-CoA carboxylase, non-biotin containing subunit/Acetyl-CoA carboxylase carboxyl transferase, subunit beta	Lipid transport and metabolism 	METABOLISM
6578	6408	KOG1176	Acyl-CoA synthetase	Lipid transport and metabolism 	METABOLISM
6617	6447	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
6644	6474	KOG3072	Long chain fatty acid elongase	Lipid transport and metabolism 	METABOLISM
6680	6510	KOG0141	Isovaleryl-CoA dehydrogenase	Lipid transport and metabolism 	METABOLISM
6709	6539	KOG4232	Delta 6-fatty acid desaturase/delta-8 sphingolipid desaturase	Lipid transport and metabolism 	METABOLISM
6712	6542	KOG1391	Acetyl-CoA acetyltransferase	Lipid transport and metabolism 	METABOLISM
6753	6583	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
6756	6586	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
6761	6591	KOG1175	Acyl-CoA synthetase	Lipid transport and metabolism 	METABOLISM
6764	6594	KOG3957	Predicted L-carnitine dehydratase/alpha-methylacyl-CoA racemase	Lipid transport and metabolism 	METABOLISM
6899	6729	KOG1471	Phosphatidylinositol transfer protein SEC14 and related proteins	Lipid transport and metabolism 	METABOLISM
6901	6731	KOG1471	Phosphatidylinositol transfer protein SEC14 and related proteins	Lipid transport and metabolism 	METABOLISM
6924	6754	KOG2848	1-acyl-sn-glycerol-3-phosphate acyltransferase	Lipid transport and metabolism 	METABOLISM
6930	6760	KOG3670	Phospholipase	Lipid transport and metabolism 	METABOLISM
6955	6785	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
7004	6834	KOG0693	Myo-inositol-1-phosphate synthase	Lipid transport and metabolism 	METABOLISM
7012	6842	KOG4471	Phosphatidylinositol 3-phosphate 3-phosphatase myotubularin MTM1	Lipid transport and metabolism 	METABOLISM
7057	6887	KOG3290	Peroxisomal phytanoyl-CoA hydroxylase	Lipid transport and metabolism 	METABOLISM
7077	6907	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
7097	6927	KOG1298	Squalene monooxygenase	Lipid transport and metabolism 	METABOLISM
7101	6931	KOG2508	Predicted phospholipase	Lipid transport and metabolism 	METABOLISM
7118	6948	KOG1505	Lysophosphatidic acid acyltransferase LPAAT and related acyltransferases	Lipid transport and metabolism 	METABOLISM
7193	7023	KOG4178	Soluble epoxide hydrolase	Lipid transport and metabolism 	METABOLISM
7292	7122	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM
7295	7125	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
7314	7144	KOG1175	Acyl-CoA synthetase	Lipid transport and metabolism 	METABOLISM
7315	7145	KOG1175	Acyl-CoA synthetase	Lipid transport and metabolism 	METABOLISM
7356	7186	KOG2345	Serine/threonine protein kinase/TGF-beta stimulated factor	Lipid transport and metabolism 	METABOLISM
7357	7187	KOG2345	Serine/threonine protein kinase/TGF-beta stimulated factor	Lipid transport and metabolism 	METABOLISM
7394	7224	KOG0059	Lipid exporter ABCA1 and related proteins, ABC superfamily	Lipid transport and metabolism 	METABOLISM
7499	7329	KOG0059	Lipid exporter ABCA1 and related proteins, ABC superfamily	Lipid transport and metabolism 	METABOLISM
7599	7429	KOG1256	Long-chain acyl-CoA synthetases (AMP-forming)	Lipid transport and metabolism 	METABOLISM
7609	7439	KOG1392	Acetyl-CoA acetyltransferase	Lipid transport and metabolism 	METABOLISM
7743	7573	KOG3964	Phosphatidylglycerolphosphate synthase	Lipid transport and metabolism 	METABOLISM
7744	7574	KOG3964	Phosphatidylglycerolphosphate synthase	Lipid transport and metabolism 	METABOLISM
7781	7611	KOG1455	Lysophospholipase	Lipid transport and metabolism 	METABOLISM
7791	7621	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
7813	7643	KOG3240	Phosphatidylinositol synthase	Lipid transport and metabolism 	METABOLISM
7824	7654	KOG1394	3-oxoacyl-(acyl-carrier-protein) synthase (I and II)	Lipid transport and metabolism 	METABOLISM
7825	7655	KOG0137	Very-long-chain acyl-CoA dehydrogenase	Lipid transport and metabolism 	METABOLISM
7826	7656	KOG0137	Very-long-chain acyl-CoA dehydrogenase	Lipid transport and metabolism 	METABOLISM
7914	7744	KOG1116	Sphingosine kinase, involved in sphingolipid metabolism	Lipid transport and metabolism 	METABOLISM
7946	7776	KOG1505	Lysophosphatidic acid acyltransferase LPAAT and related acyltransferases	Lipid transport and metabolism 	METABOLISM
8027	7857	KOG1681	Enoyl-CoA isomerase	Lipid transport and metabolism 	METABOLISM
8054	7884	KOG1471	Phosphatidylinositol transfer protein SEC14 and related proteins	Lipid transport and metabolism 	METABOLISM
8064	7894	KOG1212	Amidases	Lipid transport and metabolism 	METABOLISM
8065	7895	KOG1212	Amidases	Lipid transport and metabolism 	METABOLISM
8102	7932	KOG0873	C-4 sterol methyl oxidase	Lipid transport and metabolism 	METABOLISM
8116	7946	KOG1471	Phosphatidylinositol transfer protein SEC14 and related proteins	Lipid transport and metabolism 	METABOLISM
8119	7949	KOG1047	Bifunctional leukotriene A4 hydrolase/aminopeptidase LTA4H	Lipid transport and metabolism 	METABOLISM
8170	8000	KOG1471	Phosphatidylinositol transfer protein SEC14 and related proteins	Lipid transport and metabolism 	METABOLISM
8208	8038	KOG1176	Acyl-CoA synthetase	Lipid transport and metabolism 	METABOLISM
8209	8039	KOG1176	Acyl-CoA synthetase	Lipid transport and metabolism 	METABOLISM
8304	8134	KOG2735	Phosphatidylserine synthase	Lipid transport and metabolism 	METABOLISM
8318	8148	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
8376	8206	KOG1362	Choline transporter-like protein	Lipid transport and metabolism 	METABOLISM
8377	8207	KOG1362	Choline transporter-like protein	Lipid transport and metabolism 	METABOLISM
8439	8269	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
8473	8303	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM
8581	8411	KOG1394	3-oxoacyl-(acyl-carrier-protein) synthase (I and II)	Lipid transport and metabolism 	METABOLISM
8609	8439	KOG2116	Protein involved in plasmid maintenance/nuclear protein involved in lipid metabolism	Lipid transport and metabolism 	METABOLISM
8610	8440	KOG2803	Choline phosphate cytidylyltransferase/Predicted CDP-ethanolamine synthase	Lipid transport and metabolism 	METABOLISM
8665	8495	KOG3072	Long chain fatty acid elongase	Lipid transport and metabolism 	METABOLISM
8671	8501	KOG0059	Lipid exporter ABCA1 and related proteins, ABC superfamily	Lipid transport and metabolism 	METABOLISM
8702	8532	KOG2779	N-myristoyl transferase	Lipid transport and metabolism 	METABOLISM
8713	8543	KOG1684	Enoyl-CoA hydratase	Lipid transport and metabolism 	METABOLISM
8727	8557	KOG1014	17 beta-hydroxysteroid dehydrogenase type 3, HSD17B3	Lipid transport and metabolism 	METABOLISM
8732	8562	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
8796	8626	KOG1179	Very long-chain acyl-CoA synthetase/fatty acid transporter	Lipid transport and metabolism 	METABOLISM
8797	8627	KOG1179	Very long-chain acyl-CoA synthetase/fatty acid transporter	Lipid transport and metabolism 	METABOLISM
8824	8654	KOG1014	17 beta-hydroxysteroid dehydrogenase type 3, HSD17B3	Lipid transport and metabolism 	METABOLISM
8857	8687	KOG1111	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase	Lipid transport and metabolism 	METABOLISM
8890	8720	KOG1440	CDP-diacylglycerol synthase	Lipid transport and metabolism 	METABOLISM
8895	8725	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
8965	8795	KOG1269	SAM-dependent methyltransferases	Lipid transport and metabolism 	METABOLISM
8969	8799	KOG1679	Enoyl-CoA hydratase	Lipid transport and metabolism 	METABOLISM
9028	8858	KOG1269	SAM-dependent methyltransferases	Lipid transport and metabolism 	METABOLISM
9065	8895	KOG2848	1-acyl-sn-glycerol-3-phosphate acyltransferase	Lipid transport and metabolism 	METABOLISM
9113	8943	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
9176	9006	KOG1680	Enoyl-CoA hydratase	Lipid transport and metabolism 	METABOLISM
9201	9031	KOG3006	Transthyretin and related proteins	Lipid transport and metabolism 	METABOLISM
9256	9086	KOG1470	Phosphatidylinositol transfer protein PDR16 and related proteins	Lipid transport and metabolism 	METABOLISM
9284	9114	KOG1206	Peroxisomal multifunctional beta-oxidation protein and related enzymes	Lipid transport and metabolism 	METABOLISM
9289	9119	KOG3006	Transthyretin and related proteins	Lipid transport and metabolism 	METABOLISM
9306	9136	KOG2877	sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases	Lipid transport and metabolism 	METABOLISM
9350	9180	KOG2763	Acyl-CoA thioesterase	Lipid transport and metabolism 	METABOLISM
9389	9219	KOG1269	SAM-dependent methyltransferases	Lipid transport and metabolism 	METABOLISM
9470	9300	KOG2848	1-acyl-sn-glycerol-3-phosphate acyltransferase	Lipid transport and metabolism 	METABOLISM
9486	9316	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
9507	9337	KOG3035	Isoamyl acetate-hydrolyzing esterase	Lipid transport and metabolism 	METABOLISM
9787	9617	KOG1470	Phosphatidylinositol transfer protein PDR16 and related proteins	Lipid transport and metabolism 	METABOLISM
9826	9656	KOG4232	Delta 6-fatty acid desaturase/delta-8 sphingolipid desaturase	Lipid transport and metabolism 	METABOLISM
9827	9657	KOG3030	Lipid phosphate phosphatase and related enzymes of the PAP2 family	Lipid transport and metabolism 	METABOLISM
9836	9666	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
9841	9671	KOG1435	Sterol reductase/lamin B receptor	Lipid transport and metabolism 	METABOLISM
9860	9690	KOG1111	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase	Lipid transport and metabolism 	METABOLISM
9863	9693	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
9949	9779	KOG1471	Phosphatidylinositol transfer protein SEC14 and related proteins	Lipid transport and metabolism 	METABOLISM
9950	9780	KOG3290	Peroxisomal phytanoyl-CoA hydroxylase	Lipid transport and metabolism 	METABOLISM
9959	9789	KOG1430	C-3 sterol dehydrogenase/3-beta-hydroxysteroid dehydrogenase and related dehydrogenases	Lipid transport and metabolism 	METABOLISM
9972	9802	KOG2926	Malonyl-CoA:ACP transacylase	Lipid transport and metabolism 	METABOLISM
9981	9811	KOG4411	Phytoene/squalene synthetase	Lipid transport and metabolism 	METABOLISM
10002	9832	KOG2898	Predicted phosphate acyltransferase, contains PlsC domain	Lipid transport and metabolism 	METABOLISM
10008	9838	KOG1440	CDP-diacylglycerol synthase	Lipid transport and metabolism 	METABOLISM
10055	9885	KOG0238	3-Methylcrotonyl-CoA carboxylase, biotin-containing subunit/Propionyl-CoA carboxylase, alpha chain/Acetyl-CoA carboxylase, biotin carboxylase subunit	Lipid transport and metabolism 	METABOLISM
10079	9909	KOG3177	Oligoketide cyclase/lipid transport protein	Lipid transport and metabolism 	METABOLISM
10087	9917	KOG4826	C-8,7 sterol isomerase	Lipid transport and metabolism 	METABOLISM
10263	10093	KOG1393	Hydroxymethylglutaryl-CoA synthase	Lipid transport and metabolism 	METABOLISM
10275	10105	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
10276	10106	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
10389	10219	KOG1471	Phosphatidylinositol transfer protein SEC14 and related proteins	Lipid transport and metabolism 	METABOLISM
10473	10303	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
10483	10313	KOG1682	Enoyl-CoA isomerase	Lipid transport and metabolism 	METABOLISM
10620	10450	KOG2308	Phosphatidic acid-preferring phospholipase A1, contains DDHD domain	Lipid transport and metabolism 	METABOLISM
10675	10505	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
10687	10517	KOG1329	Phospholipase D1	Lipid transport and metabolism 	METABOLISM
10701	10531	KOG1269	SAM-dependent methyltransferases	Lipid transport and metabolism 	METABOLISM
10719	10549	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM
10720	10550	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM
10756	10586	KOG1683	Hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase	Lipid transport and metabolism 	METABOLISM
10773	10603	KOG2304	3-hydroxyacyl-CoA dehydrogenase	Lipid transport and metabolism 	METABOLISM
10804	10634	KOG1459	Squalene synthetase	Lipid transport and metabolism 	METABOLISM
10806	10636	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
10807	10637	KOG0059	Lipid exporter ABCA1 and related proteins, ABC superfamily	Lipid transport and metabolism 	METABOLISM
10808	10638	KOG0059	Lipid exporter ABCA1 and related proteins, ABC superfamily	Lipid transport and metabolism 	METABOLISM
10809	10639	KOG0059	Lipid exporter ABCA1 and related proteins, ABC superfamily	Lipid transport and metabolism 	METABOLISM
10810	10640	KOG0059	Lipid exporter ABCA1 and related proteins, ABC superfamily	Lipid transport and metabolism 	METABOLISM
10811	10641	KOG0059	Lipid exporter ABCA1 and related proteins, ABC superfamily	Lipid transport and metabolism 	METABOLISM
10820	10650	KOG1200	Mitochondrial/plastidial beta-ketoacyl-ACP reductase	Lipid transport and metabolism 	METABOLISM
