proteinId	gotermId	goName	gotermType	goAcc
3150	11802	protein metabolic process	biological_process	GO:0019538
3150	9876	oxidoreductase activity, acting on sulfur group of donors, disulfide as acceptor	molecular_function	GO:0016671
3150	5795	peptide-methionine-(S)-S-oxide reductase activity	molecular_function	GO:0008113
3151	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
3151	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
3151	6667	biosynthetic process	biological_process	GO:0009058
3156	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
3157	4501	transcription initiation	biological_process	GO:0006352
3157	3866	transcription factor complex	cellular_component	GO:0005667
3157	2198	RNA polymerase II transcription factor activity	molecular_function	GO:0003702
3157	2176	DNA binding	molecular_function	GO:0003677
3158	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
3158	5830	metabolic process	biological_process	GO:0008152
3158	2290	catalytic activity	molecular_function	GO:0003824
3158	4698	tryptophan metabolic process	biological_process	GO:0006568
3158	3194	tryptophan synthase activity	molecular_function	GO:0004834
3159	23919	FAD binding	molecular_function	GO:0050660
3159	5721	tRNA processing	biological_process	GO:0008033
3161	4556	translation	biological_process	GO:0006412
3161	4025	ribosome	cellular_component	GO:0005840
3161	3827	intracellular	cellular_component	GO:0005622
3161	2227	structural constituent of ribosome	molecular_function	GO:0003735
3166	3724	calcium ion binding	molecular_function	GO:0005509
3168	21295	metal ion binding	molecular_function	GO:0046872
3183	4758	lipid metabolic process	biological_process	GO:0006629
3183	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
3184	4758	lipid metabolic process	biological_process	GO:0006629
3184	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
3187	3708	binding	molecular_function	GO:0005488
3188	4602	protein amino acid phosphorylation	biological_process	GO:0006468
3188	3736	ATP binding	molecular_function	GO:0005524
3188	3043	protein kinase activity	molecular_function	GO:0004672
3188	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
3190	4639	proteolysis	biological_process	GO:0006508
3190	2682	serine-type endopeptidase activity	molecular_function	GO:0004252
3190	2290	catalytic activity	molecular_function	GO:0003824
3191	3708	binding	molecular_function	GO:0005488
3193	14875	small subunit processome	cellular_component	GO:0032040
3193	4513	rRNA processing	biological_process	GO:0006364
3201	14875	small subunit processome	cellular_component	GO:0032040
3201	4513	rRNA processing	biological_process	GO:0006364
3203	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
3205	4639	proteolysis	biological_process	GO:0006508
3205	2619	metallocarboxypeptidase activity	molecular_function	GO:0004181
3216	9985	hydrolase activity	molecular_function	GO:0016787
3216	10190	myosin phosphatase complex	cellular_component	GO:0017023
3216	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
3216	10186	myosin phosphatase activity	molecular_function	GO:0017018
3216	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
3216	6080	CTD phosphatase activity	molecular_function	GO:0008420
3216	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
3216	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
3216	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
3216	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
3217	9985	hydrolase activity	molecular_function	GO:0016787
3217	10190	myosin phosphatase complex	cellular_component	GO:0017023
3217	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
3217	10186	myosin phosphatase activity	molecular_function	GO:0017018
3217	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
3217	6080	CTD phosphatase activity	molecular_function	GO:0008420
3217	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
3217	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
3217	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
3217	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
3218	3708	binding	molecular_function	GO:0005488
3226	14021	phosphopantetheine binding	molecular_function	GO:0031177
3226	5830	metabolic process	biological_process	GO:0008152
3226	2290	catalytic activity	molecular_function	GO:0003824
3229	8441	DNA integration	biological_process	GO:0015074
3229	2176	DNA binding	molecular_function	GO:0003677
3229	2175	nucleic acid binding	molecular_function	GO:0003676
3231	3727	protein binding	molecular_function	GO:0005515
3233	10079	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	GO:0016884
3233	4556	translation	biological_process	GO:0006412
3233	10069	ligase activity	molecular_function	GO:0016874
3236	21295	metal ion binding	molecular_function	GO:0046872
3236	4918	superoxide metabolic process	biological_process	GO:0006801
3236	3145	superoxide dismutase activity	molecular_function	GO:0004784
3244	5830	metabolic process	biological_process	GO:0008152
3244	3167	triose-phosphate isomerase activity	molecular_function	GO:0004807
3245	5830	metabolic process	biological_process	GO:0008152
3245	3167	triose-phosphate isomerase activity	molecular_function	GO:0004807
3248	13135	carbohydrate binding	molecular_function	GO:0030246
3248	9351	carbohydrate catabolic process	biological_process	GO:0016052
3248	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
3250	10039	strictosidine synthase activity	molecular_function	GO:0016844
3251	21106	response to antibiotic	biological_process	GO:0046677
3251	9321	integral to membrane	cellular_component	GO:0016021
3251	9211	tetracycline transport	biological_process	GO:0015904
3251	8851	tetracycline:hydrogen antiporter activity	molecular_function	GO:0015520
3253	5721	tRNA processing	biological_process	GO:0008033
3253	2928	ribonuclease activity	molecular_function	GO:0004540
3253	2290	catalytic activity	molecular_function	GO:0003824
3253	2916	ribonuclease P activity	molecular_function	GO:0004526
3257	2175	nucleic acid binding	molecular_function	GO:0003676
3259	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
3259	4556	translation	biological_process	GO:0006412
3259	3930	cytoplasm	cellular_component	GO:0005737
3259	3736	ATP binding	molecular_function	GO:0005524
3259	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
3259	162	nucleotide binding	molecular_function	GO:0000166
3259	4580	tyrosyl-tRNA aminoacylation	biological_process	GO:0006437
3259	3191	tyrosine-tRNA ligase activity	molecular_function	GO:0004831
3259	2216	RNA binding	molecular_function	GO:0003723
3260	17271	phosphoinositide binding	molecular_function	GO:0035091
3260	5239	cell communication	biological_process	GO:0007154
3260	3727	protein binding	molecular_function	GO:0005515
3261	9710	oxidoreductase activity	molecular_function	GO:0016491
3261	5830	metabolic process	biological_process	GO:0008152
3261	4283	electron transport	biological_process	GO:0006118
3262	24336	unfolded protein binding	molecular_function	GO:0051082
3262	4591	protein folding	biological_process	GO:0006457
3262	3736	ATP binding	molecular_function	GO:0005524
3262	19405	cellular protein metabolic process	biological_process	GO:0044267
3262	3727	protein binding	molecular_function	GO:0005515
3266	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
3266	162	nucleotide binding	molecular_function	GO:0000166
3266	3737	GTP binding	molecular_function	GO:0005525
3267	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
3267	162	nucleotide binding	molecular_function	GO:0000166
3267	3736	ATP binding	molecular_function	GO:0005524
3267	13056	protein catabolic process	biological_process	GO:0030163
3267	9985	hydrolase activity	molecular_function	GO:0016787
3267	3930	cytoplasm	cellular_component	GO:0005737
3267	3838	nucleus	cellular_component	GO:0005634
3268	9320	membrane	cellular_component	GO:0016020
3268	3724	calcium ion binding	molecular_function	GO:0005509
3268	2948	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	molecular_function	GO:0004571
3269	4639	proteolysis	biological_process	GO:0006508
3269	2632	pepsin A activity	molecular_function	GO:0004194
3269	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
3269	2630	cathepsin D activity	molecular_function	GO:0004192
3270	5830	metabolic process	biological_process	GO:0008152
3270	2290	catalytic activity	molecular_function	GO:0003824
3270	10063	intramolecular transferase activity, phosphotransferases	molecular_function	GO:0016868
3270	4261	glycolysis	biological_process	GO:0006096
3272	2216	RNA binding	molecular_function	GO:0003723
3276	18089	phosphoric ester hydrolase activity	molecular_function	GO:0042578
3276	4143	carbohydrate metabolic process	biological_process	GO:0005975
3276	17662	fructose-bisphosphatase activity	molecular_function	GO:0042132
3277	4602	protein amino acid phosphorylation	biological_process	GO:0006468
3277	3736	ATP binding	molecular_function	GO:0005524
3277	3043	protein kinase activity	molecular_function	GO:0004672
3277	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
3278	3708	binding	molecular_function	GO:0005488
3279	3708	binding	molecular_function	GO:0005488
3282	2175	nucleic acid binding	molecular_function	GO:0003676
3284	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
3284	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
3284	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
3286	5846	methyltransferase activity	molecular_function	GO:0008168
3286	5830	metabolic process	biological_process	GO:0008152
3290	3736	ATP binding	molecular_function	GO:0005524
3290	2792	helicase activity	molecular_function	GO:0004386
3290	2175	nucleic acid binding	molecular_function	GO:0003676
3290	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
3291	3736	ATP binding	molecular_function	GO:0005524
3291	2792	helicase activity	molecular_function	GO:0004386
3291	2175	nucleic acid binding	molecular_function	GO:0003676
3292	10048	isomerase activity	molecular_function	GO:0016853
3292	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
3292	2290	catalytic activity	molecular_function	GO:0003824
3293	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
3293	6667	biosynthetic process	biological_process	GO:0009058
3293	21794	dodecanoyl-[acyl-carrier-protein] hydrolase activity	molecular_function	GO:0047381
3296	21106	response to antibiotic	biological_process	GO:0046677
3296	13507	beta-lactam antibiotic catabolic process	biological_process	GO:0030655
3296	6419	beta-lactamase activity	molecular_function	GO:0008800
3297	5939	zinc ion binding	molecular_function	GO:0008270
3297	3727	protein binding	molecular_function	GO:0005515
3297	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
3297	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
3297	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
3297	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
3297	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
3298	19375	cellular metabolic process	biological_process	GO:0044237
3298	20958	S-methyl-5-thioribose-1-phosphate isomerase activity	molecular_function	GO:0046523
3300	6695	methionine biosynthetic process	biological_process	GO:0009086
3300	2337	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	GO:0003871
3300	6284	amino acid biosynthetic process	biological_process	GO:0008652
3300	5939	zinc ion binding	molecular_function	GO:0008270
3301	6695	methionine biosynthetic process	biological_process	GO:0009086
3301	2337	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	GO:0003871
3301	6284	amino acid biosynthetic process	biological_process	GO:0008652
3301	5939	zinc ion binding	molecular_function	GO:0008270
3304	3736	ATP binding	molecular_function	GO:0005524
3304	2792	helicase activity	molecular_function	GO:0004386
3304	2175	nucleic acid binding	molecular_function	GO:0003676
3304	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
3306	4602	protein amino acid phosphorylation	biological_process	GO:0006468
3306	3736	ATP binding	molecular_function	GO:0005524
3306	3043	protein kinase activity	molecular_function	GO:0004672
3306	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
3306	3073	MAP kinase activity	molecular_function	GO:0004707
3307	6667	biosynthetic process	biological_process	GO:0009058
3307	10330	phosphatidylinositol N-acetylglucosaminyltransferase activity	molecular_function	GO:0017176
3309	4541	RNA processing	biological_process	GO:0006396
3309	2216	RNA binding	molecular_function	GO:0003723
3310	17271	phosphoinositide binding	molecular_function	GO:0035091
3310	5239	cell communication	biological_process	GO:0007154
3310	3727	protein binding	molecular_function	GO:0005515
3316	3028	porphobilinogen synthase activity	molecular_function	GO:0004655
3318	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
3318	162	nucleotide binding	molecular_function	GO:0000166
3318	3736	ATP binding	molecular_function	GO:0005524
3318	6215	microtubule-severing ATPase activity	molecular_function	GO:0008568
3319	9710	oxidoreductase activity	molecular_function	GO:0016491
3319	25233	(R)-2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0051990
3319	21956	2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0047545
3321	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
3321	162	nucleotide binding	molecular_function	GO:0000166
3321	3736	ATP binding	molecular_function	GO:0005524
3322	9240	large ribosomal subunit	cellular_component	GO:0015934
3322	4556	translation	biological_process	GO:0006412
3322	2227	structural constituent of ribosome	molecular_function	GO:0003735
3323	10156	sigma factor activity	molecular_function	GO:0016987
3323	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
3323	4501	transcription initiation	biological_process	GO:0006352
3323	2196	transcription factor activity	molecular_function	GO:0003700
3323	2176	DNA binding	molecular_function	GO:0003677
3324	10376	calmodulin-lysine N-methyltransferase activity	molecular_function	GO:0018025
3326	4602	protein amino acid phosphorylation	biological_process	GO:0006468
3326	3736	ATP binding	molecular_function	GO:0005524
3326	3043	protein kinase activity	molecular_function	GO:0004672
3326	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
3329	2176	DNA binding	molecular_function	GO:0003677
3330	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
3330	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
3331	10172	cytochrome complex assembly	biological_process	GO:0017004
3331	9320	membrane	cellular_component	GO:0016020
3333	4758	lipid metabolic process	biological_process	GO:0006629
3333	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
3334	5788	alcohol dehydrogenase (NADP+) activity	molecular_function	GO:0008106
3335	5939	zinc ion binding	molecular_function	GO:0008270
3335	3727	protein binding	molecular_function	GO:0005515
3335	2175	nucleic acid binding	molecular_function	GO:0003676
3335	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
3335	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
3335	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
3335	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
3335	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
3336	5830	metabolic process	biological_process	GO:0008152
3336	5765	N-acetyltransferase activity	molecular_function	GO:0008080
3336	2972	peptide alpha-N-acetyltransferase activity	molecular_function	GO:0004596
3337	4591	protein folding	biological_process	GO:0006457
3337	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
3337	9776	protein ubiquitination	biological_process	GO:0016567
3337	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
3337	150	ubiquitin ligase complex	cellular_component	GO:0000151
3337	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
3337	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
3337	2975	cyclophilin	molecular_function	GO:0004600
3338	9985	hydrolase activity	molecular_function	GO:0016787
3339	10681	protein amino acid prenylation	biological_process	GO:0018346
3339	5986	protein prenyltransferase activity	molecular_function	GO:0008318
3339	3036	Rab-protein geranylgeranyltransferase activity	molecular_function	GO:0004663
3341	5939	zinc ion binding	molecular_function	GO:0008270
3341	4639	proteolysis	biological_process	GO:0006508
3341	2658	metalloendopeptidase activity	molecular_function	GO:0004222
3341	21295	metal ion binding	molecular_function	GO:0046872
3341	2290	catalytic activity	molecular_function	GO:0003824
3341	10246	mitochondrial processing peptidase complex	cellular_component	GO:0017087
3341	2670	mitochondrial processing peptidase activity	molecular_function	GO:0004240
3342	10376	calmodulin-lysine N-methyltransferase activity	molecular_function	GO:0018025
3343	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
3343	3736	ATP binding	molecular_function	GO:0005524
3343	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
3343	4556	translation	biological_process	GO:0006412
3343	3930	cytoplasm	cellular_component	GO:0005737
3343	162	nucleotide binding	molecular_function	GO:0000166
3343	4577	seryl-tRNA aminoacylation	biological_process	GO:0006434
3343	3188	serine-tRNA ligase activity	molecular_function	GO:0004828
3346	5967	isoprenoid biosynthetic process	biological_process	GO:0008299
3346	23777	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	molecular_function	GO:0050518
3347	2175	nucleic acid binding	molecular_function	GO:0003676
3347	4421	DNA replication	biological_process	GO:0006260
3347	3838	nucleus	cellular_component	GO:0005634
3347	2176	DNA binding	molecular_function	GO:0003677
3348	10007	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	molecular_function	GO:0016812
3348	12103	pyrimidine base biosynthetic process	biological_process	GO:0019856
3348	2589	dihydroorotase activity	molecular_function	GO:0004151
3348	9985	hydrolase activity	molecular_function	GO:0016787
3351	4591	protein folding	biological_process	GO:0006457
3351	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
3351	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
3351	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
3351	2975	cyclophilin	molecular_function	GO:0004600
3353	6668	macromolecule biosynthetic process	biological_process	GO:0009059
3353	6512	phosphopantetheinyltransferase activity	molecular_function	GO:0008897
3353	281	magnesium ion binding	molecular_function	GO:0000287
3355	4602	protein amino acid phosphorylation	biological_process	GO:0006468
3355	3736	ATP binding	molecular_function	GO:0005524
3355	3043	protein kinase activity	molecular_function	GO:0004672
3355	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
3356	9321	integral to membrane	cellular_component	GO:0016021
3356	4927	transport	biological_process	GO:0006810
3356	3736	ATP binding	molecular_function	GO:0005524
3356	3697	ATP:ADP antiporter activity	molecular_function	GO:0005471
3357	3727	protein binding	molecular_function	GO:0005515
3358	3727	protein binding	molecular_function	GO:0005515
3364	13069	integral to endoplasmic reticulum membrane	cellular_component	GO:0030176
3364	10532	peptidyl-amino acid modification	biological_process	GO:0018193
3364	2973	peptide-aspartate beta-dioxygenase activity	molecular_function	GO:0004597
3365	3736	ATP binding	molecular_function	GO:0005524
3365	2176	DNA binding	molecular_function	GO:0003677
3365	2792	helicase activity	molecular_function	GO:0004386
3365	2175	nucleic acid binding	molecular_function	GO:0003676
3365	5939	zinc ion binding	molecular_function	GO:0008270
3365	3827	intracellular	cellular_component	GO:0005622
3366	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
3366	4024	proteasome core complex	cellular_component	GO:0005839
3366	2613	endopeptidase activity	molecular_function	GO:0004175
3366	2706	threonine endopeptidase activity	molecular_function	GO:0004298
3366	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
3369	5939	zinc ion binding	molecular_function	GO:0008270
3369	4639	proteolysis	biological_process	GO:0006508
3369	2658	metalloendopeptidase activity	molecular_function	GO:0004222
3369	21295	metal ion binding	molecular_function	GO:0046872
3369	2290	catalytic activity	molecular_function	GO:0003824
3369	10246	mitochondrial processing peptidase complex	cellular_component	GO:0017087
3369	2670	mitochondrial processing peptidase activity	molecular_function	GO:0004240
3370	19131	regulation of phosphoprotein phosphatase activity	biological_process	GO:0043666
3370	7535	regulation of signal transduction	biological_process	GO:0009966
3370	3222	protein phosphatase inhibitor activity	molecular_function	GO:0004864
3371	5939	zinc ion binding	molecular_function	GO:0008270
3371	3930	cytoplasm	cellular_component	GO:0005737
3372	2770	glutathione transferase activity	molecular_function	GO:0004364
3373	9773	transcription repressor activity	molecular_function	GO:0016564
3373	4925	regulation of nitrogen utilization	biological_process	GO:0006808
3375	4591	protein folding	biological_process	GO:0006457
3375	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
3376	4602	protein amino acid phosphorylation	biological_process	GO:0006468
3376	3736	ATP binding	molecular_function	GO:0005524
3376	3043	protein kinase activity	molecular_function	GO:0004672
3376	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
3376	3053	calmodulin-dependent protein kinase activity	molecular_function	GO:0004683
3377	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
3377	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
3377	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
3377	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
3379	5640	respiratory gaseous exchange	biological_process	GO:0007585
3379	3932	mitochondrial envelope	cellular_component	GO:0005740
3380	10190	myosin phosphatase complex	cellular_component	GO:0017023
3380	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
3380	10186	myosin phosphatase activity	molecular_function	GO:0017018
3380	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
3380	6080	CTD phosphatase activity	molecular_function	GO:0008420
3380	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
3380	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
3380	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
3380	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
3381	5250	signal transduction	biological_process	GO:0007165
3381	3827	intracellular	cellular_component	GO:0005622
3381	4037	cytoskeleton	cellular_component	GO:0005856
3383	24784	2 iron, 2 sulfur cluster binding	molecular_function	GO:0051537
3383	14803	mitochondrial membrane	cellular_component	GO:0031966
3384	3827	intracellular	cellular_component	GO:0005622
3384	2175	nucleic acid binding	molecular_function	GO:0003676
3384	5939	zinc ion binding	molecular_function	GO:0008270
3385	5830	metabolic process	biological_process	GO:0008152
3385	2290	catalytic activity	molecular_function	GO:0003824
3386	4591	protein folding	biological_process	GO:0006457
3386	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
3386	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
3386	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
3386	2975	cyclophilin	molecular_function	GO:0004600
3389	3736	ATP binding	molecular_function	GO:0005524
3389	2792	helicase activity	molecular_function	GO:0004386
3389	2175	nucleic acid binding	molecular_function	GO:0003676
3389	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
3390	23920	NADP binding	molecular_function	GO:0050661
3390	23919	FAD binding	molecular_function	GO:0050660
3390	2890	flavin-containing monooxygenase activity	molecular_function	GO:0004499
3391	7744	FMN binding	molecular_function	GO:0010181
3392	22828	signal recognition particle	cellular_component	GO:0048500
3392	5980	7S RNA binding	molecular_function	GO:0008312
3392	4743	SRP-dependent cotranslational protein targeting to membrane	biological_process	GO:0006614
3395	2176	DNA binding	molecular_function	GO:0003677
3396	17818	beta-amyrin synthase activity	molecular_function	GO:0042300
3396	17817	lupeol synthase activity	molecular_function	GO:0042299
3396	7550	pseudouridine synthase activity	molecular_function	GO:0009982
3399	6667	biosynthetic process	biological_process	GO:0009058
3399	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
3399	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
3399	20962	glucosyltransferase activity	molecular_function	GO:0046527
3399	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
3399	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
3399	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
3399	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
3399	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
3399	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
3399	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
3399	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
3399	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
3399	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
3399	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
3399	9958	cellulose synthase activity	molecular_function	GO:0016759
3399	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
3399	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
3399	6376	O antigen polymerase activity	molecular_function	GO:0008755
3399	6077	fucosyltransferase activity	molecular_function	GO:0008417
3399	6042	galactosyltransferase activity	molecular_function	GO:0008378
3399	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
3399	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
3399	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
3399	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
3399	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
3399	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
3399	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
3399	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
3399	45	mannosyltransferase activity	molecular_function	GO:0000030
3399	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
3399	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
3400	4994	intracellular protein transport	biological_process	GO:0006886
3400	3827	intracellular	cellular_component	GO:0005622
3402	9710	oxidoreductase activity	molecular_function	GO:0016491
3402	5830	metabolic process	biological_process	GO:0008152
3404	6691	branched chain family amino acid biosynthetic process	biological_process	GO:0009082
3404	2849	ketol-acid reductoisomerase activity	molecular_function	GO:0004455
3404	9710	oxidoreductase activity	molecular_function	GO:0016491
3405	9710	oxidoreductase activity	molecular_function	GO:0016491
3405	4283	electron transport	biological_process	GO:0006118
3405	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
3405	6664	electron carrier activity	molecular_function	GO:0009055
3405	21295	metal ion binding	molecular_function	GO:0046872
3405	23919	FAD binding	molecular_function	GO:0050660
3405	2290	catalytic activity	molecular_function	GO:0003824
3413	5112	microtubule-based process	biological_process	GO:0007017
3413	4050	microtubule	cellular_component	GO:0005874
3413	3737	GTP binding	molecular_function	GO:0005525
3413	5113	microtubule-based movement	biological_process	GO:0007018
3413	3530	structural molecule activity	molecular_function	GO:0005198
3413	24507	protein polymerization	biological_process	GO:0051258
3413	18722	protein complex	cellular_component	GO:0043234
3413	2378	GTPase activity	molecular_function	GO:0003924
3414	2175	nucleic acid binding	molecular_function	GO:0003676
3417	3040	prostaglandin-D synthase activity	molecular_function	GO:0004667
3420	4639	proteolysis	biological_process	GO:0006508
3420	2658	metalloendopeptidase activity	molecular_function	GO:0004222
3420	5939	zinc ion binding	molecular_function	GO:0008270
3420	21295	metal ion binding	molecular_function	GO:0046872
3420	2290	catalytic activity	molecular_function	GO:0003824
3420	10113	nardilysin activity	molecular_function	GO:0016919
3423	4557	translational initiation	biological_process	GO:0006413
3423	2228	translation initiation factor activity	molecular_function	GO:0003743
3424	22442	quinone binding	molecular_function	GO:0048038
3424	6905	amine metabolic process	biological_process	GO:0009308
3424	5811	amine oxidase activity	molecular_function	GO:0008131
3424	3722	copper ion binding	molecular_function	GO:0005507
3425	4160	trehalose biosynthetic process	biological_process	GO:0005992
3425	2290	catalytic activity	molecular_function	GO:0003824
3425	5830	metabolic process	biological_process	GO:0008152
3425	3165	trehalose-phosphatase activity	molecular_function	GO:0004805
