pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline
38241553	Cz03g18080	Cz03g18080.t1	Cz03g18080.t1	PF05691	PTHR31268		2.4.1.82			AT3G57520.2	AtSIP2,SIP2	seed imbibition 2	Cre16.g666334.t1.1	g16082.t1,Cre16.g666450.t3.1	
38241402	Cz03g18090	Cz03g18090.t1	Cz03g18090.t1	PF05691	PTHR31268		2.4.1.82			AT1G55740.1	AtSIP1,SIP1	seed imbibition 1	Cre16.g666334.t1.1	g16082.t1,Cre16.g666450.t3.1	
38241150	Cz03g18100	Cz03g18100.t1	Cz03g18100.t1	PF05557	PTHR23168,PTHR23168:SF0	KOG4593		K06638	GO:0007094	AT5G49880.1		mitotic checkpoint family protein	Cre16.g666400.t1.1	g16083.t1	
38240856	Cz03g18110	Cz03g18110.t1	Cz03g18110.t1	PF05691	PTHR31268		2.4.1.82			AT3G57520.2	AtSIP2,SIP2	seed imbibition 2	Cre16.g666334.t1.1	g16082.t1,Cre16.g666450.t3.1	
38240532	Cz03g18120	Cz03g18120.t1	Cz03g18120.t1	PF07714	PTHR24054		2.7.11.1	K03097	GO:0006468,GO:0004672	AT3G50000.1	ATCKA2,CKA2	casein kinase II, alpha chain 2	Cre16.g665600.t1.2	g16065.t1,Cre16.g665600.t1.1,CSK7	
38240531	Cz03g18130	Cz03g18130.t1	Cz03g18130.t1	PF13489	PTHR10108,PTHR10108:SF708		2.1.1.95			AT1G64970.1	G-TMT,TMT1,VTE4	gamma-tocopherol methyltransferase	Cre09.g393400.t1.2	g9421.t1,Cre09.g393400.t1.1,VTE4	Tocopherol O-methyltransferase/gamma-tocopherol methyltransferase
38241190	Cz03g18140	Cz03g18140.t1	Cz03g18140.t1	PF09924											
38240652	Cz03g18150	Cz03g18150.t1	Cz03g18150.t1	PF09924											
38241580	Cz03g18160	Cz03g18160.t1	Cz03g18160.t1												
38241427	Cz03g18170	Cz03g18170.t1	Cz03g18170.t1	PF01753									Cre17.g742500.t1.1	g17957.t1	
38240824	Cz03g18180	Cz03g18180.t1	Cz03g18180.t1		PTHR27000	KOG0472	2.7.11.1			AT2G26330.1	ER,QRP1	Leucine-rich receptor-like protein kinase family protein	Cre13.g584450.t1.1	g14346.t2	
38241290	Cz03g18190	Cz03g18190.t1	Cz03g18190.t1		PTHR21373					AT2G11000.2	ATMAK10,MAK10	MAK10 homologue	Cre06.g300650.t1.2	g6956.t1,Cre06.g300650.t1.1	
38241561	Cz03g18200	Cz03g18200.t1	Cz03g18200.t1	PF04112	PTHR21373					AT2G11000.1	ATMAK10,MAK10	MAK10 homologue	Cre06.g300650.t1.2	g6956.t1,Cre06.g300650.t1.1	
38241105	Cz03g18210	Cz03g18210.t1	Cz03g18210.t1	PF01758	PTHR18640,PTHR18640:SF9			K14347	GO:0016020	AT3G56160.1		Sodium Bile acid symporter family	Cre09.g395700.t1.1	g9375.t1	
38240937	Cz03g18220	Cz03g18220.t1	Cz03g18220.t1												
38240830	Cz03g18230	Cz03g18230.t1	Cz03g18230.t1	PF00069	PTHR24347	KOG0032	2.7.11.17	K17530	GO:0006468,GO:0005524,GO:0004672	AT5G19360.1	CPK34	calcium-dependent protein kinase 34	Cre16.g665364.t1.1	g16059.t1,Cre16.g665350.t1.2	
38241533	Cz03g18240	Cz03g18240.t1	Cz03g18240.t1												
38241331	Cz03g18250	Cz03g18250.t1	Cz03g18250.t1												
38240956	Cz03g18260	Cz03g18260.t1	Cz03g18260.t1												
38240521	Cz03g18270	Cz03g18270.t1	Cz03g18270.t1												
38241168	Cz03g18280	Cz03g18280.t1	Cz03g18280.t1	PF01926,PF16360,PF13167	PTHR10229,PTHR10229:SF2			K03665	GO:0005525	AT5G57960.1		GTP-binding protein, HflX	Cre16.g665650.t1.1	g16066.t1	
38240932	Cz03g18290	Cz03g18290.t1	Cz03g18290.t1		PTHR10229,PTHR10229:SF2				GO:0005525	AT5G57960.1		GTP-binding protein, HflX	Cre16.g665650.t1.1	g16066.t1	
38240812	Cz03g18300	Cz03g18300.t1	Cz03g18300.t1												
38240623	Cz03g18310	Cz03g18310.t1	Cz03g18310.t1										Cre16.g665700.t1.2	g16067.t1,Cre16.g665700.t1.1	
38240730	Cz03g18320	Cz03g18320.t1	Cz03g18320.t1	PF02910,PF00890	PTHR11632,PTHR11632:SF54		1.3.5.1	K00234	GO:0055114,GO:0016491	AT5G66760.1	SDH1-1	succinate dehydrogenase 1-1	Cre14.g619133.t1.1	g14920.t1	
38241020	Cz03g19010	Cz03g19010.t1	Cz03g19010.t1	PF07714	PTHR24054,PTHR24054:SF33		2.7.11.1	K03097	GO:0006468,GO:0004672	AT2G23070.1		Protein kinase superfamily protein	Cre16.g665600.t1.2	g16065.t1,Cre16.g665600.t1.1,CSK7	
38241548	Cz03g19020	Cz03g19020.t1	Cz03g19020.t1		PTHR21694,PTHR21694:SF18				GO:0036158,GO:0036157				Cre16.g666150.t1.2	g16076.t1,Cre16.g666150.t1.1,DC2,ODA1	Flagellar outer dynein arm-docking complex protein 2
38241339	Cz03g19030	Cz03g19030.t1	Cz03g19030.t1		PTHR18962,PTHR18962:SF0	KOG0978							Cre17.g701250.t1.2	g17002.t1,Cre17.g701250.t1.1	Flagellar Associated Protein
38241493	Cz03g19040	Cz03g19040.t1	Cz03g19040.t1												
38240877	Cz03g19050	Cz03g19050.t1	Cz03g19050.t1	PF00271,PF00270,PF00476	PTHR10133		2.7.7.7	K02349	GO:0005524,GO:0003676,GO:0006260,GO:0003887,GO:0003677	AT4G32700.2	TEB	helicases;ATP-dependent helicases;nucleic acid binding;ATP binding;DNA-directed DNA polymerases;DNA binding	Cre16.g664301.t1.1	g16038.t1,Cre16.g664300.t1.3,POLQ1	
38241308	Cz03g19060	Cz03g19060.t1	Cz03g19060.t1	PF00294	PTHR10584,PTHR10584:SF188	KOG2855	2.7.1.83			AT1G49350.1		pfkB-like carbohydrate kinase family protein	Cre17.g701100.t1.2	g16999.t1,Cre17.g701100.t1.1,CPK8	
38240971	Cz03g19070	Cz03g19070.t1	Cz03g19070.t1		PTHR21397,PTHR21397:SF4								Cre14.g618950.t1.2	g14915.t1,Cre14.g618950.t1.1	
38240618	Cz03g19080	Cz03g19080.t1	Cz03g19080.t1		PTHR27008					AT3G14350.1	SRF7	STRUBBELIG-receptor family 7	Cre13.g584450.t1.1	g14346.t2	
38240807	Cz03g19090	Cz03g19090.t1	Cz03g19090.t1	PF00076	PTHR24012,PTHR24012:SF332	KOG0144		K14411	GO:0003676	AT4G36960.2		RNA-binding (RRM/RBD/RNP motifs) family protein	Cre16.g662702.t1.1	g16000.t1	
38241241	Cz03g19100	Cz03g19100.t1	Cz03g19100.t1	PF04851,PF07529,PF00271	PTHR10799,PTHR10799:SF638	KOG1002,KOG1001	3.6.4.12	K11320	GO:0016787,GO:0005524,GO:0003677	AT3G12810.1	chr13,PIE1,SRCAP	SNF2 domain-containing protein / helicase domain-containing protein	Cre14.g618860.t1.1	g14912.t1,SRH24	
38241585	Cz03g19110	Cz03g19110.t1	Cz03g19110.t1	PF13646,PF00514	PTHR15651,PTHR15651:SF7	KOG1293			GO:0005515	AT1G51350.1		ARM repeat superfamily protein	Cre16.g664750.t1.1	g16047.t1	
38240992	Cz03g19120	Cz03g19120.t1	Cz03g19120.t1	PF00076					GO:0003676	AT1G34140.1	PAB1	poly(A) binding protein 1			
38241029	Cz03g19130	Cz03g19130.t1	Cz03g19130.t1	PF00069	PTHR11909,PTHR11909:SF146	KOG1164	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT2G25760.1		Protein kinase family protein	Cre16.g666200.t1.2	g16077.t1,Cre16.g666200.t1.1,CSK4	
38241438	Cz03g19140	Cz03g19140.t1	Cz03g19140.t1	PF00233	PTHR11347		3.1.4.17	K13755	GO:0007165,GO:0004114				Cre14.g617750.t1.1	g14883.t1,PDE3	3\prime,5\prime-cyclic-nucleotide phosphodiesterase
38241111	Cz03g19150	Cz03g19150.t1	Cz03g19150.t1	PF01171	PTHR11807,PTHR11807:SF12		2.8.1.4	K14168		AT2G44270.1	ROL5	repressor of lrx1	Cre16.g666100.t1.2	g16075.t1,Cre16.g666100.t1.1	
38241545	Cz03g19160	Cz03g19160.t1	Cz03g19160.t1		PTHR15502,PTHR15502:SF7			K17613		AT4G32820.2		Tetratricopeptide repeat (TPR)-like superfamily protein			
38241300	Cz03g20010	Cz03g20010.t1	Cz03g20010.t1	PF02493	PTHR23084,PTHR23084:SF156		2.7.1.68			AT4G17080.1		Histone H3 K4-specific methyltransferase SET7/9 family protein	Cre17.g720500.t1.1	g17438.t1	
38241378	Cz03g20020	Cz03g20020.t1	Cz03g20020.t1	PF00025	PTHR11711,PTHR11711:SF21	KOG0070		K07951	GO:0005525	AT3G22950.1	ARFC1,ATARFC1	ADP-ribosylation factor C1	Cre16.g664500.t1.2	g16042.t1,Cre16.g664500.t1.1,BBS3B	Bardet-Biedl syndrome-3 associated protein
38241186	Cz03g20030	Cz03g20030.t1	Cz03g20030.t1												
38241032	Cz03g20040	Cz03g20040.t1	Cz03g20040.t1		PTHR12286,PTHR12286:SF7					AT1G50450.1		Saccharopine dehydrogenase 	Cre16.g666050.t1.2	g16074.t1,Cre16.g666050.t1.1,SCD1	Saccharopine dehydrogenase
38240931	Cz03g20050	Cz03g20050.t1	Cz03g20050.t1	PF13579,PF00534	PTHR12526,PTHR12526:SF304		2.4.1.21	K00703		AT4G18240.1	ATSS4,SS4,SSIV	starch synthase 4	Cre16.g665800.t1.2	g16069.t1,Cre16.g665800.t1.1,SSS4	Soluble starch synthase
38240922	Cz03g20060	Cz03g20060.t1	Cz03g20060.t1												
38240703	Cz03g20070	Cz03g20070.t1	Cz03g20070.t1	PF00010					GO:0046983	AT1G69010.1	BIM2	BES1-interacting Myc-like protein 2	Cre14.g620850.t1.2	g14962.t1,Cre14.g620850.t1.1,NSG17	
38240684	Cz03g20080	Cz03g20080.t1	Cz03g20080.t1										Cre16.g664650.t1.2	g16045.t1,Cre16.g664650.t1.1	
38241048	Cz03g20090	Cz03g20090.t1	Cz03g20090.t1	PF00171	PTHR11699,PTHR11699:SF211		1.2.1.3	K00128	GO:0055114,GO:0016491,GO:0008152	AT3G48000.1	ALDH2,ALDH2A,ALDH2B4	aldehyde dehydrogenase 2B4	Cre12.g500150.t1.1	g12573.t1,ALD5	
38240554	Cz03g20100	Cz03g20100.t1	Cz03g20100.t1										Cre03.g144124.t1.1	g2869.t1,Cre01.g056570.t1.1,Cre01.g056570.t1.2	
38240836	Cz03g20110	Cz03g20110.t1	Cz03g20110.t1	PF08241	PTHR10108				GO:0008168,GO:0008152				Cre03.g144124.t1.1	g2869.t1,Cre01.g056570.t1.1,Cre01.g056570.t1.2	
38241409	Cz03g20120	Cz03g20120.t1	Cz03g20120.t1	PF04802	PTHR23318,PTHR23318:SF0	KOG2175		K17491		AT3G06670.1		binding	Cre17.g701300.t1.2	g17003.t1,Cre17.g701300.t1.1	
38241079	Cz03g20130	Cz03g20130.t1	Cz03g20130.t1	PF06212	PTHR12966,PTHR12966:SF0			K11353		AT1G04630.1	MEE4	GRIM-19 protein	Cre16.g664600.t1.2	g16044.t1,Cre16.g664600.t1.1	NADH:ubiquinone oxidoreductase B16.6 subunit
38240814	Cz03g20140	Cz03g20140.t1	Cz03g20140.t1	PF01869	PTHR12862,PTHR12862:SF0		2.7.1.1			AT1G30540.1		Actin-like ATPase superfamily protein	Cre17.g720528.t1.2	g17439.t1,Cre17.g720528.t1.1	
38241505	Cz03g20150	Cz03g20150.t1	Cz03g20150.t1	PF00684,PF01556	PTHR24078,PTHR24078:SF192	KOG0712		K09503	GO:0051082,GO:0031072	AT5G22060.1	ATJ2,J2	DNAJ homologue 2	Cre17.g701500.t1.2	g17007.t1,Cre17.g701500.t1.1	DnaJ-like protein
38241194	Cz03g20160	Cz03g20160.t1	Cz03g20160.t1		PTHR34958,PTHR34958:SF1					AT3G12590.1			Cre17.g707100.t1.1	g17132.t1	
38241397	Cz03g20170	Cz03g20170.t1	Cz03g20170.t1	PF07714	PTHR24362		2.7.11.1		GO:0006468,GO:0004672	AT3G07980.1	MAP3KE2,MAPKKK6	mitogen-activated protein kinase kinase kinase 6	Cre03.g169100.t1.1	g3481.t1	
38241089	Cz03g20180	Cz03g20180.t1	Cz03g20180.t1	PF00069			2.7.11.1,2.7.1.12		GO:0006468,GO:0005524,GO:0004672	AT2G25880.2	AtAUR2,AUR2	ataurora2	Cre03.g184450.t1.1	g3822.t1	
38240654	Cz03g20190	Cz03g20190.t1	Cz03g20190.t1	PF00464	PTHR11680,PTHR11680:SF10		2.1.2.1	K00600	GO:0016740	AT4G37930.1	SHM1,SHMT1,STM	serine transhydroxymethyltransferase 1	Cre16.g664550.t1.2	g16043.t1,Cre16.g664550.t1.1,SHMT1	Serine hydroxymethyltransferase
38241532	Cz03g20200	Cz03g20200.t1	Cz03g20200.t1	PF12874,PF08790	PTHR13100,PTHR13100:SF10			K15263		AT2G19385.1		zinc ion binding	Cre17.g701050.t1.2	g16998.t1,Cre17.g701050.t1.1	
38241030	Cz03g20210	Cz03g20210.t1	Cz03g20210.t1		PTHR31833,PTHR31833:SF2					AT4G04614.1			Cre17.g717700.t1.1	g17370.t1	
38241542	Cz03g20220	Cz03g20220.t1	Cz03g20220.t1	PF04305	PTHR21496,PTHR21496:SF8					AT1G06240.1		Protein of unknown function DUF455	Cre14.g620951.t1.1	g14964.t1,Cre14.g620950.t1.2	
38241324	Cz03g20230	Cz03g20230.t1	Cz03g20230.t1	PF15003					GO:0051225,GO:0031023	AT2G32980.1			Cre14.g621600.t1.2	g14979.t1,Cre14.g621600.t1.1	
38240803	Cz03g20240	Cz03g20240.t1	Cz03g20240.t1	PF11371									Cre10.g453000.t1.2	g11124.t1,Cre10.g453000.t1.1	
38240722	Cz03g21010	Cz03g21010.t1	Cz03g21010.t1												
38240878	Cz03g21020	Cz03g21020.t1	Cz03g21020.t1		PTHR10314,PTHR10314:SF35					AT1G55880.1		Pyridoxal-5\prime-phosphate-dependent enzyme family protein	Cre16.g664250.t1.2	g16037.t1,Cre16.g664250.t1.1,ASL2	O-acetylserine (Thiol)-lyase/cysteine synthase
38241515	Cz03g21030	Cz03g21030.t1	Cz03g21030.t1	PF00291	PTHR10314,PTHR10314:SF35		4.2.1.22	K01738		AT1G55880.1		Pyridoxal-5\prime-phosphate-dependent enzyme family protein	Cre16.g664250.t1.2	g16037.t1,Cre16.g664250.t1.1,ASL2	O-acetylserine (Thiol)-lyase/cysteine synthase
38241343	Cz03g21040	Cz03g21040.t1	Cz03g21040.t1	PF12796	PTHR24193	KOG4214				AT4G35450.1	AFT,AKR2,AKR2A	ankyrin repeat-containing protein 2	Cre17.g702200.t1.2	g17024.t1,Cre17.g702200.t1.1,ANK29	Predicted protein with ankyrin repeats
38240622	Cz03g21050	Cz03g21050.t1	Cz03g21050.t1	PF00416	PTHR10871,PTHR10871:SF6			K02964	GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0003723	AT4G09800.1	RPS18C	S18 ribosomal protein	Cre06.g272950.t1.1	g6124.t1	Ribosomal protein S18, component of cytosolic 80S ribosome and 40S small subunit
38241069	Cz03g21060	Cz03g21060.t1	Cz03g21060.t1	PF01417	PTHR12276			K12471		AT2G43160.1		ENTH/VHS family protein	Cre16.g664450.t1.1	g16041.t1	
38241110	Cz03g21070	Cz03g21070.t1	Cz03g21070.t1		PTHR12276					AT5G11710.1		ENTH/VHS family protein	Cre16.g664450.t1.1	g16041.t1	
38241198	Cz03g21080	Cz03g21080.t1	Cz03g21080.t1		PTHR35754					AT5G10320.1			Cre17.g719050.t1.1	g17400.t1	
38241245	Cz03g21090	Cz03g21090.t1	Cz03g21090.t1	PF01929	PTHR11127	KOG3421		K02875	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT4G27090.1		Ribosomal protein L14	Cre17.g701200.t1.2	g17001.t2,Cre17.g701200.t1.1	Ribosomal protein L14, component of cytosolic 80S ribosome and 60S large subunit
38241298	Cz03g21100	Cz03g21100.t1	Cz03g21100.t1										Cre14.g621501.t4.1	g14978.t1,Cre14.g621558.t3.1	
38241037	Cz03g21110	Cz03g21110.t1	Cz03g21110.t1												
38241027	Cz03g21120	Cz03g21120.t1	Cz03g21120.t1	PF00076	PTHR23139,PTHR23139:SF68			K12837	GO:0003676	AT1G60900.1		U2 snRNP auxilliary factor, large subunit, splicing factor	Cre16.g695450.t2.1	g15559.t3,SPL11,UAF4	
38240598	Cz03g21130	Cz03g21130.t1	Cz03g21130.t1	PF01351	PTHR10954,PTHR10954:SF7	KOG2299	3.1.26.4	K10743	GO:0004523,GO:0003723	AT2G25100.1		Polynucleotidyl transferase, ribonuclease H-like superfamily protein	Cre17.g701350.t1.1	g17004.t3	
38241447	Cz03g21140	Cz03g21140.t1	Cz03g21140.t1												
38241523	Cz03g21150	Cz03g21150.t1	Cz03g21150.t1												
38240905	Cz03g21160	Cz03g21160.t1	Cz03g21160.t1		PTHR23123		1.14.11.27	K10276		AT5G63080.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	Cre06.g269400.t1.1	g6044.t1	
38240512	Cz03g21170	Cz03g21170.t1	Cz03g21170.t1	PF01222			1.3.1.70		GO:0016020						
38240632	Cz03g21180	Cz03g21180.t1	Cz03g21180.t1												
38241250	Cz03g21190	Cz03g21190.t1	Cz03g21190.t1												
38240826	Cz03g21200	Cz03g21200.t1	Cz03g21200.t1	PF04097	PTHR11225	KOG2168		K14309	GO:0006810,GO:0005643	AT2G41620.1		Nucleoporin interacting component (Nup93/Nic96-like) family protein	Cre17.g717800.t1.2	g17372.t1,Cre17.g717800.t1.1	
38241579	Cz03g21210	Cz03g21210.t1	Cz03g21210.t1										Cre10.g463900.t1.1	g11367.t1	
38240838	Cz03g21220	Cz03g21220.t1	Cz03g21220.t1	PF00892	PTHR12715,PTHR12715:SF8				GO:0016021,GO:0016020						
38240661	Cz03g21230	Cz03g21230.t1	Cz03g21230.t1	PF00085	PTHR11349	KOG0907	1.6.5.4		GO:0045454	AT1G59730.1	ATH7,TH7	thioredoxin H-type 7	Cre17.g714250.t1.2	g17295.t1,Cre17.g714250.t1.1,DLC5	Flagellar outer arm dynein 14 kDa light chain LC5
38241039	Cz03g21240	Cz03g21240.t1	Cz03g21240.t1	PF03194	PTHR12375,PTHR12375:SF18	KOG0796			GO:0006376,GO:0005685,GO:0003729	AT5G51410.3		LUC7 N_terminus domain-containing protein	Cre14.g621300.t2.1	g14973.t1	
38240555	Cz03g21250	Cz03g21250.t1	Cz03g21250.t1										Cre17.g697200.t1.1	g16908.t1	
38241449	Cz03g21260	Cz03g21260.t1	Cz03g21260.t1	PF00249	PTHR10641,PTHR10641:SF538			K09453		AT3G18100.1	AtMYB4R1,MYB4R1	myb domain protein 4r1	Cre17.g714229.t1.2	g17294.t1,Cre17.g714229.t1.1	
38241157	Cz03g21270	Cz03g21270.t1	Cz03g21270.t1		PTHR12663,PTHR12663:SF0		2.1.1.43			AT4G31880.1			Cre02.g099601.t1.1	g2027.t1	
38240766	Cz03g22010	Cz03g22010.t1	Cz03g22010.t1	PF00493	PTHR11630,PTHR11630:SF47		3.6.4.12	K10737	GO:0006260,GO:0005524,GO:0003677	AT3G09660.1	MCM8	minichromosome maintenance 8	Cre16.g665950.t1.1	g16072.t1,MCM8	Minichromosome maintenance protein
38240976	Cz03g22020	Cz03g22020.t1	Cz03g22020.t1												
38240610	Cz03g22030	Cz03g22030.t1	Cz03g22030.t1	PF05623	PTHR32010,PTHR32010:SF7					AT4G28150.2		Protein of unknown function (DUF789)	Cre17.g744797.t1.1	g18012.t1,Cre20.g759950.t1.1	
38241486	Cz03g22040	Cz03g22040.t1	Cz03g22040.t1	PF04851,PF00271	PTHR24031,PTHR24031:SF246		3.6.4.13	K12812	GO:0016787,GO:0005524,GO:0003677	AT5G11200.1		DEAD/DEAH box RNA helicase family protein 	Cre17.g719000.t1.2	g17399.t1,Cre17.g719000.t1.1,NSG12,UAP56	Exon junction complex component, UAP56 DEAD/DEAH box helicase homolog
38241537	Cz03g22050	Cz03g22050.t1	Cz03g22050.t1							AT2G41000.2		Chaperone DnaJ-domain superfamily protein	Cre16.g657400.t1.1	g15886.t1	
38240695	Cz03g22060	Cz03g22060.t1	Cz03g22060.t1												
38240794	Cz03g22070	Cz03g22070.t1	Cz03g22070.t1	PF00005,PF01061	PTHR19241	KOG0061	3.6.3.17		GO:0016887,GO:0005524,GO:0016020	AT1G31770.1	ABCG14	ATP-binding cassette 14	Cre17.g717050.t1.1	g17358.t1	
38240705	Cz03g22080	Cz03g22080.t1	Cz03g22080.t1	PF00487	PTHR36459				GO:0006629				Cre17.g705600.t1.2	g17101.t1,Cre17.g705600.t1.1	
38241396	Cz03g22090	Cz03g22090.t1	Cz03g22090.t1												
38240994	Cz03g22100	Cz03g22100.t1	Cz03g22100.t1	PF08585	PTHR14790,PTHR14790:SF15					AT5G63540.1	ATRMI1,BLAP75,RMI1	Domain of unknown function (DUF1767)	Cre17.g712450.t1.1	g17252.t1	
38240675	Cz03g22110	Cz03g22110.t1	Cz03g22110.t1	PF02536	PTHR13068				GO:0006355,GO:0005739,GO:0003690				Cre17.g697900.t1.1	g16925.t1	
38241416	Cz03g22120	Cz03g22120.t1	Cz03g22120.t1	PF01704	PTHR11952,PTHR11952:SF9	KOG2388	2.7.7.64,2.7.7.44	K12447	GO:0070569,GO:0008152	AT5G52560.1	ATUSP,USP	UDP-sugar pyrophosphorylase	Cre14.g621751.t1.1	g14983.t1,Cre14.g621750.t1.2,UAP2	
38241482	Cz03g22130	Cz03g22130.t1	Cz03g22130.t1	PF13350,PF10409	PTHR12305	KOG2836	3.1.3.67,3.1.3.16,3.1.3.48	K01110		AT3G19420.1	ATPEN2,PEN2	PTEN 2	Cre06.g308400.t2.1	g7139.t2,PTN1	PTEN PI-3 phosphatase
38241166	Cz03g22140	Cz03g22140.t1	Cz03g22140.t1												
38240539	Cz03g22150	Cz03g22150.t1	Cz03g22150.t1	PF00583	PTHR10545	KOG3216			GO:0008080	AT2G39020.1		Acyl-CoA N-acyltransferases (NAT) superfamily protein			
38240963	Cz03g22160	Cz03g22160.t1	Cz03g22160.t1										Cre16.g664000.t1.2	g16032.t1,Cre16.g664000.t1.1,HLM25	
38240727	Cz03g22170	Cz03g22170.t1	Cz03g22170.t1	PF00856	PTHR12197,PTHR12197:SF145		2.1.1.43		GO:0005515	AT1G26760.1	ATXR1,SDG35	SET domain protein 35	Cre16.g664000.t1.2	g16032.t1,Cre16.g664000.t1.1,HLM25	
38241524	Cz03g22180	Cz03g22180.t1	Cz03g22180.t1	PF01399	PTHR10855,PTHR10855:SF2	KOG1497		K12178	GO:0005515	AT5G42970.1	ATS4,COP14,COP8,CSN4,EMB134,FUS4,FUS8	Proteasome component (PCI) domain protein	Cre11.g478240.t1.1	g11874.t1	
38241415	Cz03g22190	Cz03g22190.t1	Cz03g22190.t1	PF01699	PTHR31503	KOG1397		K07300	GO:0055085,GO:0016021	AT3G13320.1	atcax2,CAX2	cation exchanger 2	Cre12.g519500.t1.2	g12804.t1,Cre12.g519500.t1.1,CAX1,VCX1	CAX family cation antiporter, membrane protein
38241046	Cz03g22200	Cz03g22200.t1	Cz03g22200.t1	PF03900,PF01379	PTHR11557	KOG2892	2.5.1.61	K01749	GO:0033014,GO:0004418	AT5G08280.1	HEMC	hydroxymethylbilane synthase	Cre16.g663900.t1.2	g16030.t1,Cre16.g663900.t1.1	Porphobilinogen deaminase
38241441	Cz03g22210	Cz03g22210.t1	Cz03g22210.t1	PF04855			3.4.24.13		GO:0006338,GO:0000228						
38241546	Cz03g22220	Cz03g22220.t1	Cz03g22220.t1				2.1.1.44						Cre17.g706950.t1.2	g17129.t1,Cre17.g706950.t1.1	
38241035	Cz03g22230	Cz03g22230.t1	Cz03g22230.t1	PF03372,PF00932	PTHR33607,PTHR33607:SF1								Cre06.g295100.t1.1	g6831.t1,EEP4	
38240785	Cz03g23010	Cz03g23010.t1	Cz03g23010.t1												
38240530	Cz03g23020	Cz03g23020.t1	Cz03g23020.t1												
38240708	Cz03g23030	Cz03g23030.t1	Cz03g23030.t1		PTHR11319								Cre07.g338550.t1.1	g7875.t1	
38241188	Cz03g23040	Cz03g23040.t1	Cz03g23040.t1												
38241142	Cz03g23050	Cz03g23050.t1	Cz03g23050.t1												
38240892	Cz03g23060	Cz03g23060.t1	Cz03g23060.t1	PF12756	PTHR13182,PTHR13182:SF8	KOG2785		K14816		AT4G31420.1		Zinc finger protein 622	Cre17.g716400.t1.2	g17341.t1,Cre17.g716400.t1.1	
38241387	Cz03g23070	Cz03g23070.t1	Cz03g23070.t1	PF00227	PTHR11599,PTHR11599:SF10		3.4.25.1	K02727	GO:0051603,GO:0005839,GO:0004298	AT2G27020.1	PAG1	20S proteasome alpha subunit G1	Cre14.g619550.t1.2	g14929.t1,Cre14.g619550.t1.1,POA7	20S proteasome alpha subunit G
38240852	Cz03g23080	Cz03g23080.t1	Cz03g23080.t1	PF03366	PTHR23195			K11341	GO:0006355	AT5G45600.1	GAS41,TAF14B	YEATS family protein	Cre06.g284050.t1.2	g6605.t1,Cre06.g284050.t1.1,TAF1,TF2F	Transcription activation factor, putative SWR-C component
38241453	Cz03g23090	Cz03g23090.t1	Cz03g23090.t1	PF00916	PTHR11814,PTHR11814:SF58	KOG0236		K03321	GO:0016021,GO:0015116,GO:0008272,GO:0055085,GO:0016020,GO:0008271				Cre01.g035950.t1.1	g809.t1	
38241118	Cz03g23100	Cz03g23100.t1	Cz03g23100.t1												
38241516	Cz03g23110	Cz03g23110.t1	Cz03g23110.t1												
38241205	Cz03g23120	Cz03g23120.t1	Cz03g23120.t1												
38241101	Cz03g23130	Cz03g23130.t1	Cz03g23130.t1	PF03147,PF01409	PTHR11538,PTHR11538:SF41		6.1.1.20	K01889	GO:0008033,GO:0006432,GO:0005524,GO:0004826,GO:0000287,GO:0000049,GO:0043039,GO:0005737,GO:0004812	AT3G58140.1		phenylalanyl-tRNA synthetase class IIc family protein	Cre02.g079600.t1.2	g1454.t1,Cre02.g079600.t1.1,TSF2	
38241164	Cz03g23140	Cz03g23140.t1	Cz03g23140.t1	PF01008	PTHR10233,PTHR10233:SF9	KOG1465		K03754	GO:0044237	AT3G07300.1		NagB/RpiA/CoA transferase-like superfamily protein	Cre16.g662902.t1.1	g16004.t1	
38241002	Cz03g23150	Cz03g23150.t1	Cz03g23150.t1	PF07714	PTHR23257,PTHR23257:SF347	KOG0192	2.7.12.1		GO:0006468,GO:0004672	AT4G35780.1		ACT-like protein tyrosine kinase family protein	Cre16.g659400.t2.1	g15929.t2	
38240673	Cz03g23160	Cz03g23160.t1	Cz03g23160.t1	PF00466	PTHR11560			K02864	GO:0042254,GO:0005622	AT5G13510.1		Ribosomal protein L10 family protein	Cre06.g272850.t1.2	g6122.t1,Cre06.g272850.t1.1	Plastid ribosomal protein L10
38240707	Cz03g23170	Cz03g23170.t1	Cz03g23170.t1	PF10431,PF00004	PTHR11262,PTHR11262:SF4	KOG0745		K03544	GO:0005524,GO:0051082,GO:0006457	AT5G53350.1	CLPX	CLP protease regulatory subunit X	Cre16.g663350.t1.2	g16015.t1,Cre16.g663350.t1.1	
38241220	Cz03g23180	Cz03g23180.t1	Cz03g23180.t1	PF05691	PTHR31268		2.4.1.82	K06617		AT3G57520.1	AtSIP2,SIP2	seed imbibition 2	Cre16.g666334.t1.1	g16082.t1,Cre16.g666450.t3.1	
