pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline
27344970	e_gw1.1.589.1	148335	148295		PTHR34141										
27345371	e_gw1.1.292.1	148360	148320	PF00173,PF00487	PTHR19353,PTHR19353:SF14	KOG4232			GO:0006629	AT2G46210.1		Fatty acid/sphingolipid desaturase	Cre01.g037700.t1.2	g845.t1,Cre01.g037700.t1.1,FAD3	Fatty acid desaturase; Linoleate desaturase
27347217	MicpuC2.e_gw1.3.597.1	14840	14840	PF01344	PTHR24412				GO:0005515	AT5G01660.1			Cre07.g320200.t1.1	g7405.t1	
27345489	e_gw1.1.1313.1	148423	148383	PF01048	PTHR21234		3.2.2.9,2.4.2.28	K01244	GO:0009116,GO:0003824	AT4G34840.1	ATMTAN2,ATMTN2,MTAN2,MTN2	Phosphorylase superfamily protein	Cre03.g162550.t1.1	g3332.t1,MSN1	
27345781	e_gw1.1.1424.1	148454	148414	PF02657	PTHR12735,PTHR12735:SF22					AT4G26500.1	ATSUFE,CPSUFE,EMB1374,SUFE1	chloroplast sulfur E	Cre06.g309717.t1.1	g7166.t1	
27345133	e_gw1.1.2087.1	148474	148434	PF01783	PTHR21026,PTHR21026:SF2			K02911	GO:0015934,GO:0006412,GO:0003735	AT1G26740.1		Ribosomal L32p protein family			
27345235	e_gw1.1.900.1	148475	148435	PF00254	PTHR10516	KOG0544	5.2.1.8		GO:0006457	AT5G64350.1	ATFKBP12,FKBP12	FK506-binding protein 12	Cre14.g616100.t1.1	g14843.t1,FKB11	Peptidyl-prolyl cis-trans isomerase, FKBP-type
27346041	e_gw1.1.25.1	148481	148441	PF03849	PTHR13152	KOG3471		K03144	GO:0006289,GO:0005634,GO:0004003,GO:0000439	AT4G17020.3		transcription factor-related	Cre09.g403300.t1.2	g9196.t1,Cre09.g403300.t1.1	
27345037	e_gw1.1.267.1	148523	148483	PF12804	PTHR32125,PTHR32125:SF4		2.7.7.60	K00991		AT2G02500.1	ATMEPCT,ISPD,MCT	Nucleotide-diphospho-sugar transferases superfamily protein	Cre16.g679669.t1.1	g16770.t1,CMS1	4-diphosphocytidyl-2C-methyl-D-erythritol synthase, chloroplast precursor
27345620	e_gw1.1.1456.1	148525	148485	PF00501	PTHR24095				GO:0008152,GO:0003824						
27345020	e_gw1.1.24.1	148569	148529												
27345800	e_gw1.1.1293.1	148587	148547	PF00515,PF04969,PF13414,PF05002	PTHR22904,PTHR22904:SF344	KOG1309		K12795	GO:0005515	AT4G11260.1	ATSGT1B,EDM1,ETA3,RPR1,SGT1B	phosphatase-related	Cre12.g513600.t1.2	g12679.t1,Cre12.g513600.t1.1	
27347768	MicpuC2.e_gw1.3.370.1	14861	14861	PF03061	PTHR12655	KOG2763	3.1.2.2,3.1.2.20	K17361		AT2G30720.1		Thioesterase/thiol ester dehydrase-isomerase superfamily protein	Cre01.g037350.t1.1	g837.t1,CGLD2,TEH2	Thioesterase-like protein
27345236	e_gw1.1.979.1	148624	148584	PF00920	PTHR21000,PTHR21000:SF5		4.2.1.9	K01687	GO:0008152,GO:0003824	AT3G23940.1		dehydratase family	Cre03.g206600.t1.2	g4179.t1,Cre03.g206600.t1.1,AAD1	Acetohydroxyacid dehydratase
27344968	e_gw1.1.522.1	148637	148597	PF08659	PTHR24322,PTHR24322:SF425	KOG0725	1.1.1.206,1.1.1.236	K08081		AT5G06060.1		NAD(P)-binding Rossmann-fold superfamily protein	Cre16.g682100.t1.2	g16461.t1,Cre16.g682100.t1.1,TDR1	
27344975	e_gw1.1.1644.1	148648	148608	PF01346,PF00254	PTHR10516,PTHR10516:SF298	KOG0544	5.2.1.8	K03773	GO:0006457	AT3G25230.2	ATFKBP62,FKBP62,ROF1	rotamase FKBP 1	Cre16.g675550.t1.2	g16607.t2,Cre16.g675550.t1.1,FKB5	Peptidyl-prolyl cis-trans isomerase, FKBP-type
27345458	e_gw1.1.420.1	148649	148609	PF04628	PTHR23249,PTHR23249:SF15	KOG3368			GO:0006888,GO:0005622,GO:0005801	AT5G02280.1		SNARE-like superfamily protein	Cre02.g077500.t1.2	g1397.t1,Cre02.g077500.t1.1,TRS23	Component of TRAPP complex
27345362	e_gw1.1.1419.1	148651	148611	PF00487	PTHR36459				GO:0006629				Cre17.g705600.t1.2	g17101.t1,Cre17.g705600.t1.1	
27345794	e_gw1.1.2163.1	148676	148636	PF00069	PTHR24349,PTHR24349:SF88		2.7.11.22		GO:0006468,GO:0005524,GO:0004672	AT3G63340.2		Protein phosphatase 2C family protein	Cre01.g008150.t1.1	g208.t1,RPK1	
27347304	MicpuC2.e_gw1.3.495.1	14868	14868	PF12847	PTHR11006,PTHR11006:SF55	KOG1499	2.1.1.125		GO:0008168,GO:0006479	AT3G12270.1	ATPRMT3,PRMT3	protein arginine methyltransferase 3	Cre16.g685900.t1.2	g16378.t1,Cre16.g685900.t1.1,PRM3	Protein-/Histone-arginine N-methyltransferase
27345334	e_gw1.1.65.1	148688	148648	PF09269,PF01926,PF01018	PTHR11702,PTHR11702:SF20	KOG1489		K03979	GO:0000166,GO:0005525	AT5G18570.1	ATOBGC,CPSAR1,EMB269	GTP1/OBG family protein	Cre10.g433100.t1.2	g10685.t1,Cre10.g433100.t1.1	
27345931	e_gw1.1.653.1	148696	148656	PF01546	PTHR11014,PTHR11014:SF63		3.5.1.14	K14664	GO:0016787,GO:0008152	AT3G02875.1	ILR1	Peptidase M20/M25/M40 family protein	Cre17.g728100.t1.2	g17600.t1,Cre17.g728100.t1.1	
27345872	e_gw1.1.669.1	148697	148657	PF00266	PTHR11601,PTHR11601:SF17	KOG1549	2.8.1.7,4.4.1.16	K11717		AT1G08490.1	ATCPNIFS,ATNFS2,ATSUFS,CPNIFS,SUFS	chloroplastic NIFS-like cysteine desulfurase	Cre12.g525650.t1.2	g12935.t1,Cre12.g525650.t1.1,CSD4	Group II cysteine desulfurase
27345428	e_gw1.1.613.1	148709	148669	PF08819									Cre13.g578012.t1.1	g14201.t1	
27345971	e_gw1.1.927.1	148755	148715	PF00658,PF00076	PTHR24012,PTHR24012:SF366	KOG0123		K13126	GO:0003723,GO:0003676	AT1G49760.2	PAB8,PABP8	poly(A) binding protein 8	Cre01.g039300.t1.2	g878.t1,Cre01.g039300.t1.1	Polyadenylate-binding protein RB47
27345093	e_gw1.1.1571.1	148758	148718	PF14234	PTHR33835,PTHR33835:SF1					AT3G01060.1			Cre13.g562750.t1.2	g13849.t1,Cre13.g562750.t1.1	
27345783	e_gw1.1.1114.1	148765	148725	PF05700	PTHR13296,PTHR13296:SF0	KOG3096		K12861	GO:0006397	AT3G18165.1	MOS4	modifier of snc1,4	Cre17.g697350.t1.2	g16912.t1,Cre17.g697350.t1.1	
27345203	e_gw1.1.590.1	148770	148730	PF13181,PF00515,PF08238	PTHR11102				GO:0005515	AT1G70590.1		F-box family protein	Cre03.g197400.t1.2	g4088.t1,Cre03.g197400.t1.1,SEL1	
27345652	e_gw1.1.322.1	148778	148738	PF00571	PTHR13780					AT1G80090.1		Cystathionine beta-synthase (CBS) family protein	Cre02.g112600.t1.2	g2319.t1,Cre02.g112600.t1.1	
27345878	e_gw1.1.286.1	148788	148748	PF00227	PTHR32194		3.4.25.2	K01419	GO:0051603,GO:0005839,GO:0004298				Cre14.g628350.t1.2	g15135.t1,Cre14.g628350.t1.1,ClpQ	
27345715	e_gw1.1.1139.1	148794	148754	PF14698,PF00206	PTHR11444,PTHR11444:SF3		4.3.2.1	K01755	GO:0042450,GO:0004056	AT5G10920.1		L-Aspartase-like family protein	Cre01.g021251.t1.1	g493.t1,Cre01.g021250.t1.3	
27345576	e_gw1.1.2136.1	148798	148758												
27345907	e_gw1.1.531.1	148822	148782	PF01694	PTHR12917,PTHR12917:SF19	KOG2632	3.4.21.105,3.4.21.108		GO:0016021,GO:0004252	AT3G58460.2	ATRBL15,RBL15	RHOMBOID-like protein 15	Cre01.g050350.t1.1	g1113.t1,RBL6	Rhomboid-like protease
27345376	e_gw1.1.2067.1	148823	148783	PF13423	PTHR24006	KOG1870	3.4.19.12	K11833		AT5G22030.1	UBP8	ubiquitin-specific protease 8	Cre02.g117850.t1.2	g2445.t1,Cre02.g117850.t1.1	
27345269	e_gw1.1.1062.1	148838	148798		PTHR30544,PTHR30544:SF2		2.1.1.224		GO:0008173,GO:0006364,GO:0005737	AT3G19630.1		Radical SAM superfamily protein	Cre01.g028450.t1.2	g650.t1,Cre01.g028450.t1.1	
27345600	e_gw1.1.1249.1	148868	148828										Cre01.g002750.t2.1	g65.t2	
27345729	e_gw1.1.1594.1	148875	148835	PF13202	PTHR12085			K11583	GO:0005509	AT5G18580.1	EMB40,FASS,FASS 2,FS1,GDO,TON2	tonneau 2 (TON2)	Cre01.g047900.t1.1	g1064.t1	
27345773	e_gw1.1.339.1	148880	148840	PF05421	PTHR36049								Cre17.g726450.t1.2	g17565.t1,Cre17.g726450.t1.1	
27345579	e_gw1.1.964.1	148913	148873	PF05496,PF01434	PTHR23076	KOG0651		K03798	GO:0009378,GO:0006310,GO:0006281,GO:0006508,GO:0005524,GO:0004222	AT2G30950.1	FTSH2,VAR2	FtsH extracellular protease family	Cre03.g201100.t1.2	g4303.t1,Cre03.g201100.t1.1,FHL6,FTSHi1	FtsH-like ATPase/metalloprotease
27345331	e_gw1.1.1101.1	148922	148882	PF00076	PTHR12785	KOG0114		K12833	GO:0003676	AT5G12190.1		RNA-binding (RRM/RBD/RNP motifs) family protein	Cre03.g158950.t1.1	g3254.t1	
27345373	e_gw1.1.631.1	148962	148922	PF01852	PTHR19308,PTHR19308:SF14				GO:0008289						
27345383	e_gw1.1.842.1	148963	148923	PF01096	PTHR11239,PTHR11239:SF12	KOG2906	2.7.7.6	K03019	GO:0008270,GO:0006351,GO:0003676	AT4G07950.1		DNA-directed RNA polymerase, subunit M, archaeal	Cre02.g102400.t1.2	g2091.t1,Cre02.g102400.t1.1,RPC1	
27344942	e_gw1.1.2120.1	148994	148954				5.3.4.1								
27345194	e_gw1.1.1578.1	149000	148960	PF00293	PTHR22769,PTHR22769:SF37		3.6.1.17	K08311	GO:0016787	AT1G30110.1	ATNUDX25,NUDX25	nudix hydrolase homolog 25	Cre08.g366050.t1.2	g8578.t1,Cre08.g366050.t1.1	
27345647	e_gw1.1.2003.1	149006	148966	PF02782,PF00370	PTHR10196	KOG2517	2.7.1.30		GO:0016773,GO:0005975	AT2G21370.1	XK-1,XK1	xylulose kinase-1	Cre02.g098150.t1.2	g1996.t1,Cre02.g098150.t1.1,XYK1	
27345173	e_gw1.1.1650.1	149040	149000	PF11969	PTHR12486,PTHR12486:SF5		2.7.7.5			AT4G16566.1	HINT4	histidine triad nucleotide-binding 4	Cre03.g169200.t1.2	g3483.t1,Cre03.g169200.t1.1	
27345737	e_gw1.1.1012.1	149081	149041	PF00254	PTHR10516,PTHR10516:SF179		5.2.1.8		GO:0006457	AT5G13410.1		FKBP-like peptidyl-prolyl cis-trans isomerase family protein	Cre12.g534700.t1.2	g13150.t1,Cre12.g534700.t1.1	Peptidyl-prolyl cis-trans isomerase, FKBP-type
27345106	e_gw1.1.1585.1	149086	149046	PF06172	PTHR33387,PTHR33387:SF3					AT1G19130.1					
27345963	e_gw1.1.1592.1	149101	149061	PF00583	PTHR10545		2.3.1.57		GO:0008080	AT2G39020.1		Acyl-CoA N-acyltransferases (NAT) superfamily protein	Cre11.g475100.t1.2	g11803.t1,Cre11.g475100.t1.1,NAT26	
27345558	e_gw1.1.1275.1	149117	149077	PF03798	PTHR13439,PTHR13439:SF0				GO:0016021	AT1G31300.2		TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein			
27345055	e_gw1.1.359.1	149122	149082	PF04733	PTHR10805	KOG3081		K17268	GO:0006890,GO:0005198	AT1G30630.1		Coatomer epsilon subunit	Cre13.g592450.t1.2	g14523.t1,Cre13.g592450.t1.1,COPE1	Epsilon subunit of COP-I complex
27345338	e_gw1.1.956.1	149149	149109	PF03055	PTHR10543,PTHR10543:SF36	KOG1285	1.13.11.75	K00464		AT3G63520.1	ATCCD1,ATNCED1,CCD1,NCED1	carotenoid cleavage dioxygenase 1	Cre12.g488350.t1.1	g12218.t1	
27345504	e_gw1.1.417.1	149161	149121										Cre16.g665200.t1.2	g16055.t1,Cre16.g665200.t1.1	
27345564	e_gw1.1.762.1	149175	149135	PF09335	PTHR12677					AT1G22850.1		SNARE associated Golgi protein family	Cre01.g000250.t1.2	g8.t1,Cre01.g000250.t1.1,SNR1	
27345339	e_gw1.1.176.1	149204	149164		PTHR10366,PTHR10366:SF389					AT2G39080.1		NAD(P)-binding Rossmann-fold superfamily protein	Cre13.g608000.t1.2	g14656.t1,Cre13.g608000.t1.1	Predicted protein
27345462	e_gw1.1.1141.1	149211	149171		PTHR37845										
27347174	MicpuC2.e_gw1.3.1124.1	14923	14923	PF01963	PTHR21530					AT1G05270.1		TraB family protein	Cre16.g677800.t1.2	g16560.t1,Cre16.g677800.t1.1	
27345221	e_gw1.1.496.1	149234	149194	PF00233	PTHR11347		3.1.4.53		GO:0007165,GO:0004114				Cre09.g389875.t1.1	g9653.t1,Cre02.g125050.t1.1,PDE7	3\prime,5\prime-cyclic-nucleotide phosphodiesterase
27345303	e_gw1.1.503.1	149241	149201	PF07714,PF00069	PTHR11042		2.7.11.1		GO:0006468,GO:0004672,GO:0005524	AT3G59410.2	GCN2	protein kinase family protein	Cre17.g726950.t1.1	g17576.t1	
27346026	e_gw1.1.1040.1	149243	149203		PTHR33047										
27345497	e_gw1.1.1089.1	149246	149206	PF13489	PTHR12890	KOG3987									
27345470	e_gw1.1.1982.1	149251	149211	PF10075	PTHR13339	KOG4414		K12181		AT4G14110.1	COP9,CSN8,EMB143,FUS7	COP9 signalosome, subunit CSN8	Cre14.g608850.t1.2	g14677.t1,Cre14.g608850.t1.1	
27345061	e_gw1.1.712.1	149263	149223	PF00439	PTHR22880				GO:0005515	AT1G17790.1		DNA-binding bromodomain-containing protein	Cre01.g048900.t1.1	g1085.t1,GTF1	
27347419	MicpuC2.e_gw1.3.382.1	14927	14927	PF00953	PTHR10571,PTHR10571:SF0	KOG2788	2.7.8.15	K01001	GO:0016021,GO:0008963	AT3G57220.1		Glycosyl transferase family 4 protein	Cre16.g663100.t1.1	g16009.t1	
27345216	e_gw1.1.233.1	149272	149232												
27345122	e_gw1.1.1161.1	149277	149237	PF05514	PTHR31474,PTHR31474:SF1					AT1G04340.1		HR-like lesion-inducing protein-related			
27345123	e_gw1.1.943.1	149282	149242	PF00581									Cre16.g663150.t1.2	g16010.t1,Cre16.g663150.t1.1	
27347159	MicpuC2.e_gw1.3.456.1	14932	14932	PF08246,PF00112	PTHR12411,PTHR12411:SF365	KOG1542	3.4.22.15	K01373	GO:0008234,GO:0006508	AT4G39090.1	RD19,RD19A	Papain family cysteine protease	Cre05.g247851.t1.1	g5177.t1,Cre05.g247800.t1.2,CEP2	
27347803	MicpuC2.e_gw1.3.604.1	14938	14938	PF01728	PTHR10920,PTHR10920:SF12	KOG1099	2.1.1.205	K14864	GO:0032259,GO:0008168,GO:0001510	AT5G01230.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cre03.g145907.t1.1	g2960.t1,Cre01.g060300.t1.1,Cre01.g060300.t1.2	Putative ribosomal RNA methyltransferase
27347635	MicpuC2.e_gw1.3.473.1	14939	14939	PF10188	PTHR21439								Cre17.g732100.t1.2	g17693.t1,Cre17.g732100.t1.1,SSA4	Predicted protein
27345129	e_gw1.1.1186.1	149390	149350	PF00240	PTHR10666	KOG0005		K12158	GO:0005515	AT1G31340.1	ATRUB1,NEDD8,RUB1	related to ubiquitin 1	Cre09.g396400.t1.2	g9361.t1,Cre09.g396400.t1.1,UBQ2	Bi-ubiquitin
27347251	MicpuC2.e_gw1.3.630.1	14945	14945	PF00498	PTHR23308	KOG1882		K13108	GO:0005515	AT3G20550.1	DDL	SMAD/FHA domain-containing protein 	Cre09.g390430.t1.1	g9668.t1,Cre02.g125800.t1.1	
27345478	e_gw1.1.559.1	149483	149443	PF01753											
27345999	e_gw1.1.390.1	149485	149445	PF10415,PF00206	PTHR11444,PTHR11444:SF1		4.2.1.2	K01679	GO:0016829,GO:0006099	AT5G50950.2	FUM2	FUMARASE 2	Cre01.g020223.t1.1	g470.t1	
27345677	e_gw1.1.79.1	149512	149472				5.3.4.1								
27345357	e_gw1.1.1865.1	149523	149483												
27345476	e_gw1.1.363.1	149527	149487	PF01974	PTHR13070	KOG4133	4.6.1.16	K15323	GO:0006388,GO:0000213				Cre14.g630500.t1.2	g15184.t1,Cre14.g630500.t1.1,TIE2	
27345177	e_gw1.1.485.1	149531	149491	PF02260,PF00454	PTHR11139,PTHR11139:SF68		2.7.11.1	K06642	GO:0005515,GO:0016773	AT1G50030.1	TOR	target of rapamycin	Cre10.g467200.t1.1	g11448.t1,ATR1	ATM/ATR-related phosphatidylinositol 3-kinase
27345675	e_gw1.1.2175.1	149543	149503	PF00977	PTHR21235,PTHR21235:SF23	KOG3055	5.3.1.16	K01814	GO:0000105	AT2G36230.1	APG10,HISN3	Aldolase-type TIM barrel family protein	Cre12.g495300.t1.2	g12127.t1,Cre12.g495300.t1.1,HIS6	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase
27345797	e_gw1.1.1407.1	149549	149509	PF00240	PTHR13042	KOG3493		K13113	GO:0005515	AT3G45180.1		Ubiquitin-like superfamily protein	Cre17.g725050.t1.2	g17534.t1,Cre17.g725050.t1.1	
27345423	e_gw1.1.306.1	149550	149510	PF04483											
27345281	e_gw1.1.1315.1	149575	149535												
27345805	e_gw1.1.120.1	149594	149554	PF00574	PTHR10381,PTHR10381:SF24		3.4.21.92	K01358		AT5G45390.1	CLPP4,NCLPP4	CLP protease P4	Cre12.g486100.t1.2	g12275.t1,Cre12.g486100.t1.1	Active subunit of the chloroplast ClpP complex
27345017	e_gw1.1.1218.1	149619	149579	PF01088	PTHR10589	KOG1415	3.4.19.12	K05609	GO:0006511,GO:0005622,GO:0004843	AT4G17510.1	UCH3	ubiquitin C-terminal hydrolase 3	Cre03.g194250.t1.2	g4020.t1,Cre03.g194250.t1.1	
27346014	e_gw1.1.965.1	149622	149582		PTHR12383,PTHR12383:SF5		3.4.21.89		GO:0016020,GO:0008236,GO:0006508	AT1G06200.1		Peptidase S24/S26A/S26B/S26C family protein	Cre16.g694703.t1.1	g15578.t1	
27345321	e_gw1.1.541.1	149633	149593		PTHR34410										
27345279	e_gw1.1.618.1	149642	149602	PF00156	PTHR10285,PTHR10285:SF77		2.4.2.9	K00761	GO:0009116	AT3G53900.2	PYRR,UPP	uracil phosphoribosyltransferase	Cre11.g467778.t1.1	g11708.t1	
27345625	e_gw1.1.2130.1	149645	149605	PF06159	PTHR13134,PTHR13134:SF3	KOG2625				AT2G47960.1					
27345920	e_gw1.1.909.1	149714	149674	PF01370	PTHR12126,PTHR12126:SF1	KOG4288			GO:0050662,GO:0003824	AT1G32220.1		NAD(P)-binding Rossmann-fold superfamily protein	Cre03.g199150.t1.2	g4345.t1,Cre03.g199150.t1.1	
27345610	e_gw1.1.48.1	149728	149688	PF08477	PTHR11711,PTHR11711:SF41	KOG0070		K07942	GO:0007264,GO:0005525	AT2G24765.1	ARF3,ARL1,ATARL1	ADP-ribosylation factor 3	Cre12.g535900.t1.1	g13180.t1,ARL1	ARF-like GTPase
27345994	e_gw1.1.1661.1	149731	149691	PF01040	PTHR11048,PTHR11048:SF26		2.5.1.115	K09833	GO:0016021,GO:0004659	AT2G18950.1	ATHPT,HPT1,TPT1,VTE2	homogentisate phytyltransferase 1	Cre09.g414000.t1.2	g10254.t1,Cre09.g414000.t1.1,VTE8	
27345370	e_gw1.1.1.1	149740	149700	PF02493	PTHR23084					AT1G60890.2		Phosphatidylinositol-4-phosphate 5-kinase family protein	Cre12.g521550.t1.1	g12848.t1	
27345664	e_gw1.1.194.1	149781	149741	PF01042	PTHR11803,PTHR11803:SF13	KOG2317	3.5.99.10			AT3G20390.1		endoribonuclease L-PSP family protein	Cre16.g669650.t1.2	g16237.t1,Cre16.g669650.t1.1	
27345559	e_gw1.1.1545.1	149791	149751	PF01593	PTHR10668,PTHR10668:SF67	KOG4254	5.2.1.13		GO:0055114,GO:0016491	AT1G57770.1		FAD/NAD(P)-binding oxidoreductase family protein	Cre16.g674950.t1.2	g16619.t1,Cre16.g674950.t1.1,POD2	
27345895	e_gw1.1.352.1	149821	149781	PF02631	PTHR33602,PTHR33602:SF1				GO:0006282	AT3G13226.1		regulatory protein RecX family protein			
27345176	e_gw1.1.341.1	149844	149804	PF02127	PTHR28570,PTHR28570:SF3		3.4.11.21	K01267	GO:0008270,GO:0006508,GO:0004177	AT5G60160.1		Zn-dependent exopeptidases superfamily protein	Cre10.g435300.t1.2	g10736.t1,Cre10.g435300.t1.1,AAP1	Aspartyl aminopeptidase-like protein
27345083	e_gw1.1.1329.1	149854	149814	PF02148,PF00443	PTHR24006,PTHR24006:SF521	KOG2026	3.4.19.12	K12847	GO:0008270,GO:0036459,GO:0016579	AT4G22285.1		Ubiquitin C-terminal hydrolases superfamily protein	Cre17.g721600.t1.1	g17459.t1	
27345901	e_gw1.1.934.1	149860	149820	PF13847,PF08498	PTHR10108,PTHR10108:SF908	KOG1269	2.1.1.41	K00559	GO:0008168,GO:0006694	AT5G13710.2	CPH,SMT1	sterol methyltransferase 1	Cre12.g500500.t2.1	g12566.t2,SMT1,STM1	Sterol-C24-methyltransferase
27345859	e_gw1.1.235.1	149882	149842	PF09415	PTHR28680			K15360	GO:0051382,GO:0006281	AT1G78790.1					
27342756	e_gw1.2.1030.1	149966	149926	PF02636	PTHR12049,PTHR12049:SF5					AT1G04900.1		Protein of unknown function (DUF185)	Cre13.g584700.t1.1	g14352.t1	
27342433	e_gw1.2.1136.1	149993	149953												
27343184	e_gw1.2.359.1	150027	149987	PF12554	PTHR28520			K18633		AT4G09550.1	ATGIP1,GIP1	AtGCP3 interacting protein 1	Cre14.g610000.t1.1	g14704.t1	
27342507	e_gw1.2.1214.1	150065	150025	PF00297	PTHR11363			K02925	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT1G43170.8	ARP1,emb2207,RP1,RPL3A	ribosomal protein 1	Cre10.g417700.t1.2	g10343.t1,Cre10.g417700.t1.1	Ribosomal protein L3, component of cytosolic 80S ribosome and 60S large subunit
27342874	e_gw1.2.1286.1	150091	150051	PF00550,PF00109	PTHR11712,PTHR11712:SF285								Cre10.g449750.t1.1	g11056.t1,PKS1	
27342921	e_gw1.2.1019.1	150117	150077	PF01612	PTHR12124,PTHR12124:SF42			K18740	GO:0008408,GO:0006139,GO:0003676	AT2G25910.2		3\prime-5\prime exonuclease domain-containing protein / K homology domain-containing protein / KH domain-containing protein	Cre03.g152400.t1.1	g3102.t1,EXN1	3\prime-5\prime exonuclease
27342700	e_gw1.2.600.1	150157	150117							AT3G48420.1		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	Cre03.g206550.t1.2	g4180.t1,Cre03.g206550.t1.1,PGP5	Phosphoglycolate phosphatase/2-deoxyglucose-6-phosphate phosphatase.   
27342956	e_gw1.2.1553.1	150162	150122	PF08477	PTHR11711	KOG0073		K07943	GO:0007264,GO:0005525	AT2G18390.1	ARL2,ATARLC1,HAL,TTN5	ADP-ribosylation factor family protein	Cre01.g005550.t1.2	g135.t1,Cre01.g005550.t1.1,ARL2,ARL4	ARF-like GTPase
27342649	e_gw1.2.603.1	150164	150124	PF00013,PF00575,PF03725,PF01138	PTHR11252,PTHR11252:SF0		2.7.7.8	K00962	GO:0003723,GO:0003676,GO:0006402,GO:0004654	AT3G03710.1	PNP,RIF10	polyribonucleotide nucleotidyltransferase, putative	Cre04.g214501.t1.1	g4685.t1,PNP1,PNT2	
27347146	MicpuC2.e_gw1.3.900.1	15020	15020	PF12796	PTHR24193					AT5G12320.1		ankyrin repeat family protein	Cre16.g662951.t1.2	g16006.t1,Cre16.g662951.t1.1	
27343145	e_gw1.2.1390.1	150214	150174	PF02801,PF00109	PTHR11712,PTHR11712:SF285								Cre10.g449750.t1.1	g11056.t1,PKS1	
27343114	e_gw1.2.421.1	150241	150201	PF00855,PF00145	PTHR10629		2.1.1.37			AT5G47690.3		binding	Cre10.g461750.t1.1	g11319.t1,DMC5	
27342833	e_gw1.2.791.1	150353	150313	PF01472,PF00696	PTHR11063,PTHR11063:SF12	KOG1154	2.7.2.11	K00931	GO:0003723	AT3G55610.1	P5CS2	delta 1-pyrroline-5-carboxylate synthase 2	Cre17.g705850.t1.2	g17109.t1,Cre17.g705850.t1.1,GGK2,PROB2	Glutamate 5-kinase
27343262	e_gw1.2.550.1	150368	150328	PF00889	PTHR11741				GO:0006414,GO:0005622,GO:0003746	AT4G11120.1		translation elongation factor Ts (EF-Ts), putative	Cre12.g519180.t1.1	g12799.t3,Cre12.g519200.t4.1	
27343231	e_gw1.2.546.1	150392	150352	PF00293	PTHR12629	KOG2839	3.6.1.22,3.6.1.13	K07766	GO:0016787	AT1G73540.1	atnudt21,NUDT21	nudix hydrolase homolog 21	Cre02.g106500.t1.2	g2183.t1,Cre02.g106500.t1.1,IPP2	
27343022	e_gw1.2.380.1	150434	150394	PF00581	PTHR11364,PTHR11364:SF13	KOG1529	2.8.1.2,2.8.1.1	K01011		AT1G79230.1	ATMST1,ATRDH1,MST1,ST1,STR1	mercaptopyruvate sulfurtransferase 1	Cre13.g607050.t1.2	g14637.t1,Cre13.g607050.t1.1,THT1,TST,TST1,TSU1	Thiosulfate sulfurtransferase
27343232	e_gw1.2.411.1	150439	150399		PTHR36021,PTHR36021:SF1					AT2G43795.2			Cre16.g660850.t1.2	g15960.t1,Cre16.g660850.t1.1	
27343176	e_gw1.2.1180.1	150443	150403	PF06331		KOG3451			GO:0006355,GO:0006289,GO:0000439	AT1G12400.1		Nucleotide excision repair, TFIIH, subunit TTDA			
27342645	e_gw1.2.794.1	150502	150462	PF02801,PF00109	PTHR11712,PTHR11712:SF285					AT5G46290.1	KAS I,KAS1	3-ketoacyl-acyl carrier protein synthase I	Cre10.g449750.t1.1	g11056.t1,PKS1	
27342888	e_gw1.2.1176.1	150509	150469	PF12765,PF12830	PTHR21704,PTHR21704:SF18			K06672		AT5G15540.1	ATSCC2,EMB2773,SCC2	PHD finger family protein	Cre06.g278269.t1.1	g6411.t1,Cre13.g601750.t1.1	
27346937	MicpuC2.e_gw1.3.229.1	15055	15055	PF00400	PTHR15271	KOG1009		K10751	GO:0005515	AT5G64630.2	FAS2,MUB3.9,NFB01,NFB1	Transducin/WD40 repeat-like superfamily protein	Cre13.g575950.t1.2	g14155.t1,Cre13.g575950.t1.1,HIR1	
27343135	e_gw1.2.19.1	150569	150529	PF14259											
27342858	e_gw1.2.1033.1	150614	150574	PF13086,PF13087,PF16399	PTHR10887,PTHR10887:SF5			K12874	GO:0005681,GO:0000398	AT2G38770.1	EMB2765	P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre06.g300750.t1.1	g6958.t1	
27342666	e_gw1.2.377.1	150621	150581		PTHR21321,PTHR21321:SF1			K03681	GO:0003723,GO:0000178	AT4G32175.1		PNAS-3 related	Cre07.g319900.t1.1	g7398.t1,RRP40	3\prime-5\prime Exonuclease component of the Exosome
27342512	e_gw1.2.702.1	150649	150609	PF04832						AT5G20140.2		SOUL heme-binding family protein	Cre11.g467784.t1.1	g11714.t1,Cre22.g762700.t1.1,Cre22.g762700.t1.2	
