#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
74594	74555	KOG0596	Dual specificity; serine/threonine and tyrosine kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
74670	74631	KOG2687	Spindle pole body protein, contains UNC-84 domain	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
74671	74632	KOG0028	Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
74722	74683	KOG1099	SAM-dependent methyltransferase/cell division protein FtsJ	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
74757	74718	KOG2464	Serine/threonine kinase (haspin family)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
74797	74758	KOG3999	Checkpoint 9-1-1 complex, HUS1 component	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
74823	74784	KOG1987	Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
74917	74878	KOG2151	Predicted transcriptional regulator	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
74922	74883	KOG1126	DNA-binding cell division cycle control protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
74981	74942	KOG1517	Guanine nucleotide binding protein MIP1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75013	74974	KOG0996	Structural maintenance of chromosome protein 4 (chromosome condensation complex Condensin, subunit C)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75156	75117	KOG1858	Anaphase-promoting complex (APC), subunit 1 (meiotic check point regulator/Tsg24)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75181	75142	KOG1213	Sister chromatid cohesion complex Cohesin, subunit RAD21/SCC1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75224	75185	KOG2045	5prime-3prime exonuclease XRN1/KEM1/SEP1 involved in DNA strand exchange and mRNA turnover	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75315	75276	KOG4322	Anaphase-promoting complex (APC), subunit 5	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75328	75289	KOG1810	Cell cycle-associated protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75367	75328	KOG2166	Cullins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75371	75332	KOG2809	Telomerase elongation inhibitor/RNA maturation protein PINX1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75377	75338	KOG1832	HIV-1 Vpr-binding protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75492	75453	KOG0659	Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, kinase subunit CDK7	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75541	75502	KOG3484	Cyclin-dependent protein kinase CDC28, regulatory subunit CKS1, and related proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75608	75569	KOG1155	Anaphase-promoting complex (APC), Cdc23 subunit	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75652	75613	KOG3022	Predicted ATPase, nucleotide-binding	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75710	75671	KOG0890	Protein kinase of the PI-3 kinase family involved in mitotic growth, DNA repair and meiotic recombination	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75715	75676	KOG1915	Cell cycle control protein (crooked neck)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75753	75714	KOG0973	Histone transcription regulator HIRA, WD repeat superfamily	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75819	75780	KOG2043	Signaling protein SWIFT and related BRCT domain proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75827	75788	KOG2874	rRNA processing protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75868	75829	KOG4563	Cell cycle-regulated histone H1-binding protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75879	75840	KOG1174	Anaphase-promoting complex (APC), subunit 7	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75900	75861	KOG3300	NADH:ubiquinone oxidoreductase, B16.6 subunit/cell death-regulatory protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75931	75892	KOG2688	Transcription-associated recombination protein - Thp1p	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75966	75927	KOG0889	Histone acetyltransferase SAGA, TRRAP/TRA1 component, PI-3 kinase superfamily	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
75988	75949	KOG4842	Protein involved in sister chromatid separation and/or segregation	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
76094	76055	KOG2101	Intermediate filament-like protein, sorting nexins, and related proteins containing PX (PhoX) domain(s)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
76479	76440	KOG0964	Structural maintenance of chromosome protein 3 (sister chromatid cohesion complex Cohesin, subunit SMC3)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
76550	76511	KOG2277	S-M checkpoint control protein CID1 and related nucleotidyltransferases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
76621	76582	KOG0822	Protein kinase inhibitor	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
76664	76625	KOG1525	Sister chromatid cohesion complex Cohesin, subunit PDS5	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
76701	76662	KOG3056	Protein required for S-phase initiation or completion	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
76726	76687	KOG3433	Protein involved in meiotic recombination/predicted coiled-coil protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
69181	69142	KOG2797	Prephenate dehydratase	Amino acid transport and metabolism 	METABOLISM
69203	69164	KOG0456	Aspartate kinase	Amino acid transport and metabolism 	METABOLISM
69217	69178	KOG1504	Ornithine carbamoyltransferase OTC/ARG3	Amino acid transport and metabolism 	METABOLISM
69256	69217	KOG2831	ATP phosphoribosyltransferase	Amino acid transport and metabolism 	METABOLISM
69292	69253	KOG1305	Amino acid transporter protein	Amino acid transport and metabolism 	METABOLISM
69306	69267	KOG4777	Aspartate-semialdehyde dehydrogenase	Amino acid transport and metabolism 	METABOLISM
69395	69356	KOG1591	Prolyl 4-hydroxylase alpha subunit	Amino acid transport and metabolism 	METABOLISM
69413	69374	KOG2414	Putative Xaa-Pro aminopeptidase	Amino acid transport and metabolism 	METABOLISM
69512	69473	KOG0259	Tyrosine aminotransferase	Amino acid transport and metabolism 	METABOLISM
69521	69482	KOG1305	Amino acid transporter protein	Amino acid transport and metabolism 	METABOLISM
69573	69534	KOG1591	Prolyl 4-hydroxylase alpha subunit	Amino acid transport and metabolism 	METABOLISM
69592	69553	KOG2367	Alpha-isopropylmalate synthase/homocitrate synthase	Amino acid transport and metabolism 	METABOLISM
69634	69595	KOG2697	Histidinol dehydrogenase	Amino acid transport and metabolism 	METABOLISM
69728	69689	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
69808	69769	KOG1359	Glycine C-acetyltransferase/2-amino-3-ketobutyrate-CoA ligase	Amino acid transport and metabolism 	METABOLISM
69879	69840	KOG0068	D-3-phosphoglycerate dehydrogenase, D-isomer-specific 2-hydroxy acid dehydrogenase superfamily	Amino acid transport and metabolism 	METABOLISM
69948	69909	KOG1405	4-aminobutyrate aminotransferase	Amino acid transport and metabolism 	METABOLISM
69976	69937	KOG0026	Anthranilate synthase, beta chain	Amino acid transport and metabolism 	METABOLISM
69984	69945	KOG0053	Cystathionine beta-lyases/cystathionine gamma-synthases	Amino acid transport and metabolism 	METABOLISM
69987	69948	KOG4165	Gamma-glutamyl phosphate reductase	Amino acid transport and metabolism 	METABOLISM
69991	69952	KOG3143	Imidazoleglycerol-phosphate dehydratase	Amino acid transport and metabolism 	METABOLISM
70008	69969	KOG2770	Aminomethyl transferase	Amino acid transport and metabolism 	METABOLISM
70052	70013	KOG2040	Glycine dehydrogenase (decarboxylating)	Amino acid transport and metabolism 	METABOLISM
70098	70059	KOG0623	Glutamine amidotransferase/cyclase	Amino acid transport and metabolism 	METABOLISM
70144	70105	KOG2663	Acetolactate synthase, small subunit	Amino acid transport and metabolism 	METABOLISM
70145	70106	KOG3923	D-aspartate oxidase	Amino acid transport and metabolism 	METABOLISM
70203	70164	KOG1562	Spermidine synthase	Amino acid transport and metabolism 	METABOLISM
70222	70183	KOG0945	Alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase	Amino acid transport and metabolism 	METABOLISM
70242	70203	KOG2619	Fucosyltransferase	Amino acid transport and metabolism 	METABOLISM
70245	70206	KOG1237	H+/oligopeptide symporter	Amino acid transport and metabolism 	METABOLISM
70266	70227	KOG0257	Kynurenine aminotransferase, glutamine transaminase K	Amino acid transport and metabolism 	METABOLISM
70323	70284	KOG3627	Trypsin	Amino acid transport and metabolism 	METABOLISM
70330	70291	KOG4750	Serine O-acetyltransferase	Amino acid transport and metabolism 	METABOLISM
70383	70344	KOG0280	Uncharacterized conserved protein	Amino acid transport and metabolism 	METABOLISM
70405	70366	KOG4202	Phosphoribosylanthranilate isomerase	Amino acid transport and metabolism 	METABOLISM
70490	70451	KOG0807	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
70513	70474	KOG0975	Branched chain aminotransferase BCAT1, pyridoxal phosphate enzymes type IV superfamily	Amino acid transport and metabolism 	METABOLISM
70546	70507	KOG1282	Serine carboxypeptidases (lysosomal cathepsin A)	Amino acid transport and metabolism 	METABOLISM
70574	70535	KOG1250	Threonine/serine dehydratases	Amino acid transport and metabolism 	METABOLISM
70629	70590	KOG1189	Global transcriptional regulator, cell division control protein	Amino acid transport and metabolism 	METABOLISM
70652	70613	KOG2596	Aminopeptidase I zinc metalloprotease (M18)	Amino acid transport and metabolism 	METABOLISM
70685	70646	KOG0692	Pentafunctional AROM protein	Amino acid transport and metabolism 	METABOLISM
70723	70684	KOG1316	Argininosuccinate lyase	Amino acid transport and metabolism 	METABOLISM
70731	70692	KOG1252	Cystathionine beta-synthase and related enzymes	Amino acid transport and metabolism 	METABOLISM
70755	70716	KOG3124	Pyrroline-5-carboxylate reductase	Amino acid transport and metabolism 	METABOLISM
70803	70764	KOG2551	Phospholipase/carboxyhydrolase	Amino acid transport and metabolism 	METABOLISM
70839	70800	KOG2619	Fucosyltransferase	Amino acid transport and metabolism 	METABOLISM
70896	70857	KOG1401	Acetylornithine aminotransferase	Amino acid transport and metabolism 	METABOLISM
70931	70892	KOG0141	Isovaleryl-CoA dehydrogenase	Amino acid transport and metabolism 	METABOLISM
70973	70934	KOG0503	Asparaginase	Amino acid transport and metabolism 	METABOLISM
70976	70937	KOG2413	Xaa-Pro aminopeptidase	Amino acid transport and metabolism 	METABOLISM
70999	70960	KOG1046	Puromycin-sensitive aminopeptidase and related aminopeptidases	Amino acid transport and metabolism 	METABOLISM
71101	71062	KOG0189	Phosphoadenosine phosphosulfate reductase	Amino acid transport and metabolism 	METABOLISM
71151	71112	KOG1184	Thiamine pyrophosphate-requiring enzyme	Amino acid transport and metabolism 	METABOLISM
71244	71205	KOG0975	Branched chain aminotransferase BCAT1, pyridoxal phosphate enzymes type IV superfamily	Amino acid transport and metabolism 	METABOLISM
71254	71215	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
71261	71222	KOG4354	N-acetyl-gamma-glutamyl-phosphate reductase	Amino acid transport and metabolism 	METABOLISM
71276	71237	KOG0399	Glutamate synthase	Amino acid transport and metabolism 	METABOLISM
71292	71253	KOG0692	Pentafunctional AROM protein	Amino acid transport and metabolism 	METABOLISM
71330	71291	KOG2467	Glycine/serine hydroxymethyltransferase	Amino acid transport and metabolism 	METABOLISM
71335	71296	KOG2436	Acetylglutamate kinase/acetylglutamate synthase	Amino acid transport and metabolism 	METABOLISM
71370	71331	KOG0692	Pentafunctional AROM protein	Amino acid transport and metabolism 	METABOLISM
71394	71355	KOG0786	3-isopropylmalate dehydrogenase	Amino acid transport and metabolism 	METABOLISM
71402	71363	KOG1401	Acetylornithine aminotransferase	Amino acid transport and metabolism 	METABOLISM
71426	71387	KOG1286	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
71474	71435	KOG0062	ATPase component of ABC transporters with duplicated ATPase domains/Translation elongation factor EF-3b	Amino acid transport and metabolism 	METABOLISM
71494	71455	KOG0053	Cystathionine beta-lyases/cystathionine gamma-synthases	Amino acid transport and metabolism 	METABOLISM
71513	71474	KOG1448	Ribose-phosphate pyrophosphokinase	Amino acid transport and metabolism 	METABOLISM
71587	71548	KOG2348	Urea transporter	Amino acid transport and metabolism 	METABOLISM
71589	71550	KOG0062	ATPase component of ABC transporters with duplicated ATPase domains/Translation elongation factor EF-3b	Amino acid transport and metabolism 	METABOLISM
71594	71555	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
71599	71560	KOG2596	Aminopeptidase I zinc metalloprotease (M18)	Amino acid transport and metabolism 	METABOLISM
71642	71603	KOG1591	Prolyl 4-hydroxylase alpha subunit	Amino acid transport and metabolism 	METABOLISM
71705	71666	KOG1154	Gamma-glutamyl kinase	Amino acid transport and metabolism 	METABOLISM
71715	71676	KOG3373	Glycine cleavage system H protein (lipoate-binding)	Amino acid transport and metabolism 	METABOLISM
71725	71686	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
71793	71754	KOG0257	Kynurenine aminotransferase, glutamine transaminase K	Amino acid transport and metabolism 	METABOLISM
71833	71794	KOG0062	ATPase component of ABC transporters with duplicated ATPase domains/Translation elongation factor EF-3b	Amino acid transport and metabolism 	METABOLISM
71873	71834	KOG1448	Ribose-phosphate pyrophosphokinase	Amino acid transport and metabolism 	METABOLISM
71947	71908	KOG4166	Thiamine pyrophosphate-requiring enzyme	Amino acid transport and metabolism 	METABOLISM
71977	71938	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
72003	71964	KOG1706	Argininosuccinate synthase	Amino acid transport and metabolism 	METABOLISM
72014	71975	KOG1304	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
72151	72112	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
72176	72137	KOG0692	Pentafunctional AROM protein	Amino acid transport and metabolism 	METABOLISM
72211	72172	KOG4750	Serine O-acetyltransferase	Amino acid transport and metabolism 	METABOLISM
72255	72216	KOG1223	Isochorismate synthase	Amino acid transport and metabolism 	METABOLISM
72290	72251	KOG1430	C-3 sterol dehydrogenase/3-beta-hydroxysteroid dehydrogenase and related dehydrogenases	Amino acid transport and metabolism 	METABOLISM
72295	72256	KOG2770	Aminomethyl transferase	Amino acid transport and metabolism 	METABOLISM
72321	72282	KOG1282	Serine carboxypeptidases (lysosomal cathepsin A)	Amino acid transport and metabolism 	METABOLISM
72373	72334	KOG2275	Aminoacylase ACY1 and related metalloexopeptidases	Amino acid transport and metabolism 	METABOLISM
72388	72349	KOG0622	Ornithine decarboxylase	Amino acid transport and metabolism 	METABOLISM
72463	72424	KOG0257	Kynurenine aminotransferase, glutamine transaminase K	Amino acid transport and metabolism 	METABOLISM
72501	72462	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
72505	72466	KOG2467	Glycine/serine hydroxymethyltransferase	Amino acid transport and metabolism 	METABOLISM
72532	72493	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
72541	72502	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
72553	72514	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
72564	72525	KOG2619	Fucosyltransferase	Amino acid transport and metabolism 	METABOLISM
72635	72596	KOG2697	Histidinol dehydrogenase	Amino acid transport and metabolism 	METABOLISM
72653	72614	KOG1448	Ribose-phosphate pyrophosphokinase	Amino acid transport and metabolism 	METABOLISM
72717	72678	KOG0633	Histidinol phosphate aminotransferase	Amino acid transport and metabolism 	METABOLISM
72741	72702	KOG2380	Prephenate dehydrogenase (NADP+)	Amino acid transport and metabolism 	METABOLISM
72763	72724	KOG1383	Glutamate decarboxylase/sphingosine phosphate lyase	Amino acid transport and metabolism 	METABOLISM
72772	72733	KOG0573	Asparagine synthase	Amino acid transport and metabolism 	METABOLISM
72801	72762	KOG0454	3-isopropylmalate dehydratase (aconitase superfamily)	Amino acid transport and metabolism 	METABOLISM
72881	72842	KOG0629	Glutamate decarboxylase and related proteins	Amino acid transport and metabolism 	METABOLISM
72900	72861	KOG4492	Chorismate synthase	Amino acid transport and metabolism 	METABOLISM
72907	72868	KOG1250	Threonine/serine dehydratases	Amino acid transport and metabolism 	METABOLISM
72919	72880	KOG2276	Metalloexopeptidases	Amino acid transport and metabolism 	METABOLISM
73016	72977	KOG1591	Prolyl 4-hydroxylase alpha subunit	Amino acid transport and metabolism 	METABOLISM
73047	73008	KOG0062	ATPase component of ABC transporters with duplicated ATPase domains/Translation elongation factor EF-3b	Amino acid transport and metabolism 	METABOLISM
73079	73040	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
73106	73067	KOG1401	Acetylornithine aminotransferase	Amino acid transport and metabolism 	METABOLISM
73260	73221	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
73269	73230	KOG1591	Prolyl 4-hydroxylase alpha subunit	Amino acid transport and metabolism 	METABOLISM
73282	73243	KOG0257	Kynurenine aminotransferase, glutamine transaminase K	Amino acid transport and metabolism 	METABOLISM
73292	73253	KOG2467	Glycine/serine hydroxymethyltransferase	Amino acid transport and metabolism 	METABOLISM
73320	73281	KOG2352	Predicted spermine/spermidine synthase	Amino acid transport and metabolism 	METABOLISM
73331	73292	KOG0571	Asparagine synthase (glutamine-hydrolyzing)	Amino acid transport and metabolism 	METABOLISM
73364	73325	KOG0062	ATPase component of ABC transporters with duplicated ATPase domains/Translation elongation factor EF-3b	Amino acid transport and metabolism 	METABOLISM
73371	73332	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
73431	73392	KOG1549	Cysteine desulfurase NFS1	Amino acid transport and metabolism 	METABOLISM
73453	73414	KOG1303	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
73483	73444	KOG0454	3-isopropylmalate dehydratase (aconitase superfamily)	Amino acid transport and metabolism 	METABOLISM
73485	73446	KOG0258	Alanine aminotransferase	Amino acid transport and metabolism 	METABOLISM
73507	73468	KOG1549	Cysteine desulfurase NFS1	Amino acid transport and metabolism 	METABOLISM
73528	73489	KOG2790	Phosphoserine aminotransferase	Amino acid transport and metabolism 	METABOLISM
73576	73537	KOG0638	4-hydroxyphenylpyruvate dioxygenase	Amino acid transport and metabolism 	METABOLISM
73588	73549	KOG2448	Dihydroxy-acid dehydratase	Amino acid transport and metabolism 	METABOLISM
73670	73631	KOG1579	Homocysteine S-methyltransferase	Amino acid transport and metabolism 	METABOLISM
73715	73676	KOG0062	ATPase component of ABC transporters with duplicated ATPase domains/Translation elongation factor EF-3b	Amino acid transport and metabolism 	METABOLISM
73779	73740	KOG1305	Amino acid transporter protein	Amino acid transport and metabolism 	METABOLISM
73824	73785	KOG1591	Prolyl 4-hydroxylase alpha subunit	Amino acid transport and metabolism 	METABOLISM
73840	73801	KOG4175	Tryptophan synthase alpha chain	Amino acid transport and metabolism 	METABOLISM
73875	73836	KOG1591	Prolyl 4-hydroxylase alpha subunit	Amino acid transport and metabolism 	METABOLISM
73921	73882	KOG4311	Histidinol dehydrogenase	Amino acid transport and metabolism 	METABOLISM
74018	73979	KOG1709	Guanidinoacetate methyltransferase and related proteins	Amino acid transport and metabolism 	METABOLISM
74103	74064	KOG0186	Proline oxidase	Amino acid transport and metabolism 	METABOLISM
74190	74151	KOG0806	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
74210	74171	KOG0622	Ornithine decarboxylase	Amino acid transport and metabolism 	METABOLISM
74237	74198	KOG1430	C-3 sterol dehydrogenase/3-beta-hydroxysteroid dehydrogenase and related dehydrogenases	Amino acid transport and metabolism 	METABOLISM
74289	74250	KOG0975	Branched chain aminotransferase BCAT1, pyridoxal phosphate enzymes type IV superfamily	Amino acid transport and metabolism 	METABOLISM
74376	74337	KOG2551	Phospholipase/carboxyhydrolase	Amino acid transport and metabolism 	METABOLISM
74416	74377	KOG0806	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
74503	74464	KOG1411	Aspartate aminotransferase/Glutamic oxaloacetic transaminase AAT1/GOT2	Amino acid transport and metabolism 	METABOLISM
74509	74470	KOG0068	D-3-phosphoglycerate dehydrogenase, D-isomer-specific 2-hydroxy acid dehydrogenase superfamily	Amino acid transport and metabolism 	METABOLISM
74536	74497	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
74544	74505	KOG0571	Asparagine synthase (glutamine-hydrolyzing)	Amino acid transport and metabolism 	METABOLISM
74555	74516	KOG0692	Pentafunctional AROM protein	Amino acid transport and metabolism 	METABOLISM
74651	74612	KOG1250	Threonine/serine dehydratases	Amino acid transport and metabolism 	METABOLISM
74692	74653	KOG1252	Cystathionine beta-synthase and related enzymes	Amino acid transport and metabolism 	METABOLISM
74719	74680	KOG1591	Prolyl 4-hydroxylase alpha subunit	Amino acid transport and metabolism 	METABOLISM
74881	74842	KOG0455	Homoserine dehydrogenase	Amino acid transport and metabolism 	METABOLISM
74944	74905	KOG1562	Spermidine synthase	Amino acid transport and metabolism 	METABOLISM
75053	75014	KOG1438	Anthranilate phosphoribosyltransferase	Amino acid transport and metabolism 	METABOLISM
75094	75055	KOG1939	Oxoprolinase	Amino acid transport and metabolism 	METABOLISM
75143	75104	KOG0257	Kynurenine aminotransferase, glutamine transaminase K	Amino acid transport and metabolism 	METABOLISM
75248	75209	KOG0062	ATPase component of ABC transporters with duplicated ATPase domains/Translation elongation factor EF-3b	Amino acid transport and metabolism 	METABOLISM
75250	75211	KOG1303	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
75274	75235	KOG4750	Serine O-acetyltransferase	Amino acid transport and metabolism 	METABOLISM
75279	75240	KOG2616	Pyridoxalphosphate-dependent enzyme/predicted threonine synthase	Amino acid transport and metabolism 	METABOLISM
75306	75267	KOG4201	Anthranilate synthase component II	Amino acid transport and metabolism 	METABOLISM
75344	75305	KOG1481	Cysteine synthase	Amino acid transport and metabolism 	METABOLISM
75357	75318	KOG3055	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	Amino acid transport and metabolism 	METABOLISM
75380	75341	KOG2352	Predicted spermine/spermidine synthase	Amino acid transport and metabolism 	METABOLISM
75461	75422	KOG1223	Isochorismate synthase	Amino acid transport and metabolism 	METABOLISM
75465	75426	KOG0062	ATPase component of ABC transporters with duplicated ATPase domains/Translation elongation factor EF-3b	Amino acid transport and metabolism 	METABOLISM
75529	75490	KOG1591	Prolyl 4-hydroxylase alpha subunit	Amino acid transport and metabolism 	METABOLISM
75640	75601	KOG1395	Tryptophan synthase beta chain	Amino acid transport and metabolism 	METABOLISM
75704	75665	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
75714	75675	KOG1252	Cystathionine beta-synthase and related enzymes	Amino acid transport and metabolism 	METABOLISM
75733	75694	KOG2551	Phospholipase/carboxyhydrolase	Amino acid transport and metabolism 	METABOLISM
75751	75712	KOG1615	Phosphoserine phosphatase	Amino acid transport and metabolism 	METABOLISM
75825	75786	KOG4750	Serine O-acetyltransferase	Amino acid transport and metabolism 	METABOLISM
75923	75884	KOG0062	ATPase component of ABC transporters with duplicated ATPase domains/Translation elongation factor EF-3b	Amino acid transport and metabolism 	METABOLISM
76002	75963	KOG1537	Homoserine kinase	Amino acid transport and metabolism 	METABOLISM
76014	75975	KOG0945	Alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase	Amino acid transport and metabolism 	METABOLISM
76061	76022	KOG0975	Branched chain aminotransferase BCAT1, pyridoxal phosphate enzymes type IV superfamily	Amino acid transport and metabolism 	METABOLISM
76101	76062	KOG1368	Threonine aldolase	Amino acid transport and metabolism 	METABOLISM
76107	76068	KOG2786	Putative glutamate/ornithine acetyltransferase	Amino acid transport and metabolism 	METABOLISM
76130	76091	KOG0795	Chorismate mutase	Amino acid transport and metabolism 	METABOLISM
76142	76103	KOG2436	Acetylglutamate kinase/acetylglutamate synthase	Amino acid transport and metabolism 	METABOLISM
76364	76325	KOG0053	Cystathionine beta-lyases/cystathionine gamma-synthases	Amino acid transport and metabolism 	METABOLISM
76402	76363	KOG1154	Gamma-glutamyl kinase	Amino acid transport and metabolism 	METABOLISM
76517	76478	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
76525	76486	KOG0053	Cystathionine beta-lyases/cystathionine gamma-synthases	Amino acid transport and metabolism 	METABOLISM
76632	76593	KOG0455	Homoserine dehydrogenase	Amino acid transport and metabolism 	METABOLISM
76635	76596	KOG1549	Cysteine desulfurase NFS1	Amino acid transport and metabolism 	METABOLISM
76678	76639	KOG1441	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter	Amino acid transport and metabolism 	METABOLISM
69069	69030	KOG1112	Ribonucleotide reductase, alpha subunit	Nucleotide transport and metabolism 	METABOLISM
69257	69218	KOG2938	Predicted inosine-uridine preferring nucleoside hydrolase	Nucleotide transport and metabolism 	METABOLISM
69423	69384	KOG2387	CTP synthase (UTP-ammonia lyase)	Nucleotide transport and metabolism 	METABOLISM
69514	69475	KOG3125	Thymidine kinase	Nucleotide transport and metabolism 	METABOLISM
69566	69527	KOG3721	Mitochondrial endonuclease	Nucleotide transport and metabolism 	METABOLISM
69569	69530	KOG3079	Uridylate kinase/adenylate kinase	Nucleotide transport and metabolism 	METABOLISM
69656	69617	KOG0673	Thymidylate synthase	Nucleotide transport and metabolism 	METABOLISM
69691	69652	KOG3222	Inosine triphosphate pyrophosphatase	Nucleotide transport and metabolism 	METABOLISM
69702	69663	KOG2555	AICAR transformylase/IMP cyclohydrolase/methylglyoxal synthase	Nucleotide transport and metabolism 	METABOLISM
69979	69940	KOG1528	Salt-sensitive 3prime-phosphoadenosine-5prime-phosphatase HAL2/SAL1	Nucleotide transport and metabolism 	METABOLISM
70178	70139	KOG1712	Adenine phosphoribosyl transferases	Nucleotide transport and metabolism 	METABOLISM
70347	70308	KOG0888	Nucleoside diphosphate kinase	Nucleotide transport and metabolism 	METABOLISM
70387	70348	KOG2469	IMP-GMP specific 5prime-nucleotidase	Nucleotide transport and metabolism 	METABOLISM
70407	70368	KOG0888	Nucleoside diphosphate kinase	Nucleotide transport and metabolism 	METABOLISM
70446	70407	KOG0572	Glutamine phosphoribosylpyrophosphate amidotransferase	Nucleotide transport and metabolism 	METABOLISM
70450	70411	KOG1436	Dihydroorotate dehydrogenase	Nucleotide transport and metabolism 	METABOLISM
70474	70435	KOG4419	5prime nucleotidase	Nucleotide transport and metabolism 	METABOLISM
